Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,11,8,<=6,4,1,0.0,17.0066,103.056,6.06,50,1,0.017,1,0.017,1,0.017,xenium_human_brain_cancer_seed1
Non-Contiguous Random,0,11,8,<=6,4,1,0.0,18.0951,102.7893,5.68,50,1,0.0847,1,0.0684,1,0.0597,xenium_human_brain_cancer_seed1
Contiguous Random,1,9,7,<=6,5,1,0.0,19.0692,111.169,5.83,50,1,0.0271,1,0.0271,1,0.0271,xenium_human_brain_cancer_seed1
Non-Contiguous Random,1,9,7,<=6,5,5,0.01541,19.7416,110.2395,5.58,50,1,0.151,1,0.1234,1,0.1211,xenium_human_brain_cancer_seed1
Contiguous Random,2,9,15,<=6,4,26,0.22750602077007293,19.8331,110.5501,5.57,50,0,0.0,1,0.05,1,0.048,xenium_human_brain_cancer_seed1
Non-Contiguous Random,2,9,15,<=6,4,19,4.381680903508663,21.8268,108.8797,4.99,50,0,0.0,0,0.0,0,0.0,xenium_human_brain_cancer_seed1
Contiguous Random,3,13,22,<=6,4,5,0.14959604826450346,28.4212,112.6771,3.96,50,0,0.0,1,0.2667,1,0.0268,xenium_human_brain_cancer_seed1
Non-Contiguous Random,3,13,22,<=6,4,91,0.13529863547801974,21.5787,114.0294,5.28,50,0,0.0,1,0.0184,1,0.0061,xenium_human_brain_cancer_seed1
Contiguous Random,4,6,6,<=6,4,1,0.0,16.8215,102.9918,6.12,50,1,0.013,1,0.013,1,0.013,xenium_human_brain_cancer_seed1
Non-Contiguous Random,4,6,6,<=6,4,1,0.0,18.1639,103.4334,5.69,50,1,0.0767,1,0.065,1,0.0606,xenium_human_brain_cancer_seed1
Contiguous Random,5,0,4,<=6,6,1,0.0,25.1798,116.5311,4.63,50,1,0.0197,1,0.0197,1,0.0197,xenium_human_brain_cancer_seed1
Non-Contiguous Random,5,0,4,<=6,6,1,0.0,25.0391,115.1864,4.6,50,1,0.0166,1,0.0166,1,0.0166,xenium_human_brain_cancer_seed1
Contiguous Random,6,15,6,<=6,4,2,0.11819130847990514,16.5745,104.3074,6.29,50,1,0.6667,1,0.6667,1,0.4062,xenium_human_brain_cancer_seed1
Non-Contiguous Random,6,15,6,<=6,4,1,-1.6834497451601038e-07,17.6036,103.4901,5.88,50,1,0.6667,1,0.5357,1,0.2885,xenium_human_brain_cancer_seed1
Contiguous Random,7,13,12,<=6,4,1,0.0,18.0649,106.077,5.87,50,1,0.2222,1,0.1296,1,0.1234,xenium_human_brain_cancer_seed1
Non-Contiguous Random,7,13,12,<=6,4,18,0.23715026925563815,17.9824,106.629,5.93,50,0,0.0,1,0.1463,1,0.13,xenium_human_brain_cancer_seed1
Contiguous Random,8,16,18,<=6,5,18,0.09886606273247642,31.9535,123.8197,3.87,50,1,0.0323,1,0.0389,1,0.0145,xenium_human_brain_cancer_seed1
Non-Contiguous Random,8,16,18,<=6,5,14,0.12092975387943072,26.8751,124.1802,4.62,50,1,0.0909,1,0.0431,1,0.0151,xenium_human_brain_cancer_seed1
Contiguous Random,9,5,21,<=6,6,85,0.11606382036128599,23.519,138.2563,5.88,50,1,0.0161,1,0.0091,1,0.0053,xenium_human_brain_cancer_seed1
Non-Contiguous Random,9,5,21,<=6,6,168,0.13731237877348523,25.9898,138.1288,5.31,50,1,0.0064,1,0.007,1,0.0057,xenium_human_brain_cancer_seed1
Contiguous Random,10,9,22,<=6,6,24,0.07228370459917921,33.9673,135.7033,4.0,50,1,0.0201,1,0.0111,1,0.0057,xenium_human_brain_cancer_seed1
Non-Contiguous Random,10,9,22,<=6,6,21,0.11685769027381404,33.6322,135.9676,4.04,50,1,0.0458,1,0.0187,1,0.0062,xenium_human_brain_cancer_seed1
Contiguous Random,11,5,15,<=6,5,1,-4.215544005148342e-06,22.9472,123.3116,5.37,50,1,0.4,1,0.3016,1,0.1839,xenium_human_brain_cancer_seed1
Non-Contiguous Random,11,5,15,<=6,5,2,0.006003314863617881,21.0191,123.6413,5.88,50,1,0.25,1,0.0893,1,0.0399,xenium_human_brain_cancer_seed1
Contiguous Random,12,0,17,<=6,6,1,-4.903122904575952e-06,27.8332,133.7462,4.81,50,1,0.0625,1,0.0432,1,0.0212,xenium_human_brain_cancer_seed1
Non-Contiguous Random,12,0,17,<=6,6,8,0.1571237574282729,28.2714,133.334,4.72,50,1,0.125,1,0.1205,1,0.0396,xenium_human_brain_cancer_seed1
Contiguous Random,13,13,6,<=6,5,2,0.00995,20.7703,110.5813,5.32,50,1,0.3516,1,0.2877,1,0.233,xenium_human_brain_cancer_seed1
Non-Contiguous Random,13,13,6,<=6,5,1,0.0,18.2895,111.4158,6.09,50,1,0.0679,1,0.0593,1,0.0569,xenium_human_brain_cancer_seed1
Contiguous Random,14,14,18,<=6,6,13,0.26719493099968605,33.7293,138.4263,4.1,50,0,0.0,1,0.1964,1,0.0139,xenium_human_brain_cancer_seed1
