Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,0,17,<=6,4,19,0.2672487216949463,1.4737,8.1843,5.55,50,0,0.0,0,0.0,1,0.0563,xenium_human_kidney_nondiseased_seed3
Non-Contiguous Random,0,0,17,<=6,4,1,1.4492607116611822e-06,1.5868,7.8343,4.94,50,1,0.5,1,0.6,1,0.4,xenium_human_kidney_nondiseased_seed3
Contiguous Random,1,0,0,<=6,6,1,-1.0920556909981005e-07,2.9081,7.9377,2.73,50,1,1.0,1,1.0,1,1.0,xenium_human_kidney_nondiseased_seed3
Non-Contiguous Random,1,0,0,<=6,6,1,-3.09312015653318e-06,1.8091,7.5446,4.17,50,1,1.0,1,1.0,1,1.0,xenium_human_kidney_nondiseased_seed3
Contiguous Random,2,0,15,<=6,4,5,0.07915839205741881,3.3783,7.8068,2.31,50,1,0.1667,1,0.2174,1,0.1443,xenium_human_kidney_nondiseased_seed3
Non-Contiguous Random,2,0,15,<=6,4,19,0.29713896875381474,1.5279,7.7742,5.09,50,0,0.0,0,0.0,1,0.0467,xenium_human_kidney_nondiseased_seed3
Contiguous Random,3,0,7,<=6,4,1,-2.9663848876955792e-06,1.8245,7.5065,4.11,50,1,1.0,1,1.0,1,1.0,xenium_human_kidney_nondiseased_seed3
Non-Contiguous Random,3,0,7,<=6,4,2,0.18766633281946182,1.6367,7.6096,4.65,50,0,0.0,1,0.6667,1,0.5323,xenium_human_kidney_nondiseased_seed3
Contiguous Random,4,0,0,<=6,5,1,1.6695355075924123e-06,2.0165,7.4845,3.71,50,1,1.0,1,1.0,1,1.0,xenium_human_kidney_nondiseased_seed3
Non-Contiguous Random,4,0,0,<=6,5,2,0.00345,2.1526,7.396,3.44,50,1,0.6667,1,0.6271,1,0.6329,xenium_human_kidney_nondiseased_seed3
Contiguous Random,5,0,1,<=6,6,1,0.0,1.763,7.8975,4.48,50,1,0.8197,1,0.8197,1,0.8197,xenium_human_kidney_nondiseased_seed3
Non-Contiguous Random,5,0,1,<=6,6,1,0.0,1.881,7.9009,4.2,50,1,0.9259,1,0.9259,1,0.9259,xenium_human_kidney_nondiseased_seed3
