Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,2,2,<=6,4,25,0.11416100506782531,22.5679,88.6136,3.93,50,0,0.0,1,0.0833,1,0.0201,xenium_human_lymph_node_5k_seed2
Non-Contiguous Random,0,2,2,<=6,4,7,0.0350608424091339,23.7683,88.6378,3.73,50,1,0.0455,1,0.0422,1,0.0137,xenium_human_lymph_node_5k_seed2
Contiguous Random,1,6,36,<=6,6,1,3.639928426446559e-07,30.3204,110.4572,3.64,50,1,1.0,1,0.2857,1,0.044,xenium_human_lymph_node_5k_seed2
Non-Contiguous Random,1,6,36,<=6,6,1,3.1196935886268484e-06,32.6869,108.462,3.32,50,1,0.32,1,0.2031,1,0.0229,xenium_human_lymph_node_5k_seed2
Contiguous Random,2,3,23,<=6,6,3,0.0417998086565462,27.6013,110.3602,4.0,50,1,0.1818,1,0.1263,1,0.0208,xenium_human_lymph_node_5k_seed2
Non-Contiguous Random,2,3,23,<=6,6,11,0.09848350739734418,27.8948,111.5164,4.0,50,0,0.0,1,0.1392,1,0.0223,xenium_human_lymph_node_5k_seed2
Contiguous Random,3,11,15,<=6,6,21,0.08573273059477327,32.6337,110.1427,3.38,50,1,0.04,1,0.0183,1,0.0118,xenium_human_lymph_node_5k_seed2
Non-Contiguous Random,3,11,15,<=6,6,2,0.017568328691857482,29.6843,108.9936,3.67,50,1,0.15,1,0.069,1,0.0117,xenium_human_lymph_node_5k_seed2
Contiguous Random,4,5,3,<=6,4,1,4.609413146949848e-06,21.3361,88.5517,4.15,50,1,0.8571,1,0.6667,1,0.1838,xenium_human_lymph_node_5k_seed2
Non-Contiguous Random,4,5,3,<=6,4,1,-1.5220642089752712e-06,18.9693,92.5877,4.88,50,1,0.4,1,0.1538,1,0.101,xenium_human_lymph_node_5k_seed2
Contiguous Random,5,11,16,<=6,4,15,0.04057540580749511,23.8147,89.7817,3.77,50,1,0.1143,1,0.056,1,0.0154,xenium_human_lymph_node_5k_seed2
Non-Contiguous Random,5,11,16,<=6,4,15,0.04057540580749511,23.8195,89.7857,3.77,50,1,0.1143,1,0.056,1,0.0154,xenium_human_lymph_node_5k_seed2
Contiguous Random,6,4,1,<=6,6,1,1.290558953037646e-06,25.5711,109.3082,4.27,50,1,0.6667,1,0.5,1,0.1069,xenium_human_lymph_node_5k_seed2
Non-Contiguous Random,6,4,1,<=6,6,1,-2.3013191269294353e-06,24.2865,110.3511,4.54,50,1,0.25,1,0.4545,1,0.1003,xenium_human_lymph_node_5k_seed2
Contiguous Random,7,7,40,<=6,5,1,1.6316018669193522e-06,22.1599,139.8552,6.31,50,1,0.24,1,0.1227,1,0.0218,xenium_human_lymph_node_5k_seed2
Non-Contiguous Random,7,7,40,<=6,5,1,6.066903016632708e-07,28.258,102.8769,3.64,50,1,0.625,1,0.23,1,0.0232,xenium_human_lymph_node_5k_seed2
Contiguous Random,8,10,16,<=6,5,2,0.009095898352186077,26.0983,95.9584,3.68,50,1,0.0217,1,0.0342,1,0.0109,xenium_human_lymph_node_5k_seed2
Non-Contiguous Random,8,10,16,<=6,5,19,0.07874503789931744,26.7469,95.4581,3.57,50,1,0.0435,1,0.0308,1,0.0106,xenium_human_lymph_node_5k_seed2
Contiguous Random,9,11,6,<=6,5,12,0.03541130943679388,23.2874,95.8276,4.12,50,1,0.0581,1,0.0228,1,0.0105,xenium_human_lymph_node_5k_seed2
Non-Contiguous Random,9,11,6,<=6,5,4,0.009189298297331755,22.8681,96.5843,4.22,50,1,0.0545,1,0.0326,1,0.0102,xenium_human_lymph_node_5k_seed2
Contiguous Random,10,7,37,<=6,5,21,0.04913055849326786,24.6642,96.7776,3.92,50,1,0.0341,1,0.04,1,0.0102,xenium_human_lymph_node_5k_seed2
Non-Contiguous Random,10,7,37,<=6,5,7,0.029149112904140045,27.22,95.2184,3.5,50,1,0.14,1,0.0519,1,0.0105,xenium_human_lymph_node_5k_seed2
Contiguous Random,11,7,10,<=6,4,21,0.1044846270275116,22.6783,86.6739,3.82,50,0,0.0,1,0.0814,1,0.0209,xenium_human_lymph_node_5k_seed2
Non-Contiguous Random,11,7,10,<=6,4,9,0.04046247116088866,17.9439,151.2467,8.43,50,1,0.0244,1,0.035,1,0.0107,xenium_human_lymph_node_5k_seed2
