Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,0,2,<=6,4,1,2.0230586826805452e-06,1.458,7.6235,5.23,50,1,1.0,1,0.9091,1,0.963,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,0,0,2,<=6,4,1,-3.044941425320302e-06,1.6457,7.1525,4.35,50,1,1.0,1,1.0,1,1.0,xenium_human_kidney_nondiseased_seed1
Contiguous Random,1,0,15,<=6,5,11,0.14487933937220887,1.7552,8.5629,4.88,50,0,0.0,1,0.0833,1,0.0984,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,1,0,15,<=6,5,11,0.11123103623742103,1.9919,8.5254,4.28,50,1,0.0769,1,0.1087,1,0.0959,xenium_human_kidney_nondiseased_seed1
Contiguous Random,2,0,12,<=6,4,7,0.09215815090179441,2.1895,8.0216,3.66,50,1,0.1111,1,0.0882,1,0.0942,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,2,0,12,<=6,4,2,0.04547413493633268,2.3099,7.951,3.44,50,1,0.6667,1,0.3333,1,0.1733,xenium_human_kidney_nondiseased_seed1
Contiguous Random,3,0,7,<=6,6,1,-2.8697280357592447e-06,2.0058,8.962,4.47,50,1,1.0,1,0.6667,1,0.3092,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,3,0,7,<=6,6,1,3.489471409601208e-06,1.684,8.6061,5.11,50,1,1.0,1,0.9091,1,0.9487,xenium_human_kidney_nondiseased_seed1
Contiguous Random,4,0,0,<=6,4,1,0.0,1.4549,7.0765,4.86,50,1,0.1634,1,0.1634,1,0.1634,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,4,0,0,<=6,4,1,0.0,1.489,7.0326,4.72,50,1,1.0,1,1.0,1,1.0,xenium_human_kidney_nondiseased_seed1
Contiguous Random,5,0,13,<=6,4,3,0.1352956254577637,1.4279,7.7937,5.46,50,1,0.2,1,0.0769,1,0.1053,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,5,0,13,<=6,4,1,6.180953979750825e-07,2.0295,7.7567,3.82,50,1,1.0,1,1.0,1,1.0,xenium_human_kidney_nondiseased_seed1
Contiguous Random,6,0,7,<=6,6,1,1.4202357898618345e-06,1.772,8.6369,4.87,50,1,1.0,1,0.875,1,0.9667,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,6,0,7,<=6,6,1,-2.3735895171572707e-06,2.0636,8.8545,4.29,50,1,1.0,1,1.0,1,1.0,xenium_human_kidney_nondiseased_seed1
Contiguous Random,7,0,3,<=6,5,1,-5.58749496282207e-07,1.8213,7.6621,4.21,50,1,1.0,1,1.0,1,1.0,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,7,0,3,<=6,5,1,4.692408535872383e-06,1.8273,7.6171,4.17,50,1,1.0,1,1.0,1,1.0,xenium_human_kidney_nondiseased_seed1
Contiguous Random,8,0,16,<=6,5,6,0.09032405917909109,1.9324,8.4014,4.35,50,1,0.25,1,0.102,1,0.0892,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,8,0,16,<=6,5,4,0.07536687731028785,1.9594,8.4221,4.3,50,1,0.2857,1,0.1481,1,0.1506,xenium_human_kidney_nondiseased_seed1
Contiguous Random,9,0,15,<=6,6,22,0.19999320216629812,1.8929,9.2385,4.88,50,0,0.0,1,0.0571,1,0.0435,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,9,0,15,<=6,6,19,0.16782831662722963,2.038,9.1003,4.47,50,0,0.0,1,0.0513,1,0.0841,xenium_human_kidney_nondiseased_seed1
Contiguous Random,10,0,7,<=6,5,1,1.7567316059619031e-06,1.7041,8.111,4.76,50,1,1.0,1,0.8889,1,0.9429,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,10,0,7,<=6,5,1,-1.0501550977704e-06,2.1102,8.1982,3.88,50,1,0.8571,1,0.9545,1,0.8868,xenium_human_kidney_nondiseased_seed1
Contiguous Random,11,0,11,<=6,6,5,0.03282191697941672,1.7977,9.1831,5.11,50,1,0.1304,1,0.1238,1,0.1014,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,11,0,11,<=6,6,7,0.13133199504272774,1.9874,9.0578,4.56,50,1,0.1111,1,0.0635,1,0.074,xenium_human_kidney_nondiseased_seed1
Contiguous Random,12,0,5,<=6,4,3,0.04710317664146424,1.7713,7.4905,4.23,50,1,0.2857,1,0.2887,1,0.2907,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,12,0,5,<=6,4,1,-2.9652953147940586e-06,1.6215,7.3751,4.55,50,1,1.0,1,0.6429,1,0.82,xenium_human_kidney_nondiseased_seed1
Contiguous Random,13,0,0,<=6,6,1,6.146600623532089e-07,1.8738,7.437,3.97,50,1,1.0,1,1.0,1,1.0,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,13,0,0,<=6,6,1,-1.766709753228679e-06,2.1145,7.4434,3.52,50,1,1.0,1,1.0,1,1.0,xenium_human_kidney_nondiseased_seed1
Contiguous Random,14,0,12,<=6,6,2,0.05385065468197919,1.8787,9.1141,4.85,50,1,0.1429,1,0.1525,1,0.106,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,14,0,12,<=6,6,1,-4.4197581161586896e-07,2.2605,9.4664,4.19,50,1,0.5,1,0.6667,1,0.2727,xenium_human_kidney_nondiseased_seed1
Contiguous Random,15,0,6,<=6,4,1,4.785480499258643e-06,1.4939,7.5457,5.05,50,1,0.5,1,0.2222,1,0.2857,xenium_human_kidney_nondiseased_seed1
Non-Contiguous Random,15,0,6,<=6,4,1,2.189793586737654e-06,2.604,7.5228,2.89,50,1,1.0,1,1.0,1,0.7222,xenium_human_kidney_nondiseased_seed1
