direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s,Dataset,num_queries,mean_spindle_time_ms,mean_bf_time_ms,mean_speedup,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0
x2v,3,all_niche,global,2,156,165,8.67,cross_modal_brca_x2v_seed3,50,19.9167,1500.7945,75.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9893
