Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,2,1,<=6,4,5,0.04808889259427786,3.5105,16.0423,4.57,50,1,0.0857,1,0.1771,1,0.2277,xenium_human_lung_cancer_seed4
Non-Contiguous Random,0,2,1,<=6,4,1,0.0,2.867,15.4177,5.38,50,1,0.403,1,0.3434,1,0.35,xenium_human_lung_cancer_seed4
Contiguous Random,1,0,8,<=6,4,1,-4.9235081672621694e-06,4.9194,16.3782,3.33,50,1,0.5,1,0.6364,1,0.5614,xenium_human_lung_cancer_seed4
Non-Contiguous Random,1,0,8,<=6,4,3,0.11786384597778321,2.9005,16.2311,5.6,50,1,0.4167,1,0.3208,1,0.1751,xenium_human_lung_cancer_seed4
Contiguous Random,2,1,9,<=6,4,1,-2.8004455566166264e-06,3.5265,16.8232,4.77,50,1,1.0,1,1.0,1,0.7647,xenium_human_lung_cancer_seed4
Non-Contiguous Random,2,1,9,<=6,4,1,-1.198768615706669e-06,2.8606,16.7534,5.86,50,1,0.1538,1,0.0976,1,0.1,xenium_human_lung_cancer_seed4
Contiguous Random,3,0,13,<=6,4,11,0.17930883893013005,3.0723,16.4895,5.37,50,0,0.0,1,0.1316,1,0.0796,xenium_human_lung_cancer_seed4
Non-Contiguous Random,3,0,13,<=6,4,3,0.030307469978332502,4.6361,16.7508,3.61,50,1,0.2368,1,0.1244,1,0.0504,xenium_human_lung_cancer_seed4
Contiguous Random,4,1,5,<=6,5,1,-3.78776266707348e-06,3.3264,16.9803,5.1,50,1,1.0,1,0.3571,1,0.1787,xenium_human_lung_cancer_seed4
Non-Contiguous Random,4,1,5,<=6,5,1,-7.91195929217281e-07,3.3326,16.951,5.09,50,1,0.5,1,0.5,1,0.2581,xenium_human_lung_cancer_seed4
