query_idx,query_tile_id,Dataset,spindle_time_ms,bf_time_ms,speedup,exact_best_dist,spindle_best_dist,spindle_best_rank,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0,true_best_niche,direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s
22,66,cross_modal_brca_x2v_seed1,24.3692,1526.4305,62.64,135.0207,135.0207,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
23,73,cross_modal_brca_x2v_seed1,24.4312,1483.8345,60.74,131.0451,131.0451,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
24,74,cross_modal_brca_x2v_seed1,24.4295,1509.1496,61.78,136.3602,136.3602,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
25,77,cross_modal_brca_x2v_seed1,24.2611,1516.5068,62.51,136.7865,136.7865,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
26,78,cross_modal_brca_x2v_seed1,24.4864,1517.9405,61.99,132.299,132.299,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
27,79,cross_modal_brca_x2v_seed1,24.458,1527.1126,62.44,138.4283,138.4283,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
28,84,cross_modal_brca_x2v_seed1,24.3096,1500.4618,61.72,136.7002,136.7002,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
29,89,cross_modal_brca_x2v_seed1,24.3159,1517.1196,62.39,135.6216,135.6216,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
30,100,cross_modal_brca_x2v_seed1,24.4711,1497.5205,61.2,136.6205,136.6205,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
31,103,cross_modal_brca_x2v_seed1,24.2481,1495.4849,61.67,137.1558,137.1558,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
32,106,cross_modal_brca_x2v_seed1,24.4098,1496.3916,61.3,134.8586,134.8586,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
33,109,cross_modal_brca_x2v_seed1,24.2134,1479.6703,61.11,138.7894,138.7894,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
34,112,cross_modal_brca_x2v_seed1,24.4576,1501.9361,61.41,135.6989,135.6989,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
35,113,cross_modal_brca_x2v_seed1,24.5272,1502.7089,61.27,131.3346,131.3346,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
36,114,cross_modal_brca_x2v_seed1,24.5558,1515.5208,61.72,135.4337,135.4337,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
37,115,cross_modal_brca_x2v_seed1,24.4292,1514.697,62.0,133.3708,133.3708,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
38,116,cross_modal_brca_x2v_seed1,24.3291,1502.5789,61.76,134.4423,134.4423,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
39,117,cross_modal_brca_x2v_seed1,24.4866,1503.7556,61.41,136.1669,136.1669,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
40,122,cross_modal_brca_x2v_seed1,24.2833,1486.6015,61.22,137.5285,137.5285,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
41,130,cross_modal_brca_x2v_seed1,24.2566,1482.8871,61.13,137.2313,137.2313,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
42,137,cross_modal_brca_x2v_seed1,24.4701,1489.3332,60.86,136.3172,136.3172,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
43,143,cross_modal_brca_x2v_seed1,24.3304,1510.8114,62.1,136.0679,136.0679,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
44,144,cross_modal_brca_x2v_seed1,24.3777,1507.4647,61.84,135.2164,135.2164,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
45,155,cross_modal_brca_x2v_seed1,24.291,1493.5414,61.49,141.1613,141.1613,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
46,156,cross_modal_brca_x2v_seed1,24.397,1509.9631,61.89,138.0305,138.0305,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
47,158,cross_modal_brca_x2v_seed1,23.7531,1490.8782,62.77,144.5008,144.5008,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
48,159,cross_modal_brca_x2v_seed1,24.6271,1489.8792,60.5,133.5401,133.5401,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
49,161,cross_modal_brca_x2v_seed1,23.8808,1497.5725,62.71,143.0643,143.0643,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,1,all_niche,global,1,156,165,8.89
