x,y,pathway_score
206.08981323242188,1495.898193359375,0.0
201.7658233642578,1816.2108154296875,0.0
179.02450561523438,2167.25390625,0.43333333333333335
186.06065368652344,2163.30908203125,-0.03333333333333333
200.24688720703125,2198.593505859375,-0.06666666666666667
196.52740478515625,2270.769287109375,-0.1
202.88816833496094,2266.42529296875,-0.1
164.7990264892578,2181.842041015625,0.0
170.82435607910156,2174.697265625,0.0
182.6717529296875,2275.8740234375,-0.03333333333333333
180.3532257080078,2268.021240234375,0.0
171.6155242919922,2243.734130859375,0.0
174.4845733642578,2181.494384765625,0.0
122.4223861694336,2420.404296875,-0.06666666666666667
133.04701232910156,2419.886474609375,0.0
132.09014892578125,2464.146484375,-0.03333333333333333
130.079345703125,2471.1845703125,-0.13333333333333333
141.30262756347656,2492.38134765625,-0.03333333333333333
143.3561248779297,2487.27294921875,0.0
144.4408416748047,2457.20458984375,0.0
150.8456268310547,2491.3671875,0.0
163.16983032226562,2484.54248046875,0.43333333333333335
148.9834442138672,2481.0576171875,0.0
145.38726806640625,2462.922607421875,-0.03333333333333333
169.81430053710938,2319.687255859375,0.0
183.30258178710938,2357.015625,0.0
160.72647094726562,2318.889892578125,-0.06666666666666667
140.73304748535156,2372.97314453125,0.0
129.140380859375,2412.1787109375,-0.03333333333333333
134.20355224609375,2375.502685546875,-0.06666666666666667
181.85304260253906,2368.631103515625,-0.06666666666666667
179.1317901611328,2416.135009765625,0.0
179.4185028076172,2406.420166015625,-0.03333333333333333
167.64266967773438,2392.85107421875,-0.03333333333333333
175.5102081298828,2391.20166015625,0.5
173.3399658203125,2366.106201171875,0.5
134.09959411621094,2322.470703125,-0.03333333333333333
131.52420043945312,2339.306884765625,0.0
130.49322509765625,2331.145263671875,-0.03333333333333333
138.6322479248047,2255.632568359375,-0.13333333333333333
135.89181518554688,2268.8017578125,-0.03333333333333333
136.21435546875,2262.654296875,-0.03333333333333333
185.71458435058594,2292.820068359375,-0.03333333333333333
189.83924865722656,2272.676513671875,-0.03333333333333333
188.02783203125,2309.755859375,0.0
182.19635009765625,2302.90966796875,0.0
181.5814971923828,2296.763671875,0.0
297.6578674316406,2018.6331787109375,-0.06666666666666667
300.3625793457031,2025.6781005859375,0.0
305.30926513671875,2019.9722900390625,0.5
302.4681701660156,2055.147216796875,-0.03333333333333333
296.8644104003906,2070.109375,-0.1
314.9934387207031,2068.57568359375,-0.03333333333333333
298.9951477050781,2063.10888671875,-0.13333333333333333
306.6173400878906,2030.909423828125,0.5
299.2659606933594,2047.6417236328125,-0.03333333333333333
297.64434814453125,2042.3114013671875,-0.03333333333333333
302.57000732421875,2039.54931640625,0.0
293.0768737792969,2031.9765625,-0.13333333333333333
282.98492431640625,2083.53369140625,0.0
286.2576904296875,2096.019775390625,-0.03333333333333333
295.4920349121094,2091.585205078125,-0.1
301.00390625,2085.730712890625,0.0
326.787841796875,2107.38916015625,-0.5333333333333333
321.48382568359375,2135.83984375,0.0
311.8447570800781,2129.081298828125,-0.1
307.6463928222656,2122.889892578125,0.5
323.08929443359375,2125.120849609375,-0.2
286.1879577636719,2102.85498046875,-0.03333333333333333
301.826904296875,2143.95166015625,-0.03333333333333333
300.3662109375,2134.5810546875,-0.06666666666666667
297.16448974609375,2126.557373046875,0.0
284.55145263671875,2109.140869140625,-0.03333333333333333
285.2993469238281,2032.7515869140625,0.0
281.1173095703125,2047.4576416015625,0.0
287.30584716796875,2043.2205810546875,-0.03333333333333333
277.9188232421875,2051.8955078125,-0.03333333333333333
281.0990905761719,2062.3271484375,-0.06666666666666667
286.1768493652344,2056.0810546875,-0.06666666666666667
271.35919189453125,2057.534912109375,-0.1
288.5950622558594,2050.074462890625,0.0
254.57041931152344,2034.59130859375,0.0
245.56214904785156,2117.236328125,0.0
242.54823303222656,2040.90234375,-0.1
246.65139770507812,2035.399169921875,-0.03333333333333333
196.80209350585938,2028.05810546875,-0.13333333333333333
209.05421447753906,2078.68310546875,-0.03333333333333333
203.90176391601562,2040.0589599609375,1.6
204.71351623535156,2031.067138671875,-0.3
192.58058166503906,2129.2607421875,-0.1
220.431640625,2204.217041015625,-0.03333333333333333
193.31593322753906,2195.138671875,0.0
222.2982940673828,2144.527099609375,-0.1
185.65106201171875,2127.354736328125,-0.1
161.04837036132812,2131.02734375,-0.13333333333333333
180.8776092529297,2130.392578125,-0.1
180.77137756347656,2044.975341796875,-0.13333333333333333
167.18826293945312,2089.344970703125,-0.13333333333333333
158.7195281982422,2063.072021484375,0.0
167.7931671142578,2056.123291015625,-0.06666666666666667
162.065673828125,2054.127685546875,0.0
169.1855010986328,2047.14306640625,-0.26666666666666666
142.6482696533203,1999.4310302734375,-0.06666666666666667
202.95811462402344,1980.4073486328125,-0.13333333333333333
203.32089233398438,1938.896484375,-0.3
167.0377655029297,1987.460693359375,-0.03333333333333333
210.1109161376953,1945.77783203125,-0.06666666666666667
186.7060089111328,1950.28955078125,-0.03333333333333333
210.76991271972656,1864.8563232421875,0.0
222.25091552734375,1871.2607421875,-0.1
215.61886596679688,1870.2152099609375,-0.1
205.6150360107422,1840.7493896484375,0.0
203.7632293701172,1857.9423828125,-0.06666666666666667
204.5464324951172,1849.375732421875,0.0
196.8357696533203,1848.529052734375,-0.13333333333333333
179.1297607421875,1897.5125732421875,-0.16666666666666666
215.83038330078125,1900.32861328125,-0.16666666666666666
198.7962646484375,1892.261962890625,-0.06666666666666667
191.17697143554688,1888.598388671875,-0.13333333333333333
188.09197998046875,1902.49365234375,-0.03333333333333333
185.75559997558594,1895.43408203125,-0.2
241.7440185546875,1951.4483642578125,-0.16666666666666666
283.80303955078125,1969.904296875,-0.03333333333333333
236.62928771972656,1968.6976318359375,-0.03333333333333333
250.7167205810547,1964.451904296875,0.0
240.60842895507812,1964.1456298828125,-0.06666666666666667
254.25003051757812,2010.5970458984375,-0.06666666666666667
231.92251586914062,2028.490966796875,-0.13333333333333333
245.27517700195312,2011.3311767578125,-0.06666666666666667
263.34228515625,2009.9344482421875,-0.16666666666666666
273.64862060546875,2004.787353515625,-0.06666666666666667
268.5675354003906,2012.5625,-0.03333333333333333
234.00067138671875,1976.1185302734375,-0.1
243.2578582763672,1990.04736328125,-0.1
253.75564575195312,1985.38134765625,-0.1
242.72413635253906,1981.618408203125,-0.1
311.3007507324219,1942.5626220703125,-0.03333333333333333
305.8972473144531,1967.14892578125,0.0
303.55560302734375,1962.757080078125,-0.16666666666666666
311.6553955078125,1947.5037841796875,-0.03333333333333333
313.1435546875,2007.676025390625,0.0
