Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,6,37,<=6,4,4,0.021653029665946955,15.3031,119.2974,7.8,50,1,0.0556,1,0.0841,1,0.0226,xenium_human_lymph_node_5k_seed3
Non-Contiguous Random,0,6,37,<=6,4,8,0.07636970261096954,18.578,84.8604,4.57,50,0,0.0,1,0.0833,1,0.041,xenium_human_lymph_node_5k_seed3
Contiguous Random,1,7,5,<=6,5,32,0.05255787791267849,32.3736,102.6228,3.17,50,1,0.0421,1,0.0346,1,0.0101,xenium_human_lymph_node_5k_seed3
Non-Contiguous Random,1,7,5,<=6,5,13,0.08580028453943025,25.0761,93.4283,3.73,50,0,0.0,1,0.0187,1,0.0141,xenium_human_lymph_node_5k_seed3
Contiguous Random,2,2,43,<=6,5,10,0.05081565386481385,23.3371,92.9873,3.98,50,1,0.0741,1,0.0828,1,0.0151,xenium_human_lymph_node_5k_seed3
Non-Contiguous Random,2,2,43,<=6,5,1,-4.371420138038484e-06,27.5567,98.2398,3.57,50,1,1.0,1,0.6364,1,0.1515,xenium_human_lymph_node_5k_seed3
Contiguous Random,3,6,10,<=6,5,2,0.011947538261164015,26.7884,92.9637,3.47,50,1,0.2632,1,0.1429,1,0.0314,xenium_human_lymph_node_5k_seed3
Non-Contiguous Random,3,6,10,<=6,5,22,0.1080377205080871,24.5076,93.8114,3.83,50,0,0.0,1,0.0964,1,0.018,xenium_human_lymph_node_5k_seed3
Contiguous Random,4,1,36,<=6,6,3,0.025738436157092426,28.5734,110.8074,3.88,50,1,0.08,1,0.0503,1,0.0098,xenium_human_lymph_node_5k_seed3
Non-Contiguous Random,4,1,36,<=6,6,43,0.12554970621008132,28.4671,147.1741,5.17,50,0,0.0,1,0.0473,1,0.0109,xenium_human_lymph_node_5k_seed3
Contiguous Random,5,8,35,<=6,6,16,0.0637956239943464,29.5171,103.6757,3.51,50,1,0.0294,1,0.0308,1,0.0091,xenium_human_lymph_node_5k_seed3
Non-Contiguous Random,5,8,35,<=6,6,34,0.08201239145868766,27.1565,395.0189,14.55,50,1,0.0185,1,0.0091,1,0.0084,xenium_human_lymph_node_5k_seed3
Contiguous Random,6,5,20,<=6,5,13,0.09053474150589708,23.0771,352.6337,15.28,50,0,0.0,1,0.1061,1,0.0164,xenium_human_lymph_node_5k_seed3
Non-Contiguous Random,6,5,20,<=6,5,5,0.039382091371987504,25.7338,407.7502,15.84,50,1,0.2,1,0.1597,1,0.0178,xenium_human_lymph_node_5k_seed3
Contiguous Random,7,5,5,<=6,6,4,0.025260297102632168,27.0232,419.8051,15.53,50,1,0.1667,1,0.1724,1,0.047,xenium_human_lymph_node_5k_seed3
Non-Contiguous Random,7,5,5,<=6,6,1,2.928144892611062e-06,26.6308,107.3702,4.03,50,1,0.6667,1,0.3333,1,0.1347,xenium_human_lymph_node_5k_seed3
