direction,n_seeds,num_queries,n_tiles_index,n_tiles_query,mean_n_niches,sd_n_niches,mean_recall_at_eps_0.1,sd_recall_at_eps_0.1,mean_recall_at_eps_0.5,sd_recall_at_eps_0.5,mean_overlap_at_eps_0.5,sd_overlap_at_eps_0.5,mean_overlap_at_eps_1.0,sd_overlap_at_eps_1.0,mean_mean_speedup,sd_mean_speedup
x2v,5,50,156,165,1.6,0.5477225575051661,1.0,0.0,1.0,0.0,1.0,0.0,0.9878180000000001,0.012628122742514031,69.40590751841097,7.601389787538608
v2x,5,50,165,156,3.0,0.0,0.9559999999999998,0.03286335345030996,0.9640000000000001,0.026076809620810618,0.9410091999999999,0.03299284954653053,0.9314732000000001,0.03966582291091409,106.09592123884019,8.258620698262463
