modality,id,x0,y0,x1,y1
Visium,88,4162.834280776978,452.6228688716888,4491.0075465202335,899.1252993583679
Visium,89,4491.0075465202335,6.120438385009765,4819.180812263488,452.6228688716888
Visium,90,4162.834280776978,6.120438385009765,4491.0075465202335,452.6228688716888
Visium,91,3506.487749290466,899.1252993583679,4162.834280776978,1792.130160331726
Visium,92,3178.3144835472103,1345.627729845047,3506.487749290466,1792.130160331726
Visium,93,2850.141217803955,1345.627729845047,3178.3144835472103,1792.130160331726
Visium,94,3178.3144835472103,899.1252993583679,3506.487749290466,1345.627729845047
Visium,95,2850.141217803955,899.1252993583679,3178.3144835472103,1345.627729845047
Visium,96,3834.661015033722,452.6228688716888,4162.834280776978,899.1252993583679
Visium,97,3506.487749290466,452.6228688716888,3834.661015033722,899.1252993583679
Visium,98,3834.661015033722,6.120438385009765,4162.834280776978,452.6228688716888
Visium,99,3506.487749290466,6.120438385009765,3834.661015033722,452.6228688716888
Visium,100,3178.3144835472103,452.6228688716888,3506.487749290466,899.1252993583679
Visium,101,2850.141217803955,452.6228688716888,3178.3144835472103,899.1252993583679
Visium,102,3178.3144835472103,6.120438385009765,3506.487749290466,452.6228688716888
Visium,103,2850.141217803955,6.120438385009765,3178.3144835472103,452.6228688716888
Visium,104,2193.794686317444,2685.135021305084,2850.141217803955,3578.139882278442
Visium,105,1865.621420574188,3131.637451791763,2193.794686317444,3578.139882278442
Visium,106,1537.4481548309325,3131.637451791763,1865.621420574188,3578.139882278442
Visium,107,1865.621420574188,2685.135021305084,2193.794686317444,3131.637451791763
Visium,108,1537.4481548309325,2685.135021305084,1865.621420574188,3131.637451791763
Visium,109,2521.9679520606996,2238.6325908184053,2850.141217803955,2685.135021305084
Visium,110,2193.794686317444,2238.6325908184053,2521.9679520606996,2685.135021305084
Visium,111,2521.9679520606996,1792.130160331726,2850.141217803955,2238.6325908184053
Visium,112,2193.794686317444,1792.130160331726,2521.9679520606996,2238.6325908184053
Visium,113,1865.621420574188,2238.6325908184053,2193.794686317444,2685.135021305084
Visium,114,1537.4481548309325,2238.6325908184053,1865.621420574188,2685.135021305084
Visium,115,1865.621420574188,1792.130160331726,2193.794686317444,2238.6325908184053
Visium,116,1537.4481548309325,1792.130160331726,1865.621420574188,2238.6325908184053
Visium,117,1209.274889087677,3131.637451791763,1537.4481548309325,3578.139882278442
Visium,118,881.1016233444213,3131.637451791763,1209.274889087677,3578.139882278442
Visium,119,1209.274889087677,2685.135021305084,1537.4481548309325,3131.637451791763
Visium,120,881.1016233444213,2685.135021305084,1209.274889087677,3131.637451791763
Visium,121,224.75509185791012,2685.135021305084,881.1016233444213,3578.139882278442
Visium,122,1209.274889087677,2238.6325908184053,1537.4481548309325,2685.135021305084
Visium,123,881.1016233444213,2238.6325908184053,1209.274889087677,2685.135021305084
Visium,124,1209.274889087677,1792.130160331726,1537.4481548309325,2238.6325908184053
Visium,125,881.1016233444213,1792.130160331726,1209.274889087677,2238.6325908184053
Visium,126,552.9283576011658,2238.6325908184053,881.1016233444213,2685.135021305084
Visium,127,552.9283576011658,1792.130160331726,881.1016233444213,2238.6325908184053
Visium,128,224.75509185791012,1792.130160331726,552.9283576011658,2238.6325908184053
Visium,129,2521.9679520606996,1345.627729845047,2850.141217803955,1792.130160331726
Visium,130,2193.794686317444,1345.627729845047,2521.9679520606996,1792.130160331726
Visium,131,2521.9679520606996,899.1252993583679,2850.141217803955,1345.627729845047
Visium,132,2193.794686317444,899.1252993583679,2521.9679520606996,1345.627729845047
Visium,133,1865.621420574188,1345.627729845047,2193.794686317444,1792.130160331726
Visium,134,1537.4481548309325,1345.627729845047,1865.621420574188,1792.130160331726
Visium,135,1865.621420574188,899.1252993583679,2193.794686317444,1345.627729845047
Visium,136,1537.4481548309325,899.1252993583679,1865.621420574188,1345.627729845047
Visium,137,2521.9679520606996,452.6228688716888,2850.141217803955,899.1252993583679
Visium,138,2193.794686317444,452.6228688716888,2521.9679520606996,899.1252993583679
Visium,139,2521.9679520606996,6.120438385009765,2850.141217803955,452.6228688716888
Visium,140,1865.621420574188,452.6228688716888,2193.794686317444,899.1252993583679
Visium,141,1537.4481548309325,452.6228688716888,1865.621420574188,899.1252993583679
Visium,142,1865.621420574188,6.120438385009765,2193.794686317444,452.6228688716888
Visium,143,1537.4481548309325,6.120438385009765,1865.621420574188,452.6228688716888
Visium,144,1209.274889087677,1345.627729845047,1537.4481548309325,1792.130160331726
Visium,145,881.1016233444213,1345.627729845047,1209.274889087677,1792.130160331726
Visium,146,1209.274889087677,899.1252993583679,1537.4481548309325,1345.627729845047
Visium,147,881.1016233444213,899.1252993583679,1209.274889087677,1345.627729845047
Visium,148,552.9283576011658,1345.627729845047,881.1016233444213,1792.130160331726
Visium,149,224.75509185791012,1345.627729845047,552.9283576011658,1792.130160331726
Visium,150,552.9283576011658,899.1252993583679,881.1016233444213,1345.627729845047
Visium,151,224.75509185791012,899.1252993583679,552.9283576011658,1345.627729845047
Visium,152,1209.274889087677,452.6228688716888,1537.4481548309325,899.1252993583679
Visium,153,881.1016233444213,452.6228688716888,1209.274889087677,899.1252993583679
Visium,154,1209.274889087677,6.120438385009765,1537.4481548309325,452.6228688716888
Visium,155,552.9283576011658,452.6228688716888,881.1016233444213,899.1252993583679
Visium,156,224.75509185791012,452.6228688716888,552.9283576011658,899.1252993583679
