Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,2,14,<=6,5,1,3.988966456147658e-06,4.278,18.5962,4.35,50,1,0.75,1,0.5714,1,0.3125,xenium_human_lung_cancer_seed0
Non-Contiguous Random,0,2,14,<=6,5,9,0.10165976726719733,4.408,18.4408,4.18,50,1,0.1538,1,0.0784,1,0.0501,xenium_human_lung_cancer_seed0
Contiguous Random,1,3,17,<=6,5,1,0.0,5.5854,17.1458,3.07,50,1,0.8182,1,0.85,1,0.8974,xenium_human_lung_cancer_seed0
Non-Contiguous Random,1,3,17,<=6,5,1,1.6516049653469977e-06,5.6105,18.0721,3.22,50,1,1.0,1,1.0,1,1.0,xenium_human_lung_cancer_seed0
Contiguous Random,2,0,17,<=6,5,17,0.20169932849725236,3.4807,18.2696,5.25,50,1,0.0588,1,0.1667,1,0.1059,xenium_human_lung_cancer_seed0
Non-Contiguous Random,2,0,17,<=6,5,1,3.60520622316729e-06,5.2099,18.3031,3.51,50,1,0.4375,1,0.2407,1,0.0658,xenium_human_lung_cancer_seed0
Contiguous Random,3,0,18,<=6,6,1,-4.534839796677126e-06,4.8808,20.8636,4.27,50,1,1.0,1,0.8571,1,0.7692,xenium_human_lung_cancer_seed0
Non-Contiguous Random,3,0,18,<=6,6,1,9.937164894280315e-07,9.1958,20.3233,2.21,50,1,0.8,1,0.6667,1,0.7143,xenium_human_lung_cancer_seed0
Contiguous Random,4,2,3,<=6,6,1,-3.989405062687634e-06,4.2162,17.8118,4.22,50,1,1.0,1,1.0,1,1.0,xenium_human_lung_cancer_seed0
Non-Contiguous Random,4,2,3,<=6,6,1,3.0283595422071763e-06,3.9431,17.4708,4.43,50,1,0.9259,1,0.9268,1,0.7778,xenium_human_lung_cancer_seed0
Contiguous Random,5,2,1,<=6,5,1,-3.032988787565749e-06,4.2478,16.6769,3.93,50,1,0.8,1,0.75,1,0.6447,xenium_human_lung_cancer_seed0
Non-Contiguous Random,5,2,1,<=6,5,5,0.07782687244842622,4.1827,16.5882,3.97,50,1,0.3333,1,0.3333,1,0.2128,xenium_human_lung_cancer_seed0
Contiguous Random,6,3,13,<=6,4,9,0.19278432440757753,3.7615,16.3755,4.35,50,0,0.0,1,0.2373,1,0.1362,xenium_human_lung_cancer_seed0
Non-Contiguous Random,6,3,13,<=6,4,2,0.019941140727996853,3.9198,16.4884,4.21,50,1,0.0667,1,0.1231,1,0.1073,xenium_human_lung_cancer_seed0
Contiguous Random,7,0,0,<=6,5,1,0.0,3.1434,15.9027,5.06,50,1,1.0,1,1.0,1,0.9655,xenium_human_lung_cancer_seed0
Non-Contiguous Random,7,0,0,<=6,5,9,0.0757862525867811,3.4507,15.9429,4.62,50,1,0.4359,1,0.3478,1,0.3451,xenium_human_lung_cancer_seed0
Contiguous Random,8,2,2,<=6,6,1,-4.348876522577982e-06,3.68,17.363,4.72,50,1,1.0,1,1.0,1,1.0,xenium_human_lung_cancer_seed0
Non-Contiguous Random,8,2,2,<=6,6,1,-4.868612503150516e-07,3.6464,17.4473,4.78,50,1,1.0,1,1.0,1,1.0,xenium_human_lung_cancer_seed0
Contiguous Random,9,0,18,<=6,4,1,-1.6459941863944394e-06,2.7616,16.9395,6.13,50,1,0.6667,1,0.6923,1,0.5,xenium_human_lung_cancer_seed0
Non-Contiguous Random,9,0,18,<=6,4,22,0.29312342664718627,2.7532,16.997,6.17,50,0,0.0,1,0.0455,1,0.0447,xenium_human_lung_cancer_seed0
Contiguous Random,10,0,15,<=6,5,35,0.3463433269741221,5.101,17.9281,3.51,50,0,0.0,1,0.0566,1,0.056,xenium_human_lung_cancer_seed0
Non-Contiguous Random,10,0,15,<=6,5,3,0.024391865991528094,4.6555,18.4355,3.96,50,1,0.3182,1,0.2812,1,0.0675,xenium_human_lung_cancer_seed0
Contiguous Random,11,3,13,<=6,6,1,4.8764020011971e-06,5.023,19.146,3.81,50,1,0.3793,1,0.2689,1,0.108,xenium_human_lung_cancer_seed0
Non-Contiguous Random,11,3,13,<=6,6,3,0.06350116224875008,6.9375,19.2011,2.77,50,1,0.3333,1,0.2931,1,0.1057,xenium_human_lung_cancer_seed0
Contiguous Random,12,2,10,<=6,6,9,0.05631738347473664,3.7565,19.2888,5.13,50,1,0.1786,1,0.0815,1,0.0866,xenium_human_lung_cancer_seed0
Non-Contiguous Random,12,2,10,<=6,6,1,4.3699432905608404e-07,4.4761,19.249,4.3,50,1,0.45,1,0.3333,1,0.3404,xenium_human_lung_cancer_seed0
Contiguous Random,13,3,3,<=6,5,1,-1.4496650173750902e-06,4.3759,16.8563,3.85,50,1,1.0,1,1.0,1,1.0,xenium_human_lung_cancer_seed0
Non-Contiguous Random,13,3,3,<=6,5,1,4.214992499862458e-06,3.7042,17.3241,4.68,50,1,1.0,1,0.6,1,0.8333,xenium_human_lung_cancer_seed0
Contiguous Random,14,0,19,<=6,4,2,0.00815663347721099,5.7576,16.9005,2.94,50,1,0.0851,1,0.0496,1,0.0389,xenium_human_lung_cancer_seed0
