query_idx,query_tile_id,Dataset,spindle_time_ms,bf_time_ms,speedup,exact_best_dist,spindle_best_dist,spindle_best_rank,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0,searched_niche,true_best_niche,direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s
29,96,cross_modal_brca_v2x_seed0,2.9892,1575.777,527.15,72.1605,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
30,99,cross_modal_brca_v2x_seed0,2.5798,1587.7874,615.46,84.3904,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
31,102,cross_modal_brca_v2x_seed0,1.9014,1561.1175,821.04,109.8424,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,1,v2x,0,single_niche_baseline,none,3,165,156,2.26
32,105,cross_modal_brca_v2x_seed0,3.0062,1562.64,519.81,68.1616,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
33,108,cross_modal_brca_v2x_seed0,3.1958,1613.6792,504.94,68.3974,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
34,109,cross_modal_brca_v2x_seed0,3.1495,1589.8188,504.79,65.2779,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
35,110,cross_modal_brca_v2x_seed0,1.4266,1627.0182,1140.5,81.1842,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,1,v2x,0,single_niche_baseline,none,3,165,156,2.26
36,119,cross_modal_brca_v2x_seed0,2.4916,1548.0815,621.32,84.1004,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
37,123,cross_modal_brca_v2x_seed0,2.7076,1559.7219,576.06,83.1293,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
38,127,cross_modal_brca_v2x_seed0,1.9079,1584.0098,830.24,113.8771,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,1,v2x,0,single_niche_baseline,none,3,165,156,2.26
39,128,cross_modal_brca_v2x_seed0,3.2994,1611.8508,488.53,58.2094,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,2,v2x,0,single_niche_baseline,none,3,165,156,2.26
40,129,cross_modal_brca_v2x_seed0,2.6405,1576.7863,597.15,83.6465,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,1,v2x,0,single_niche_baseline,none,3,165,156,2.26
41,130,cross_modal_brca_v2x_seed0,3.0234,1591.1058,526.26,70.5671,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
42,132,cross_modal_brca_v2x_seed0,2.7424,1567.837,571.69,75.3675,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
43,133,cross_modal_brca_v2x_seed0,2.5477,1580.7387,620.46,84.9278,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
44,135,cross_modal_brca_v2x_seed0,2.9393,1449.826,493.26,78.4855,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
45,137,cross_modal_brca_v2x_seed0,3.2766,1602.6202,489.12,64.8215,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
46,143,cross_modal_brca_v2x_seed0,3.1449,1578.5635,501.94,68.1934,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
47,148,cross_modal_brca_v2x_seed0,1.9528,1566.0088,801.93,107.3397,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,1,v2x,0,single_niche_baseline,none,3,165,156,2.26
48,152,cross_modal_brca_v2x_seed0,2.6153,1560.8745,596.83,72.1756,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,v2x,0,single_niche_baseline,none,3,165,156,2.26
49,153,cross_modal_brca_v2x_seed0,1.9016,1594.3347,838.42,112.7027,,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,1,v2x,0,single_niche_baseline,none,3,165,156,2.26
