query_idx,query_tile_id,Dataset,spindle_time_ms,bf_time_ms,speedup,exact_best_dist,spindle_best_dist,spindle_best_rank,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0,searched_niche,true_best_niche,direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s
35,111,cross_modal_brca_x2v_seed0,1.5884,1492.2842,939.48,23.6223,23.6223,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
36,115,cross_modal_brca_x2v_seed0,1.5886,1505.5374,947.74,22.8531,22.8531,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
37,120,cross_modal_brca_x2v_seed0,1.5977,1476.364,924.07,29.0716,29.0716,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
38,123,cross_modal_brca_x2v_seed0,1.5975,1476.2747,924.1,27.7848,27.7848,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
39,126,cross_modal_brca_x2v_seed0,1.5945,1479.1082,927.65,25.6485,25.6485,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
40,128,cross_modal_brca_x2v_seed0,1.5976,1476.8443,924.39,26.6246,26.6246,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
41,134,cross_modal_brca_x2v_seed0,1.5921,1494.9936,939.03,24.2274,24.2274,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
42,141,cross_modal_brca_x2v_seed0,1.6144,1497.7345,927.76,23.9213,23.9213,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
43,142,cross_modal_brca_x2v_seed0,1.6142,1488.5722,922.18,24.2269,24.2269,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
44,150,cross_modal_brca_x2v_seed0,1.6003,1487.6688,929.64,24.3068,24.3068,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
45,153,cross_modal_brca_x2v_seed0,1.6054,1492.6591,929.8,24.2897,24.2897,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
46,156,cross_modal_brca_x2v_seed0,1.6107,1504.9957,934.37,24.596,24.596,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
47,157,cross_modal_brca_x2v_seed0,1.611,1505.3418,934.44,22.8782,22.8782,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
48,162,cross_modal_brca_x2v_seed0,1.6122,1488.1669,923.09,27.8302,27.8302,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
49,164,cross_modal_brca_x2v_seed0,1.614,1477.5255,915.45,26.1887,26.1887,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,x2v,0,single_niche_baseline,per_niche,2,156,165,8.59
