direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s,Dataset,num_queries,mean_spindle_time_ms,mean_bf_time_ms,mean_speedup,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0
v2x,0,single_niche_baseline,per_niche,3,165,156,2.26,cross_modal_brca_v2x_seed0,50,5.5214,1585.6326,287.18,0.12,0.11,0.14,0.1133,0.16,0.1067,0.16,0.0784
