query_idx,query_tile_id,Dataset,spindle_time_ms,bf_time_ms,speedup,exact_best_dist,spindle_best_dist,spindle_best_rank,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0,searched_niche,true_best_niche,direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s
29,95,cross_modal_brca_x2v_seed0,0.9854,1503.2262,1525.5,115.1787,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
30,98,cross_modal_brca_x2v_seed0,0.9496,1486.5838,1565.43,120.5669,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
31,101,cross_modal_brca_x2v_seed0,0.9832,1490.5512,1516.05,114.9282,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
32,105,cross_modal_brca_x2v_seed0,0.9764,1495.1606,1531.31,117.3178,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
33,107,cross_modal_brca_x2v_seed0,0.9914,1512.2037,1525.31,114.4549,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
34,110,cross_modal_brca_x2v_seed0,0.9777,1493.4554,1527.52,116.7816,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
35,111,cross_modal_brca_x2v_seed0,0.9785,1496.2892,1529.23,119.1909,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
36,115,cross_modal_brca_x2v_seed0,0.9876,1509.6651,1528.68,116.8015,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
37,120,cross_modal_brca_x2v_seed0,0.9223,1477.6488,1602.08,123.5806,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
38,123,cross_modal_brca_x2v_seed0,0.9388,1476.4885,1572.66,122.1697,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
39,126,cross_modal_brca_x2v_seed0,0.9421,1481.1895,1572.22,121.1811,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
40,128,cross_modal_brca_x2v_seed0,0.9458,1477.9389,1562.6,120.7245,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
41,134,cross_modal_brca_x2v_seed0,0.9718,1494.911,1538.32,115.4487,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
42,141,cross_modal_brca_x2v_seed0,0.9716,1496.5021,1540.26,119.7163,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
43,142,cross_modal_brca_x2v_seed0,0.9821,1489.2406,1516.34,118.5238,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
44,150,cross_modal_brca_x2v_seed0,0.9611,1487.5208,1547.79,118.563,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
45,153,cross_modal_brca_x2v_seed0,0.9831,1490.0746,1515.64,117.3545,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
46,156,cross_modal_brca_x2v_seed0,0.9964,1503.5499,1509.03,120.0501,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
47,157,cross_modal_brca_x2v_seed0,0.9851,1503.4825,1526.21,117.865,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
48,162,cross_modal_brca_x2v_seed0,0.9422,1485.9679,1577.11,125.8817,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
49,164,cross_modal_brca_x2v_seed0,0.9433,1474.6019,1563.17,122.3231,,-1,0,0.0,0,0.0,0,0.0,0,0.0,1,0,x2v,0,single_niche_baseline,global,2,156,165,8.8
