direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s,Dataset,num_queries,mean_spindle_time_ms,mean_bf_time_ms,mean_speedup,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0
x2v,0,all_niche,per_niche,2,156,165,8.59,cross_modal_brca_x2v_seed0,50,21.3848,1494.3266,69.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
