rank,tile_id,x0,y0,x1,y1
1,1505,5829.38259100914,1465.4908102750778,5997.504212975502,1520.417002439499
2,299,8855.571786403656,2179.531308412552,9023.693408370018,2234.457500576973
3,230,8183.085298538208,2673.8670378923416,8351.20692050457,2728.7932300567627
4,495,7846.842054605484,2069.6789240837097,8014.963676571846,2124.605116248131
5,928,4484.409615278244,1904.9003475904465,4652.531237244606,1959.8265397548676
6,1612,4820.652859210968,1465.4908102750778,4988.77448117733,1520.417002439499
7,931,4316.287993311882,1904.9003475904465,4484.409615278244,1959.8265397548676
8,1482,5661.260969042778,1685.1955789327621,5829.38259100914,1740.1217710971832
9,320,8351.20692050457,2124.605116248131,8519.328542470932,2179.531308412552
10,1046,2298.828529715538,2344.309884905815,2466.9501516819,2399.236077070236
11,394,7678.720432639122,2399.236077070236,7846.842054605484,2454.1622692346573
12,690,2466.9501516819,2728.7932300567627,2635.071773648262,2783.719422221184
13,1400,8014.963676571846,1630.269386768341,8183.085298538208,1685.1955789327621
14,552,7174.355566740036,1849.9741554260254,7342.477188706398,1904.9003475904465
15,1322,8351.20692050457,1575.34319460392,8519.328542470932,1630.269386768341
16,887,4484.409615278244,2179.531308412552,4652.531237244606,2234.457500576973
17,913,5325.017725110054,1849.9741554260254,5493.139347076416,1904.9003475904465
18,1768,1290.098797917366,1740.1217710971832,1458.220419883728,1795.0479632616043
19,1417,7174.355566740036,1630.269386768341,7342.477188706398,1685.1955789327621
20,1018,1962.585285782814,2673.8670378923416,2130.706907749176,2728.7932300567627
21,341,8519.328542470932,2014.7527319192886,8687.450164437294,2069.6789240837097
22,470,5997.504212975502,2399.236077070236,6165.625834941864,2454.1622692346573
23,1136,2298.828529715538,2179.531308412552,2466.9501516819,2234.457500576973
24,1600,5156.896103143692,1575.34319460392,5325.017725110054,1630.269386768341
25,92,8687.450164437294,2783.719422221184,8855.571786403656,2838.645614385605
26,1755,2466.9501516819,1410.5646181106567,2803.193395614624,1520.417002439499
27,1449,7174.355566740036,1410.5646181106567,7342.477188706398,1465.4908102750778
28,322,8351.20692050457,2069.6789240837097,8519.328542470932,2124.605116248131
29,1785,449.49068808555603,1740.1217710971832,617.612310051918,1795.0479632616043
30,1194,1290.098797917366,2234.457500576973,1458.220419883728,2289.383692741394
31,1134,2298.828529715538,2234.457500576973,2466.9501516819,2289.383692741394
32,1582,4820.652859210968,1630.269386768341,4988.77448117733,1685.1955789327621
33,1761,1626.34204185009,1575.34319460392,1794.463663816452,1630.269386768341
34,822,3307.55826151371,2618.9408457279205,3475.679883480072,2673.8670378923416
35,1745,1626.34204185009,1630.269386768341,1794.463663816452,1685.1955789327621
36,1200,953.855553984642,2179.531308412552,1121.977175951004,2234.457500576973
37,1293,8183.085298538208,1740.1217710971832,8351.20692050457,1795.0479632616043
38,770,5156.896103143692,2454.1622692346573,5325.017725110054,2509.0884613990784
39,1610,5156.896103143692,1410.5646181106567,5325.017725110054,1465.4908102750778
40,971,3811.923127412796,2014.7527319192886,3980.044749379158,2069.6789240837097
41,376,7006.233944773674,2673.8670378923416,7174.355566740036,2728.7932300567627
42,1731,1962.585285782814,1795.0479632616043,2130.706907749176,1849.9741554260254
