query_idx,query_tile_id,Dataset,spindle_time_ms,bf_time_ms,speedup,exact_best_dist,spindle_best_dist,spindle_best_rank,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0,true_best_niche,direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s
0,0,cross_modal_brca_v2x_seed0,17.3942,1634.0981,93.95,14.9283,14.9283,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
1,1,cross_modal_brca_v2x_seed0,15.957,1591.3264,99.73,14.1382,14.1382,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
2,4,cross_modal_brca_v2x_seed0,14.4761,1620.6923,111.96,13.2884,13.2884,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
3,6,cross_modal_brca_v2x_seed0,14.0178,1643.4923,117.24,16.0548,16.0548,1,1,1.0,1,1.0,1,0.6,1,0.7,1,v2x,0,all_niche,global,3,165,156,2.26
4,7,cross_modal_brca_v2x_seed0,15.3073,1571.0901,102.64,14.5887,14.5887,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
5,10,cross_modal_brca_v2x_seed0,14.8117,1452.9569,98.1,15.4242,15.4242,1,1,1.0,1,1.0,1,1.0,1,0.8,1,v2x,0,all_niche,global,3,165,156,2.26
6,14,cross_modal_brca_v2x_seed0,14.9923,1612.1353,107.53,14.8829,14.8829,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
7,17,cross_modal_brca_v2x_seed0,15.2676,1590.6096,104.18,14.834,14.834,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
8,25,cross_modal_brca_v2x_seed0,13.4658,1614.1632,119.87,13.6544,13.6544,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
9,27,cross_modal_brca_v2x_seed0,14.8503,1634.0453,110.03,14.6547,14.6547,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
10,29,cross_modal_brca_v2x_seed0,15.061,1599.781,106.22,14.5695,14.5695,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
11,30,cross_modal_brca_v2x_seed0,14.8215,1611.4702,108.73,14.3661,14.3661,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
12,33,cross_modal_brca_v2x_seed0,14.9019,1592.8137,106.89,14.0378,14.0378,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
13,37,cross_modal_brca_v2x_seed0,14.8618,1618.2995,108.89,14.3594,14.3594,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
14,39,cross_modal_brca_v2x_seed0,14.7267,1628.8569,110.61,14.111,14.111,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
15,44,cross_modal_brca_v2x_seed0,15.2565,1595.0124,104.55,13.8737,13.8737,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
16,48,cross_modal_brca_v2x_seed0,12.0406,1511.7978,125.56,17.1169,18.3567,7,0,0.0,0,0.0,0,0.0,1,0.1429,1,v2x,0,all_niche,global,3,165,156,2.26
17,54,cross_modal_brca_v2x_seed0,13.0294,1524.0272,116.97,15.7636,15.7636,1,1,1.0,1,1.0,1,1.0,1,0.8889,1,v2x,0,all_niche,global,3,165,156,2.26
18,55,cross_modal_brca_v2x_seed0,13.6358,1619.1676,118.74,14.5813,14.5813,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
19,61,cross_modal_brca_v2x_seed0,13.1718,1496.539,113.62,16.6656,16.6656,1,1,0.6667,1,0.5,1,0.2857,1,0.3684,0,v2x,0,all_niche,global,3,165,156,2.26
20,62,cross_modal_brca_v2x_seed0,12.8732,1633.032,126.85,16.141,16.141,1,1,1.0,1,1.0,1,0.1667,1,0.1667,1,v2x,0,all_niche,global,3,165,156,2.26
21,64,cross_modal_brca_v2x_seed0,12.614,1618.7356,128.33,14.4713,14.4713,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
22,65,cross_modal_brca_v2x_seed0,12.3436,1595.3505,129.25,15.708,15.708,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
23,71,cross_modal_brca_v2x_seed0,14.8862,1617.3492,108.65,14.5426,14.5426,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
24,77,cross_modal_brca_v2x_seed0,12.0015,1578.1897,131.5,17.4819,17.5334,2,1,0.5,1,0.5,1,0.3333,1,0.2857,1,v2x,0,all_niche,global,3,165,156,2.26
25,81,cross_modal_brca_v2x_seed0,14.5968,1569.3039,107.51,14.4793,14.4793,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
26,89,cross_modal_brca_v2x_seed0,15.2335,1593.1389,104.58,13.5882,13.5882,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
27,92,cross_modal_brca_v2x_seed0,15.1099,1638.9838,108.47,14.3477,14.3477,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
28,94,cross_modal_brca_v2x_seed0,14.2682,1452.9612,101.83,14.8246,14.8246,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
29,96,cross_modal_brca_v2x_seed0,14.4108,1577.6221,109.48,14.5749,14.5749,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
30,99,cross_modal_brca_v2x_seed0,14.5461,1587.7463,109.15,14.2789,14.2789,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
31,102,cross_modal_brca_v2x_seed0,14.598,1556.6877,106.64,14.3732,14.3732,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
32,105,cross_modal_brca_v2x_seed0,14.3176,1562.7765,109.15,14.6299,14.6299,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
33,108,cross_modal_brca_v2x_seed0,15.1204,1614.4366,106.77,14.5208,14.5208,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
34,109,cross_modal_brca_v2x_seed0,14.6259,1588.8006,108.63,14.3998,14.3998,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
35,110,cross_modal_brca_v2x_seed0,14.7054,1628.7144,110.76,14.5276,14.5276,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
36,119,cross_modal_brca_v2x_seed0,14.5448,1550.903,106.63,14.5419,14.5419,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
37,123,cross_modal_brca_v2x_seed0,14.5832,1564.1632,107.26,14.7241,14.7241,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
38,127,cross_modal_brca_v2x_seed0,15.3444,1586.2604,103.38,12.574,12.574,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
39,128,cross_modal_brca_v2x_seed0,14.367,1610.8582,112.12,15.1005,15.1005,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
40,129,cross_modal_brca_v2x_seed0,14.4937,1578.3032,108.9,14.6506,14.6506,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
41,130,cross_modal_brca_v2x_seed0,14.2585,1592.677,111.7,14.8693,14.8693,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
42,132,cross_modal_brca_v2x_seed0,14.5192,1569.4375,108.09,14.4378,14.4378,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
43,133,cross_modal_brca_v2x_seed0,14.4571,1580.6089,109.33,14.9069,14.9069,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
44,135,cross_modal_brca_v2x_seed0,14.2268,1449.0165,101.85,14.8948,14.8948,1,1,1.0,1,1.0,1,1.0,1,0.9286,0,v2x,0,all_niche,global,3,165,156,2.26
45,137,cross_modal_brca_v2x_seed0,14.3569,1603.7091,111.7,14.7817,14.7817,1,1,1.0,1,1.0,1,1.0,1,0.9,0,v2x,0,all_niche,global,3,165,156,2.26
46,143,cross_modal_brca_v2x_seed0,14.471,1577.9823,109.04,14.5032,14.5032,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
47,148,cross_modal_brca_v2x_seed0,14.8443,1569.6288,105.74,14.2101,14.2101,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,0,all_niche,global,3,165,156,2.26
48,152,cross_modal_brca_v2x_seed0,14.77,1564.5268,105.93,13.7823,13.7823,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
49,153,cross_modal_brca_v2x_seed0,14.8792,1595.8674,107.26,14.2415,14.2415,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,0,all_niche,global,3,165,156,2.26
