query_idx,query_tile_id,Dataset,spindle_time_ms,bf_time_ms,speedup,exact_best_dist,spindle_best_dist,spindle_best_rank,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0,searched_niche,true_best_niche,direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s
10,29,cross_modal_brca_v2x_seed0,3.5481,1599.781,450.88,14.5695,14.5695,1,1,1.0,1,0.75,1,0.6,1,0.6667,1,1,v2x,0,single_niche_baseline,global,3,165,156,2.26
11,30,cross_modal_brca_v2x_seed0,3.4824,1611.4702,462.74,14.3661,14.3661,1,1,1.0,1,1.0,1,1.0,1,0.875,1,1,v2x,0,single_niche_baseline,global,3,165,156,2.26
12,33,cross_modal_brca_v2x_seed0,3.5157,1592.8137,453.06,14.0378,14.0378,1,1,1.0,1,1.0,1,0.5,1,0.7,1,1,v2x,0,single_niche_baseline,global,3,165,156,2.26
13,37,cross_modal_brca_v2x_seed0,3.532,1618.2995,458.18,14.3594,14.3594,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,v2x,0,single_niche_baseline,global,3,165,156,2.26
14,39,cross_modal_brca_v2x_seed0,3.6203,1628.8569,449.92,14.111,14.111,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,v2x,0,single_niche_baseline,global,3,165,156,2.26
15,44,cross_modal_brca_v2x_seed0,3.222,1595.0124,495.04,13.8737,15.629,8,0,0.0,0,0.0,0,0.0,0,0.0,2,1,v2x,0,single_niche_baseline,global,3,165,156,2.26
16,48,cross_modal_brca_v2x_seed0,7.011,1511.7978,215.63,17.1169,18.3567,7,0,0.0,0,0.0,0,0.0,1,0.1429,0,1,v2x,0,single_niche_baseline,global,3,165,156,2.26
17,54,cross_modal_brca_v2x_seed0,7.5219,1524.0272,202.61,15.7636,16.5673,6,0,0.0,0,0.0,0,0.0,1,0.3333,0,1,v2x,0,single_niche_baseline,global,3,165,156,2.26
18,55,cross_modal_brca_v2x_seed0,3.3712,1619.1676,480.3,14.5813,14.5813,1,1,1.0,1,1.0,1,1.0,1,0.8571,1,1,v2x,0,single_niche_baseline,global,3,165,156,2.26
19,61,cross_modal_brca_v2x_seed0,8.0756,1496.539,185.32,16.6656,16.6656,1,1,0.6667,1,0.5,1,0.2857,1,0.3684,0,0,v2x,0,single_niche_baseline,global,3,165,156,2.26
