query_idx,query_tile_id,Dataset,spindle_time_ms,bf_time_ms,speedup,exact_best_dist,spindle_best_dist,spindle_best_rank,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0,true_best_niche,direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s
0,0,cross_modal_brca_x2v_seed0,22.9992,1507.7631,65.56,114.9134,114.9134,1,1,1.0,1,1.0,1,1.0,1,0.8333,0,x2v,0,all_niche,global,2,156,165,8.54
1,1,cross_modal_brca_x2v_seed0,20.4918,1496.0815,73.01,119.2503,119.2503,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
2,2,cross_modal_brca_x2v_seed0,19.9369,1490.8754,74.78,121.4278,121.4278,1,1,1.0,1,1.0,1,1.0,1,0.8,0,x2v,0,all_niche,global,2,156,165,8.54
3,3,cross_modal_brca_x2v_seed0,19.6942,1497.1133,76.02,122.5358,122.5358,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
4,4,cross_modal_brca_x2v_seed0,19.7573,1475.1946,74.67,123.0195,123.0195,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
5,9,cross_modal_brca_x2v_seed0,20.1497,1516.7619,75.27,119.2925,119.2925,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
6,12,cross_modal_brca_x2v_seed0,20.165,1506.6312,74.72,119.268,119.268,1,1,1.0,1,1.0,1,1.0,1,0.8571,0,x2v,0,all_niche,global,2,156,165,8.54
7,13,cross_modal_brca_x2v_seed0,19.6764,1495.989,76.03,122.6417,122.6417,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
8,19,cross_modal_brca_x2v_seed0,19.7917,1488.3801,75.2,120.3783,120.3783,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
9,21,cross_modal_brca_x2v_seed0,20.0915,1500.7207,74.69,119.088,119.088,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
10,25,cross_modal_brca_x2v_seed0,20.0014,1498.135,74.9,119.4075,119.4075,1,1,1.0,1,1.0,1,1.0,1,0.8333,0,x2v,0,all_niche,global,2,156,165,8.54
11,32,cross_modal_brca_x2v_seed0,20.302,1492.3805,73.51,117.9403,117.9403,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
12,36,cross_modal_brca_x2v_seed0,20.1873,1496.7316,74.14,116.1418,116.1418,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
13,37,cross_modal_brca_x2v_seed0,20.7099,1500.3445,72.45,117.5708,117.5708,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
14,42,cross_modal_brca_x2v_seed0,20.2096,1515.2658,74.98,116.5411,116.5411,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
15,45,cross_modal_brca_x2v_seed0,18.9951,1486.9175,78.28,126.7922,126.7922,1,1,1.0,1,1.0,1,1.0,1,0.75,0,x2v,0,all_niche,global,2,156,165,8.54
16,55,cross_modal_brca_x2v_seed0,20.4564,1511.3629,73.88,116.363,116.363,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
17,60,cross_modal_brca_x2v_seed0,20.0035,1518.5542,75.91,117.7489,117.7489,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
18,62,cross_modal_brca_x2v_seed0,19.8955,1498.6973,75.33,120.0019,120.0019,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
19,64,cross_modal_brca_x2v_seed0,19.7072,1508.8092,76.56,120.2461,120.2461,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
20,65,cross_modal_brca_x2v_seed0,20.1397,1515.5828,75.25,114.2876,114.2876,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
21,72,cross_modal_brca_x2v_seed0,20.338,1480.184,72.78,115.5499,115.5499,1,1,1.0,1,1.0,1,1.0,1,0.8,0,x2v,0,all_niche,global,2,156,165,8.54
22,74,cross_modal_brca_x2v_seed0,20.0859,1501.4373,74.75,117.902,117.902,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
23,75,cross_modal_brca_x2v_seed0,20.1224,1506.245,74.85,118.8947,118.8947,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,0,all_niche,global,2,156,165,8.54
