Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,3,15,<=6,4,9,0.10770473548889159,9.9923,26.4086,2.64,50,0,0.0,1,0.1897,1,0.0543,xenium_human_lymph_node_seed1
Non-Contiguous Random,0,3,15,<=6,4,11,0.23480413822174073,5.3807,25.8397,4.8,50,0,0.0,0,0.0,1,0.053,xenium_human_lymph_node_seed1
Contiguous Random,1,5,0,<=6,5,1,0.0,7.3666,25.0696,3.4,50,1,0.1667,1,0.1667,1,0.1667,xenium_human_lymph_node_seed1
Non-Contiguous Random,1,5,0,<=6,5,1,-2.065570455678234e-06,5.8068,25.2644,4.35,50,1,1.0,1,1.0,1,1.0,xenium_human_lymph_node_seed1
Contiguous Random,2,0,12,<=6,4,1,3.163099288883142e-07,6.4574,26.0288,4.03,50,1,0.0476,1,0.082,1,0.0554,xenium_human_lymph_node_seed1
Non-Contiguous Random,2,0,12,<=6,4,14,0.18701630822181703,8.9574,26.1631,2.92,50,0,0.0,1,0.0625,1,0.0786,xenium_human_lymph_node_seed1
Contiguous Random,3,5,0,<=6,6,1,-3.3754086194090482e-06,7.4583,26.1965,3.51,50,1,1.0,1,1.0,1,1.0,xenium_human_lymph_node_seed1
Non-Contiguous Random,3,5,0,<=6,6,1,-1.1527275533551595e-06,8.0147,26.6822,3.33,50,1,1.0,1,1.0,1,1.0,xenium_human_lymph_node_seed1
Contiguous Random,4,5,5,<=6,6,1,4.854839815549017e-06,6.566,29.1517,4.44,50,1,1.0,1,1.0,1,1.0,xenium_human_lymph_node_seed1
Non-Contiguous Random,4,5,5,<=6,6,1,-9.825015030440198e-07,6.344,29.0692,4.58,50,1,1.0,1,1.0,1,1.0,xenium_human_lymph_node_seed1
Contiguous Random,5,0,2,<=6,4,1,4.126280695199852e-06,5.3857,24.7013,4.59,50,1,0.875,1,0.8235,1,0.5222,xenium_human_lymph_node_seed1
Non-Contiguous Random,5,0,2,<=6,4,1,-3.6675596237212282e-06,5.9889,24.7082,4.13,50,1,0.4167,1,0.4727,1,0.3224,xenium_human_lymph_node_seed1
Contiguous Random,6,2,17,<=6,4,1,2.841072082482299e-06,6.5797,26.0794,3.96,50,1,1.0,1,1.0,1,1.0,xenium_human_lymph_node_seed1
Non-Contiguous Random,6,2,17,<=6,4,1,-2.23623275752427e-06,6.0984,25.6869,4.21,50,1,1.0,1,0.8,1,0.8571,xenium_human_lymph_node_seed1
Contiguous Random,7,3,6,<=6,5,1,2.788778639239986e-06,5.1399,27.6226,5.37,50,1,0.5,1,0.5,1,0.5077,xenium_human_lymph_node_seed1
Non-Contiguous Random,7,3,6,<=6,5,1,4.778697793972331e-06,5.7248,27.4268,4.79,50,1,1.0,1,1.0,1,1.0,xenium_human_lymph_node_seed1
Contiguous Random,8,0,2,<=6,5,1,1.3271634817109933e-06,6.8701,26.3046,3.83,50,1,1.0,1,0.8235,1,0.8197,xenium_human_lymph_node_seed1
Non-Contiguous Random,8,0,2,<=6,5,1,3.167158497852096e-06,6.161,26.5993,4.32,50,1,1.0,1,1.0,1,1.0,xenium_human_lymph_node_seed1
Contiguous Random,9,5,13,<=6,6,52,0.16179404925163188,7.7905,31.072,3.99,50,0,0.0,1,0.0376,1,0.0346,xenium_human_lymph_node_seed1
Non-Contiguous Random,9,5,13,<=6,6,1,-4.122261226424673e-06,7.4929,31.1432,4.16,50,1,1.0,1,1.0,1,1.0,xenium_human_lymph_node_seed1
Contiguous Random,10,3,7,<=6,5,17,0.14026567016482033,7.4245,27.9222,3.76,50,1,0.087,1,0.0828,1,0.0536,xenium_human_lymph_node_seed1
Non-Contiguous Random,10,3,7,<=6,5,1,-1.0723230697007313e-06,7.4093,27.3501,3.69,50,1,0.75,1,0.5532,1,0.4386,xenium_human_lymph_node_seed1
Contiguous Random,11,5,12,<=6,6,1,2.7702335438917203e-06,12.4059,30.9422,2.49,50,1,1.0,1,1.0,1,0.9429,xenium_human_lymph_node_seed1
Non-Contiguous Random,11,5,12,<=6,6,1,4.416216427438613e-06,11.4705,31.0839,2.71,50,1,1.0,1,1.0,1,0.963,xenium_human_lymph_node_seed1
Contiguous Random,12,2,16,<=6,5,3,0.03480069072977657,6.082,28.8618,4.75,50,1,0.0213,1,0.0478,1,0.0289,xenium_human_lymph_node_seed1
Non-Contiguous Random,12,2,16,<=6,5,2,0.027178312643716118,7.2163,28.956,4.01,50,1,0.0882,1,0.052,1,0.0349,xenium_human_lymph_node_seed1
Contiguous Random,13,5,2,<=6,6,1,0.0,7.3,28.0159,3.84,50,1,0.5618,1,0.5618,1,0.5618,xenium_human_lymph_node_seed1
Non-Contiguous Random,13,5,2,<=6,6,1,0.0,6.4857,28.7637,4.43,50,1,1.0,1,1.0,1,1.0,xenium_human_lymph_node_seed1
Contiguous Random,14,0,13,<=6,6,1,-1.33920671174792e-06,9.4488,31.1087,3.29,50,1,0.125,1,0.098,1,0.0438,xenium_human_lymph_node_seed1
Non-Contiguous Random,14,0,13,<=6,6,9,0.08050091036863805,9.4536,31.178,3.3,50,1,0.1282,1,0.081,1,0.0367,xenium_human_lymph_node_seed1
Contiguous Random,15,2,2,<=6,4,1,3.372816443442117e-06,5.7693,25.0153,4.34,50,1,0.6364,1,0.7273,1,0.6515,xenium_human_lymph_node_seed1
