Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,8,16,<=6,5,33,0.07411004914617891,17.3575,99.4631,5.73,50,1,0.0513,1,0.0403,1,0.0143,xenium_human_lymph_node_5k_seed0
Non-Contiguous Random,0,8,16,<=6,5,6,0.020273604162989567,18.3149,99.5586,5.44,50,1,0.1389,1,0.0711,1,0.017,xenium_human_lymph_node_5k_seed0
Contiguous Random,1,4,18,<=6,5,1,-4.163718434341268e-06,29.0683,101.5699,3.49,50,1,0.2381,1,0.0749,1,0.0133,xenium_human_lymph_node_5k_seed0
Non-Contiguous Random,1,4,18,<=6,5,3,0.01875519373136486,25.1524,100.6107,4.0,50,1,0.25,1,0.1239,1,0.0144,xenium_human_lymph_node_5k_seed0
Contiguous Random,2,5,25,<=6,4,18,0.0838694186973572,19.8428,89.0486,4.49,50,0,0.0,1,0.0962,1,0.0241,xenium_human_lymph_node_5k_seed0
Non-Contiguous Random,2,5,25,<=6,4,12,0.038746055274009705,20.5825,89.8301,4.36,50,1,0.0333,1,0.0127,1,0.0093,xenium_human_lymph_node_5k_seed0
Contiguous Random,3,6,35,<=6,4,1,-2.564640045166211e-06,20.8842,89.4732,4.28,50,1,0.2667,1,0.2289,1,0.0423,xenium_human_lymph_node_5k_seed0
Non-Contiguous Random,3,6,35,<=6,4,4,0.021892895321846018,20.5022,89.5121,4.37,50,1,0.12,1,0.061,1,0.0173,xenium_human_lymph_node_5k_seed0
Contiguous Random,4,0,37,<=6,6,1,-3.714790545616964e-06,28.7529,112.885,3.93,50,1,0.0408,1,0.0145,1,0.0096,xenium_human_lymph_node_5k_seed0
Non-Contiguous Random,4,0,37,<=6,6,1,-1.324659531509731e-07,28.5871,110.1831,3.85,50,1,0.125,1,0.0394,1,0.0098,xenium_human_lymph_node_5k_seed0
Contiguous Random,5,4,33,<=6,5,1,-4.3796958846542555e-06,22.879,100.3573,4.39,50,1,0.082,1,0.031,1,0.0109,xenium_human_lymph_node_5k_seed0
Non-Contiguous Random,5,4,33,<=6,5,5,0.050488794734479286,25.6773,101.2846,3.94,50,1,0.2308,1,0.0737,1,0.0234,xenium_human_lymph_node_5k_seed0
Contiguous Random,6,2,42,<=6,6,1,3.0988848203905572e-06,23.9929,111.0206,4.63,50,1,0.2222,1,0.0393,1,0.0096,xenium_human_lymph_node_5k_seed0
Non-Contiguous Random,6,2,42,<=6,6,14,0.06056028856699411,24.3883,109.67,4.5,50,1,0.0612,1,0.0619,1,0.0108,xenium_human_lymph_node_5k_seed0
Contiguous Random,7,6,39,<=6,6,6,0.05408881247565034,28.5268,113.0916,3.96,50,1,0.1852,1,0.0936,1,0.011,xenium_human_lymph_node_5k_seed0
Non-Contiguous Random,7,6,39,<=6,6,1,-1.8966467585923574e-06,32.7709,110.2599,3.36,50,1,0.1149,1,0.0398,1,0.0088,xenium_human_lymph_node_5k_seed0
Contiguous Random,8,2,33,<=6,5,2,0.012601793195960553,21.1861,100.9698,4.77,50,1,0.0667,1,0.0877,1,0.0121,xenium_human_lymph_node_5k_seed0
Non-Contiguous Random,8,2,33,<=6,5,2,0.03150581186972351,26.7956,100.4209,3.75,50,1,0.0303,1,0.0267,1,0.0113,xenium_human_lymph_node_5k_seed0
Contiguous Random,9,2,31,<=6,4,1,1.22666358948198e-06,21.9496,90.7982,4.14,50,1,1.0,1,0.6667,1,0.1528,xenium_human_lymph_node_5k_seed0
Non-Contiguous Random,9,2,31,<=6,4,5,0.03855730898857118,22.5341,89.8574,3.99,50,1,0.1538,1,0.2174,1,0.0389,xenium_human_lymph_node_5k_seed0
