query_idx,query_tile_id,Dataset,spindle_time_ms,bf_time_ms,speedup,exact_best_dist,spindle_best_dist,spindle_best_rank,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0,true_best_niche,direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s
0,6,cross_modal_brca_x2v_seed2,22.8601,1517.6373,66.39,120.6864,120.6864,1,1,1.0,1,1.0,1,1.0,1,0.8571,0,x2v,2,all_niche,global,2,156,165,8.9
1,7,cross_modal_brca_x2v_seed2,20.713,1521.6307,73.46,120.6816,120.6816,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,2,all_niche,global,2,156,165,8.9
2,11,cross_modal_brca_x2v_seed2,20.2358,1507.2087,74.48,120.5627,120.5627,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,2,all_niche,global,2,156,165,8.9
3,12,cross_modal_brca_x2v_seed2,20.2922,1511.0387,74.46,120.8061,120.8061,1,1,1.0,1,1.0,1,1.0,1,0.8571,0,x2v,2,all_niche,global,2,156,165,8.9
4,20,cross_modal_brca_x2v_seed2,20.3639,1519.4064,74.61,118.6,118.6,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,2,all_niche,global,2,156,165,8.9
5,24,cross_modal_brca_x2v_seed2,19.808,1490.6022,75.25,122.5396,122.5396,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,2,all_niche,global,2,156,165,8.9
6,26,cross_modal_brca_x2v_seed2,20.655,1513.5102,73.28,114.9365,114.9365,1,1,1.0,1,1.0,1,1.0,1,0.8,0,x2v,2,all_niche,global,2,156,165,8.9
7,29,cross_modal_brca_x2v_seed2,20.4638,1513.2435,73.95,118.0808,118.0808,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,2,all_niche,global,2,156,165,8.9
8,30,cross_modal_brca_x2v_seed2,19.9948,1518.5718,75.95,120.8831,120.8831,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,2,all_niche,global,2,156,165,8.9
9,32,cross_modal_brca_x2v_seed2,20.104,1507.3039,74.98,119.4959,119.4959,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,2,all_niche,global,2,156,165,8.9
