Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,5,19,<=6,4,49,0.2594869752311707,19.9443,105.7305,5.3,50,0,0.0,0,0.0,1,0.0201,xenium_human_brain_cancer_seed4
Non-Contiguous Random,0,5,19,<=6,4,17,0.22699328542709352,19.3119,103.8039,5.38,50,0,0.0,0,0.0,1,0.0417,xenium_human_brain_cancer_seed4
Contiguous Random,1,1,8,<=6,4,15,4.535168786621094,15.5091,96.5338,6.22,50,0,0.0,0,0.0,0,0.0,xenium_human_brain_cancer_seed4
Non-Contiguous Random,1,1,8,<=6,4,1,-1.8779790401457844e-06,15.3917,96.6647,6.28,50,1,0.2279,1,0.1837,1,0.1502,xenium_human_brain_cancer_seed4
Contiguous Random,2,4,4,<=6,4,1,0.0,17.6795,96.4835,5.46,50,1,0.0103,1,0.0103,1,0.0103,xenium_human_brain_cancer_seed4
Non-Contiguous Random,2,4,4,<=6,4,1,0.0,17.2164,96.5283,5.61,50,1,0.0136,1,0.0136,1,0.0136,xenium_human_brain_cancer_seed4
Contiguous Random,3,2,1,<=6,4,1,0.0,16.0845,96.0301,5.97,50,1,0.0078,1,0.0078,1,0.0078,xenium_human_brain_cancer_seed4
Non-Contiguous Random,3,2,1,<=6,4,1,3.161388635632145e-07,18.8279,95.9684,5.1,50,1,1.0,1,0.6765,1,0.5529,xenium_human_brain_cancer_seed4
Contiguous Random,4,15,23,<=6,6,55,0.3128359129273481,21.8762,129.6503,5.93,50,0,0.0,1,0.0282,1,0.0312,xenium_human_brain_cancer_seed4
Non-Contiguous Random,4,15,23,<=6,6,50,0.33487406981009654,21.8762,129.1252,5.9,50,0,0.0,1,0.0189,1,0.0354,xenium_human_brain_cancer_seed4
Contiguous Random,5,10,16,<=6,4,19,0.20368404601097112,19.2978,105.9371,5.49,50,0,0.0,1,0.0492,1,0.016,xenium_human_brain_cancer_seed4
Non-Contiguous Random,5,10,16,<=6,4,12,3.6026291017532346,18.9314,104.7937,5.54,50,0,0.0,0,0.0,0,0.0,xenium_human_brain_cancer_seed4
Contiguous Random,6,5,23,<=6,6,5,0.026323357379991086,24.3033,127.7719,5.26,50,1,0.0385,1,0.0187,1,0.0058,xenium_human_brain_cancer_seed4
Non-Contiguous Random,6,5,23,<=6,6,744,0.25320184496384357,26.7631,129.614,4.84,50,0,0.0,1,0.0028,1,0.0052,xenium_human_brain_cancer_seed4
Contiguous Random,7,1,15,<=6,4,18,0.15448541626870632,19.3245,104.773,5.42,50,0,0.0,1,0.0316,1,0.0214,xenium_human_brain_cancer_seed4
Non-Contiguous Random,7,1,15,<=6,4,8,0.15410254429340364,17.1719,103.9229,6.05,50,0,0.0,1,0.3077,1,0.22,xenium_human_brain_cancer_seed4
Contiguous Random,8,10,9,<=6,6,1,2.7297877673859716e-06,21.4588,110.6756,5.16,50,1,1.0,1,0.4615,1,0.3409,xenium_human_brain_cancer_seed4
Non-Contiguous Random,8,10,9,<=6,6,1,-4.380788076741027e-07,21.9496,111.018,5.06,50,1,0.8,1,0.625,1,0.4898,xenium_human_brain_cancer_seed4
Contiguous Random,9,3,19,<=6,6,63,0.15579859910501903,27.1238,129.4206,4.77,50,1,0.0092,1,0.0094,1,0.0064,xenium_human_brain_cancer_seed4
Non-Contiguous Random,9,3,19,<=6,6,36,0.15325050924498929,25.0015,129.5735,5.18,50,1,0.0152,1,0.0111,1,0.0062,xenium_human_brain_cancer_seed4
Contiguous Random,10,8,14,<=6,6,2,0.04152525046289812,28.9167,128.5648,4.45,50,1,0.1026,1,0.0688,1,0.0271,xenium_human_brain_cancer_seed4
Non-Contiguous Random,10,8,14,<=6,6,2,0.006888320559430006,26.2605,122.6057,4.67,50,1,0.12,1,0.0518,1,0.027,xenium_human_brain_cancer_seed4
Contiguous Random,11,10,21,<=6,6,1,-3.2481049481725144e-06,26.8614,124.5777,4.64,50,1,0.5833,1,0.3111,1,0.0369,xenium_human_brain_cancer_seed4
Non-Contiguous Random,11,10,21,<=6,6,1,1.0150812909115459e-06,29.4718,128.2657,4.35,50,1,1.0,1,1.0,1,0.8837,xenium_human_brain_cancer_seed4
Contiguous Random,12,13,24,<=6,4,116,0.1830179213023186,18.9563,107.542,5.67,50,0,0.0,0,0.0,1,0.008,xenium_human_brain_cancer_seed4
Non-Contiguous Random,12,13,24,<=6,4,849,0.28735330038547513,17.6247,106.5968,6.05,50,0,0.0,0,0.0,1,0.0013,xenium_human_brain_cancer_seed4
Contiguous Random,13,4,12,<=6,6,1,0.0,21.5891,115.3846,5.34,50,1,0.4828,1,0.4861,1,0.3525,xenium_human_brain_cancer_seed4
Non-Contiguous Random,13,4,12,<=6,6,2,0.03608,20.4466,111.8338,5.47,50,1,0.4444,1,0.3623,1,0.2383,xenium_human_brain_cancer_seed4
Contiguous Random,14,8,24,<=6,5,2,0.0975606201955278,23.8865,115.4267,4.83,50,1,0.25,1,0.027,1,0.0305,xenium_human_brain_cancer_seed4
Non-Contiguous Random,14,8,24,<=6,5,11,0.07866236016586825,22.7775,113.8998,5.0,50,1,0.0357,1,0.0461,1,0.0177,xenium_human_brain_cancer_seed4
Contiguous Random,15,14,13,<=6,5,2,0.054751082487900324,21.27,104.9989,4.94,50,1,0.625,1,0.8571,1,0.7736,xenium_human_brain_cancer_seed4
Non-Contiguous Random,15,14,13,<=6,5,2,0.0005458444309785621,22.2162,111.4072,5.01,50,1,0.5714,1,0.75,1,0.5915,xenium_human_brain_cancer_seed4
Contiguous Random,16,6,3,<=6,5,1,0.0,26.5675,101.5419,3.82,50,1,0.0565,1,0.0691,1,0.0691,xenium_human_brain_cancer_seed4
Non-Contiguous Random,16,6,3,<=6,5,1,0.0,20.7672,101.6034,4.89,50,1,0.0126,1,0.0126,1,0.0126,xenium_human_brain_cancer_seed4
Contiguous Random,17,8,16,<=6,4,10,0.03757810620784757,22.0177,106.8673,4.85,50,1,0.0472,1,0.017,1,0.0067,xenium_human_brain_cancer_seed4
Non-Contiguous Random,17,8,16,<=6,4,10,0.03757810620784757,21.9405,107.1117,4.88,50,1,0.0472,1,0.017,1,0.0067,xenium_human_brain_cancer_seed4
Contiguous Random,18,3,0,<=6,6,1,0.0,21.1377,104.1411,4.93,50,1,0.0088,1,0.0088,1,0.0088,xenium_human_brain_cancer_seed4
Non-Contiguous Random,18,3,0,<=6,6,1,0.0,18.7171,104.0618,5.56,50,1,0.007,1,0.007,1,0.007,xenium_human_brain_cancer_seed4
Contiguous Random,19,8,21,<=6,4,139,0.1777060081100464,18.13,106.5901,5.88,50,0,0.0,0,0.0,1,0.0025,xenium_human_brain_cancer_seed4
