Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,0,8,<=6,4,7,0.1456147016716003,4.3555,20.6303,4.74,50,0,0.0,1,0.1875,1,0.0423,xenium_human_breast_cancer_seed1
Non-Contiguous Random,0,0,8,<=6,4,14,0.10686732074737548,4.2422,19.9377,4.7,50,0,0.0,1,0.1111,1,0.0692,xenium_human_breast_cancer_seed1
Contiguous Random,1,3,12,<=6,5,1,4.523457661775865e-06,5.1217,21.8249,4.26,50,1,0.3636,1,0.1529,1,0.0784,xenium_human_breast_cancer_seed1
Non-Contiguous Random,1,3,12,<=6,5,31,0.22899535240760083,5.5068,21.6134,3.92,50,0,0.0,1,0.124,1,0.1277,xenium_human_breast_cancer_seed1
Contiguous Random,2,3,14,<=6,4,7,0.11008213652133941,2.8601,20.3203,7.1,50,1,0.0556,1,0.0395,1,0.0168,xenium_human_breast_cancer_seed1
Non-Contiguous Random,2,3,14,<=6,4,1,-1.4282035827872797e-06,3.7517,20.1785,5.38,50,1,1.0,1,1.0,1,0.9211,xenium_human_breast_cancer_seed1
Contiguous Random,3,3,9,<=6,4,1,-1.82818412780561e-06,4.2847,20.1045,4.69,50,1,0.0952,1,0.0357,1,0.0367,xenium_human_breast_cancer_seed1
Non-Contiguous Random,3,3,9,<=6,4,9,0.22924191301345825,4.5148,19.8944,4.41,50,0,0.0,1,0.1765,1,0.0982,xenium_human_breast_cancer_seed1
Contiguous Random,4,0,3,<=6,5,1,1.6506877655864116e-06,4.8385,20.8682,4.31,50,1,1.0,1,1.0,1,1.0,xenium_human_breast_cancer_seed1
Non-Contiguous Random,4,0,3,<=6,5,1,3.628856202197994e-06,5.6376,20.8394,3.7,50,1,0.6667,1,0.6364,1,0.2009,xenium_human_breast_cancer_seed1
Contiguous Random,5,3,6,<=6,4,1,-5.141162872090987e-07,4.9265,20.1018,4.08,50,1,1.0,1,0.7273,1,0.2036,xenium_human_breast_cancer_seed1
Non-Contiguous Random,5,3,6,<=6,4,1,-1.9123411178559313e-06,5.7412,19.9928,3.48,50,1,0.8182,1,0.7917,1,0.8367,xenium_human_breast_cancer_seed1
Contiguous Random,6,3,15,<=6,5,11,0.08655986915377606,4.4802,21.9437,4.9,50,1,0.0448,1,0.068,1,0.0376,xenium_human_breast_cancer_seed1
Non-Contiguous Random,6,3,15,<=6,5,1,-4.076253096119142e-06,5.7246,22.0038,3.84,50,1,0.2143,1,0.1161,1,0.0443,xenium_human_breast_cancer_seed1
Contiguous Random,7,0,2,<=6,5,1,-4.309951021297387e-06,4.7566,20.5063,4.31,50,1,1.0,1,0.8,1,0.3937,xenium_human_breast_cancer_seed1
Non-Contiguous Random,7,0,2,<=6,5,1,-2.972062887685034e-06,5.3616,21.2139,3.96,50,1,1.0,1,1.0,1,0.7619,xenium_human_breast_cancer_seed1
Contiguous Random,8,2,6,<=6,6,3,0.02378578677356502,9.3147,24.1151,2.59,50,1,0.0957,1,0.0832,1,0.0478,xenium_human_breast_cancer_seed1
Non-Contiguous Random,8,2,6,<=6,6,29,0.16628069284643576,5.4012,23.8901,4.42,50,1,0.0435,1,0.0951,1,0.0573,xenium_human_breast_cancer_seed1
Contiguous Random,9,3,16,<=6,6,112,0.24821697146281807,5.832,23.8254,4.09,50,0,0.0,1,0.0077,1,0.0268,xenium_human_breast_cancer_seed1
Non-Contiguous Random,9,3,16,<=6,6,149,0.5540903908181662,5.1871,23.7602,4.58,50,0,0.0,0,0.0,1,0.008,xenium_human_breast_cancer_seed1
Contiguous Random,10,2,5,<=6,5,6,0.05594245444921209,6.3337,21.9829,3.47,50,1,0.2162,1,0.1003,1,0.051,xenium_human_breast_cancer_seed1
Non-Contiguous Random,10,2,5,<=6,5,8,0.15397800427115738,6.7205,21.4388,3.19,50,1,0.0833,1,0.1786,1,0.0838,xenium_human_breast_cancer_seed1
Contiguous Random,11,3,3,<=6,6,3,0.38917289291618934,7.4439,22.9481,3.08,50,0,0.0,1,0.5714,1,0.4839,xenium_human_breast_cancer_seed1
Non-Contiguous Random,11,3,3,<=6,6,1,-1.307051871179965e-06,5.5851,22.8733,4.1,50,1,1.0,1,0.875,1,0.8846,xenium_human_breast_cancer_seed1
Contiguous Random,12,3,8,<=6,4,2,0.01716956527709962,5.6099,20.4991,3.65,50,1,0.1818,1,0.1024,1,0.038,xenium_human_breast_cancer_seed1
Non-Contiguous Random,12,3,8,<=6,4,25,0.19593740703582763,3.6901,20.2097,5.48,50,0,0.0,1,0.0579,1,0.0294,xenium_human_breast_cancer_seed1
Contiguous Random,13,3,2,<=6,6,1,2.413765429198911e-06,5.2359,22.0961,4.22,50,1,0.6,1,0.5,1,0.28,xenium_human_breast_cancer_seed1
Non-Contiguous Random,13,3,2,<=6,6,3,0.059007518354267985,9.0717,22.997,2.54,50,1,0.3684,1,0.2317,1,0.1175,xenium_human_breast_cancer_seed1
Contiguous Random,14,0,5,<=6,5,3,0.12045336212452262,5.2272,21.9061,4.19,50,1,0.4,1,0.1915,1,0.0535,xenium_human_breast_cancer_seed1
Non-Contiguous Random,14,0,5,<=6,5,46,0.18853596716388163,5.4851,22.2091,4.05,50,1,0.0179,1,0.0638,1,0.0364,xenium_human_breast_cancer_seed1
Contiguous Random,15,3,16,<=6,4,20,0.10821048163413999,4.6119,20.5429,4.45,50,0,0.0,1,0.0235,1,0.0303,xenium_human_breast_cancer_seed1
Non-Contiguous Random,15,3,16,<=6,4,5,0.035348512239456176,4.8506,20.2755,4.18,50,1,0.0909,1,0.0189,1,0.0764,xenium_human_breast_cancer_seed1
Contiguous Random,16,1,14,<=6,6,2,0.005112406625185306,6.4047,23.4823,3.67,50,1,0.1053,1,0.0897,1,0.0898,xenium_human_breast_cancer_seed1
Non-Contiguous Random,16,1,14,<=6,6,1,-3.2139220169646876e-06,6.1285,23.6355,3.86,50,1,0.5789,1,0.3636,1,0.1911,xenium_human_breast_cancer_seed1
Contiguous Random,17,3,10,<=6,5,41,0.650591160608244,5.8047,22.1753,3.82,50,0,0.0,0,0.0,1,0.0213,xenium_human_breast_cancer_seed1
Non-Contiguous Random,17,3,10,<=6,5,84,0.6933139299027404,4.7216,21.918,4.64,50,0,0.0,0,0.0,1,0.0482,xenium_human_breast_cancer_seed1
Contiguous Random,18,1,11,<=6,4,1,-4.35103893278721e-06,4.433,20.1732,4.55,50,1,1.0,1,0.875,1,0.5507,xenium_human_breast_cancer_seed1
Non-Contiguous Random,18,1,11,<=6,4,71,0.24244764972686772,4.0654,20.2242,4.97,50,0,0.0,1,0.0628,1,0.0448,xenium_human_breast_cancer_seed1
Contiguous Random,19,1,10,<=6,5,21,0.194864291337903,7.0108,22.4367,3.2,50,1,0.0417,1,0.0463,1,0.0361,xenium_human_breast_cancer_seed1
Non-Contiguous Random,19,1,10,<=6,5,2,0.029265238841302554,7.4024,22.3668,3.02,50,1,0.2222,1,0.0804,1,0.0406,xenium_human_breast_cancer_seed1
Contiguous Random,20,3,5,<=6,5,9,0.18368461193013697,4.5148,21.2876,4.72,50,1,0.1333,1,0.2174,1,0.1173,xenium_human_breast_cancer_seed1
Non-Contiguous Random,20,3,5,<=6,5,3,0.020408814246435036,5.834,21.5087,3.69,50,1,0.3448,1,0.2745,1,0.1299,xenium_human_breast_cancer_seed1
Contiguous Random,21,1,7,<=6,6,34,0.30157655604488764,5.7866,23.3032,4.03,50,0,0.0,1,0.0513,1,0.0839,xenium_human_breast_cancer_seed1
Non-Contiguous Random,21,1,7,<=6,6,1,4.98023332651254e-06,6.898,23.4691,3.4,50,1,0.5714,1,0.5714,1,0.481,xenium_human_breast_cancer_seed1
Contiguous Random,22,2,1,<=6,4,1,-4.0220999717715394e-06,3.8897,19.1257,4.92,50,1,0.8,1,0.5517,1,0.5217,xenium_human_breast_cancer_seed1
Non-Contiguous Random,22,2,1,<=6,4,3,0.06273588552474973,3.5063,19.3634,5.52,50,1,0.3333,1,0.2941,1,0.3103,xenium_human_breast_cancer_seed1
Contiguous Random,23,3,9,<=6,4,8,0.18394465264320375,5.8983,20.3378,3.45,50,1,0.1111,1,0.1818,1,0.0949,xenium_human_breast_cancer_seed1
Non-Contiguous Random,23,3,9,<=6,4,2,0.010871736078262306,4.2554,20.4332,4.8,50,1,0.1579,1,0.0993,1,0.0474,xenium_human_breast_cancer_seed1
Contiguous Random,24,2,13,<=6,4,1,3.92161369322519e-06,4.9502,20.4813,4.14,50,1,0.75,1,0.4706,1,0.1921,xenium_human_breast_cancer_seed1
Non-Contiguous Random,24,2,13,<=6,4,1,1.0078859329354373e-06,3.896,20.4218,5.24,50,1,0.9,1,0.7778,1,0.6923,xenium_human_breast_cancer_seed1
Contiguous Random,25,2,3,<=6,6,1,3.2889273506309102e-06,5.6341,23.9231,4.25,50,1,1.0,1,1.0,1,0.8889,xenium_human_breast_cancer_seed1
Non-Contiguous Random,25,2,3,<=6,6,1,5.842150420654058e-07,5.8628,23.8312,4.06,50,1,0.5714,1,0.5238,1,0.268,xenium_human_breast_cancer_seed1
Contiguous Random,26,3,12,<=6,5,133,0.40455744843715735,4.6246,22.0753,4.77,50,0,0.0,1,0.0062,1,0.0326,xenium_human_breast_cancer_seed1
Non-Contiguous Random,26,3,12,<=6,5,3,0.059026081392327345,6.096,21.6568,3.55,50,1,0.5652,1,0.2637,1,0.1087,xenium_human_breast_cancer_seed1
Contiguous Random,27,3,5,<=6,5,1,-1.1422525584003917e-06,5.6701,21.7078,3.83,50,1,0.8,1,0.6875,1,0.6515,xenium_human_breast_cancer_seed1
Non-Contiguous Random,27,3,5,<=6,5,1,8.306825378667781e-07,6.5677,21.2025,3.23,50,1,1.0,1,1.0,1,0.9524,xenium_human_breast_cancer_seed1
Contiguous Random,28,1,11,<=6,6,1,-1.3188646076356392e-06,6.6316,24.1006,3.63,50,1,0.8947,1,0.5341,1,0.0697,xenium_human_breast_cancer_seed1
Non-Contiguous Random,28,1,11,<=6,6,1,-1.1841603888562702e-06,7.8501,23.9066,3.05,50,1,0.0781,1,0.0418,1,0.0301,xenium_human_breast_cancer_seed1
Contiguous Random,29,3,2,<=6,4,1,-2.023963928232675e-06,4.6267,19.5676,4.23,50,1,1.0,1,1.0,1,1.0,xenium_human_breast_cancer_seed1
Non-Contiguous Random,29,3,2,<=6,4,1,-4.624404907227486e-06,4.4373,19.8199,4.47,50,1,1.0,1,1.0,1,1.0,xenium_human_breast_cancer_seed1
Contiguous Random,30,3,16,<=6,5,35,0.16424873945670815,4.3538,22.258,5.11,50,0,0.0,1,0.0161,1,0.0507,xenium_human_breast_cancer_seed1
Non-Contiguous Random,30,3,16,<=6,5,2,0.02190046244891275,5.6602,22.317,3.94,50,1,0.2,1,0.125,1,0.2471,xenium_human_breast_cancer_seed1
Contiguous Random,31,3,9,<=6,6,4,0.04649859077328533,5.9955,23.9065,3.99,50,1,0.175,1,0.0909,1,0.0501,xenium_human_breast_cancer_seed1
Non-Contiguous Random,31,3,9,<=6,6,8,0.1613326661375365,5.6212,23.4943,4.18,50,1,0.1304,1,0.0904,1,0.0513,xenium_human_breast_cancer_seed1
Contiguous Random,32,2,10,<=6,5,48,0.202733554848753,4.3884,22.357,5.09,50,1,0.0208,1,0.0363,1,0.0402,xenium_human_breast_cancer_seed1
Non-Contiguous Random,32,2,10,<=6,5,9,0.1156111517132547,4.2449,22.1136,5.21,50,1,0.1429,1,0.075,1,0.055,xenium_human_breast_cancer_seed1
Contiguous Random,33,1,12,<=6,4,16,0.3636789107894898,4.0651,20.1817,4.96,50,0,0.0,1,0.0526,1,0.0404,xenium_human_breast_cancer_seed1
Non-Contiguous Random,33,1,12,<=6,4,172,0.6929396763420106,3.9721,20.2073,5.09,50,0,0.0,0,0.0,1,0.0184,xenium_human_breast_cancer_seed1
Contiguous Random,34,2,8,<=6,4,1,-8.358383178919127e-07,3.6262,19.9439,5.5,50,1,1.0,1,0.8571,1,0.46,xenium_human_breast_cancer_seed1
Non-Contiguous Random,34,2,8,<=6,4,4,0.08815533750534055,5.3892,20.3313,3.77,50,1,0.1429,1,0.2222,1,0.0991,xenium_human_breast_cancer_seed1
Contiguous Random,35,1,1,<=6,5,1,-1.8081491773846992e-06,5.0125,20.4536,4.08,50,1,0.5385,1,0.4884,1,0.4556,xenium_human_breast_cancer_seed1
Non-Contiguous Random,35,1,1,<=6,5,1,-4.409845216546415e-06,6.1853,20.6333,3.34,50,1,0.8,1,0.8,1,0.875,xenium_human_breast_cancer_seed1
Contiguous Random,36,3,10,<=6,6,20,0.270861117530097,6.789,24.0104,3.54,50,0,0.0,1,0.04,1,0.065,xenium_human_breast_cancer_seed1
Non-Contiguous Random,36,3,10,<=6,6,44,0.3798079664355042,5.7584,24.0826,4.18,50,0,0.0,1,0.0227,1,0.0223,xenium_human_breast_cancer_seed1
Contiguous Random,37,3,0,<=6,4,1,0.0,3.3369,19.0241,5.7,50,1,0.1148,1,0.1148,1,0.1148,xenium_human_breast_cancer_seed1
Non-Contiguous Random,37,3,0,<=6,4,1,0.0,4.066,18.7304,4.61,50,1,0.1082,1,0.1082,1,0.1082,xenium_human_breast_cancer_seed1
Contiguous Random,38,3,7,<=6,6,1,4.614780720668676e-06,6.5979,23.6539,3.59,50,1,1.0,1,1.0,1,1.0,xenium_human_breast_cancer_seed1
Non-Contiguous Random,38,3,7,<=6,6,1,4.194488646580563e-06,6.6398,23.0315,3.47,50,1,1.0,1,1.0,1,1.0,xenium_human_breast_cancer_seed1
Contiguous Random,39,3,1,<=6,6,1,-4.28503517804768e-06,5.4478,22.0735,4.05,50,1,1.0,1,1.0,1,0.9655,xenium_human_breast_cancer_seed1
Non-Contiguous Random,39,3,1,<=6,6,1,-2.0305616945659466e-06,4.668,21.6494,4.64,50,1,1.0,1,0.9333,1,0.9333,xenium_human_breast_cancer_seed1
