x,y,is_target
3809.5290039062497,2259.592602539062,False
4156.878100585937,4925.027416992188,False
7176.98994140625,2339.6928588867186,False
6535.853784179687,3264.7873291015626,False
47.70346794128418,5069.575146484375,False
7301.580517578125,3417.9842651367185,False
4314.945727539062,564.3008575439453,False
439.42748413085934,4429.225488281249,False
6183.325415039062,4347.1004638671875,False
5891.876684570312,4453.414379882813,False
2579.918713378906,3209.4742431640625,False
1461.7389404296875,3080.337121582031,False
7474.41025390625,1959.5000610351562,False
3025.50029296875,2893.5880126953125,False
1848.7736572265624,1379.9385803222656,False
2234.577160644531,717.5340576171875,False
1196.1565856933594,1238.1614440917967,False
3780.64560546875,1254.5330749511718,False
2982.768908691406,2796.286877441406,False
2692.9857299804685,3615.4820556640625,False
5285.619580078125,3305.1913818359376,False
1207.3114868164062,2464.5824707031247,False
4477.444726562499,675.3140014648437,False
5772.63388671875,516.4130798339844,False
6276.180029296875,3572.3541015625,False
4560.53388671875,314.83553314208984,False
216.30793151855468,5413.3677734375,False
648.4515319824219,3049.097131347656,False
3040.857983398437,4207.7291015625,False
3697.3136474609373,2522.399694824219,False
340.84154357910154,4309.7178955078125,False
563.117529296875,1157.1578552246094,False
1924.414111328125,2283.230322265625,False
7460.509765625,1079.4796630859375,False
7025.629345703125,1081.4061706542968,False
596.8321380615234,964.7592346191406,False
5964.291040039062,2641.7663818359374,False
1054.1291809082031,5257.581616210938,False
4619.956689453124,3846.914892578125,False
2701.9356323242187,2117.1659301757813,False
7448.952587890625,5213.392407226563,False
5304.136132812499,939.47578125,False
1291.8711303710936,1154.0821044921875,False
7330.224023437499,813.5791290283203,False
690.6835205078124,2464.7955932617188,False
326.54261779785156,1206.6814575195312,False
3576.237622070312,1186.6438903808594,False
6358.95126953125,3164.4864990234373,False
186.63031692504882,2794.4277099609376,False
2075.3177490234375,2409.7433593749997,False
3678.9996337890625,2984.1628173828126,False
3734.9381835937497,1951.220861816406,False
7392.91650390625,3724.543115234375,False
522.2958435058594,926.2108215332031,False
1903.5397216796875,5335.23251953125,False
115.24104309082031,1121.6031188964844,False
3685.4327392578125,3169.6107788085938,False
2686.1222290039063,523.3599517822265,False
575.0866333007813,1689.2337829589844,False
7089.684814453125,2020.860888671875,False
5923.558276367187,4410.187231445312,False
5746.854150390624,2747.8229736328126,False
160.52896423339843,3214.290771484375,False
2772.2687744140626,4016.011767578125,False
4051.9562255859373,3977.9755126953123,False
3794.627026367187,4171.324365234374,False
4220.0487060546875,3621.898974609375,False
5236.740014648437,1330.0551391601562,False
6937.22021484375,4310.396899414062,False
2428.7519409179686,3117.5804443359375,False
278.54034118652345,4888.111352539062,False
1499.4172241210938,4305.101416015625,False
531.9271881103515,466.6737091064453,False
6545.518798828125,4676.964794921875,False
1632.5955810546875,4676.3015625,False
6097.713647460937,3137.1943603515624,False
