x,y,is_target
4187.122412109375,292.39642028808595,False
7346.706884765625,3103.084375,False
5619.815673828125,3289.034948730469,False
7077.057666015625,1197.5650207519532,False
1802.3739501953125,1358.3736694335937,False
6192.37119140625,5350.858740234375,False
1549.6985839843749,5286.158715820312,False
6982.90771484375,2552.2277221679688,False
5732.128979492188,385.8543975830078,False
269.69378356933595,442.65944519042966,False
6431.739990234375,4968.188159179687,False
87.83939247131347,2756.352856445312,False
3768.371240234375,4461.30966796875,False
1227.724560546875,3622.7070556640624,False
7386.480908203125,1300.6948608398436,False
2736.4901245117185,3604.7682373046873,False
1460.594989013672,2429.7162841796876,False
5120.964868164062,3133.058911132812,False
33.22185039520264,4811.220385742187,False
3548.222900390625,1053.2774169921875,False
1257.6580078125,1424.664953613281,False
6488.746850585937,1374.7285949707032,False
7172.745751953124,941.84150390625,False
1454.9540893554688,552.5220489501953,False
2266.021142578125,1014.0503112792968,False
7149.375732421875,3041.5224609375,False
1347.6104614257813,1115.290167236328,False
5209.403051757812,1242.915301513672,False
5242.816186523437,3301.817944335937,False
5679.75146484375,3437.8204345703125,False
550.3552337646485,644.3934875488281,False
5975.2775390625,3676.5459228515624,False
3690.297412109375,5293.934057617187,False
1253.556799316406,3114.4217895507813,False
1530.6981994628907,2672.686376953125,False
2996.1615966796876,1865.8799072265624,False
1247.2229919433594,3853.0134765625,False
6012.767602539062,3291.3058349609373,False
3025.4627319335937,2436.569409179687,False
5363.636132812499,3877.4418457031247,False
1299.3718200683593,1143.1760192871093,False
3238.931848144531,1565.3409912109375,False
1189.8015075683593,4617.8677978515625,False
866.9019470214844,1727.1554870605469,False
3371.1942138671875,3483.309130859375,False
100.45849952697753,3244.350598144531,False
1818.4141723632813,1102.5087280273438,False
1677.3818237304688,2403.038403320312,False
2160.4781616210935,2734.00341796875,False
7121.707568359375,169.83880920410155,False
2606.167443847656,619.3834411621093,False
1987.3626708984375,2749.5887573242185,False
202.80030364990233,4456.03203125,False
804.1651611328125,3949.598046875,False
2696.6054931640624,3367.00771484375,False
715.4872924804687,2341.127026367187,False
547.2195098876953,2460.1533813476562,False
7274.533251953125,1306.6162231445312,False
263.7948852539062,414.8212448120117,False
7470.723046874999,3384.9762084960935,False
980.3752868652343,2066.9547119140625,False
6968.506689453125,2241.90654296875,False
6517.145483398437,3616.0614501953123,False
1375.466223144531,1941.9024047851562,False
1148.8213806152344,2103.488732910156,False
7227.990771484375,781.6905364990234,False
1080.9013793945312,3349.0064331054687,False
5414.744873046875,2938.2281616210935,False
1249.8968811035156,3063.79013671875,False
3391.374035644531,4350.971533203125,False
1881.7362670898438,963.2373901367188,False
6688.330419921875,2522.4009399414062,False
5281.12470703125,3625.235888671875,False
6586.108374023437,3097.2817138671876,False
4.85838565826416,755.6046569824218,False
3252.4027709960938,1459.2842956542968,False
7093.91240234375,1940.8145874023437,False
599.4220336914062,2263.974169921875,False
935.3439636230469,693.7244598388671,False
421.39323272705076,4008.5651367187497,False
6695.489013671875,1899.5047119140625,False
1091.9011596679686,2339.4110473632813,False
23.012680625915525,533.6225708007812,False
1859.3092163085937,4918.437426757812,False
5301.518896484375,3543.2478271484374,False
5736.720556640625,301.71277618408203,False
5868.243115234375,4628.273657226562,False
3453.1972167968747,1456.270178222656,False
266.090803527832,3346.655859375,False
993.4040893554687,2389.5602172851563,False
2380.8199096679687,199.77933807373046,False
5809.637524414063,152.02740783691405,False
48.34574737548828,1165.8454528808593,False
7074.482763671875,3280.2203491210935,False
3180.17373046875,3148.0351806640624,False
6794.34384765625,3300.5282104492185,False
589.6371246337891,1645.0993591308593,False
2166.5842163085936,1955.7508056640625,False
5496.349023437499,3054.4662841796876,False
1685.2136108398438,72.96091003417969,False
2291.3132080078126,976.0629272460938,False
5789.948901367187,196.01073150634764,False
1998.5025268554687,2647.8352905273437,False
7140.8068359375,3079.423205566406,False
695.0374877929687,2094.6720581054688,False
1030.948419189453,2037.5552124023436,False
2034.48994140625,163.0419609069824,False
1820.5974853515625,2710.8392578125,False
1950.7755249023437,3285.9862792968747,False
3016.3810546874997,1914.5042236328125,False
3463.281005859375,1579.851690673828,False
2845.955432128906,934.5526916503906,False
6220.272192382812,3065.5245849609373,False
602.2998107910156,622.1363952636718,False
1126.3840576171874,1639.7325927734375,False
6038.264697265625,2781.716101074219,False
2901.7277587890626,2829.5601440429687,False
4340.248999023437,556.6944885253906,False
379.58030395507814,2611.7690185546876,False
1801.76259765625,2995.6371948242186,False
7314.642626953125,4790.1451171875,False
3993.1128173828124,3245.842248535156,False
3947.1845947265624,3839.891186523437,False
5094.1458740234375,656.5384124755859,False
561.9307250976562,2025.5977294921875,False
2743.759533691406,1956.031164550781,False
3001.1240112304686,3165.7656494140624,False
7358.660009765625,1017.961328125,False
6712.1922607421875,3860.57548828125,False
386.00394134521486,2278.8856933593747,False
896.9401916503906,483.0170135498047,False
5086.315332031249,1360.6546203613282,False
1480.41943359375,1891.8391479492186,False
1089.7297790527343,1627.8350830078125,False
7112.248828125,2133.071057128906,False
5529.554223632812,3134.025744628906,False
6293.328198242188,3303.2981811523437,False
2582.568115234375,365.1431182861328,False
5921.2357177734375,3156.617150878906,False
1003.0503234863281,2030.3632080078125,False
5986.237890625,858.930239868164,False
1018.3740844726562,2385.9124389648437,False
374.23781738281247,2401.6930541992188,False
1394.3919006347655,3075.322412109375,False
2351.187573242187,1234.1218688964843,False
6453.529125976563,3041.252893066406,False
1124.7451721191405,1119.0572692871094,False
5304.569018554687,264.1665008544922,False
3046.5880126953125,1239.9331420898436,False
6442.825268554688,1467.4676208496094,False
5793.554760742188,4472.1268310546875,False
173.68524856567382,2563.819140625,False
577.449658203125,2234.998010253906,False
7341.024169921875,2152.60673828125,False
5211.832690429687,1372.183056640625,False
2428.19267578125,2907.4712768554687,False
2062.117431640625,1904.0271850585937,False
4332.7567138671875,2770.6111083984374,False
6254.297924804688,813.9107971191406,False
1220.0000610351562,2348.18310546875,False
2153.305249023437,408.6282653808594,False
1369.7493713378906,872.0384704589843,False
3710.9705078125,1190.7555786132812,False
5458.068310546875,1353.4003601074219,False
5997.7606201171875,5463.9705810546875,False
544.2326812744141,3963.466162109375,False
4436.609448242188,4011.4542236328125,False
