rank,tile_id,x0,y0,x1,y1
1,2049,2.1325160980224607,431.0435918342322,119.64497647881507,516.5238588489592
2,9,7170.392599326372,5217.938544658944,7287.905059707165,5303.418811673671
3,2078,354.6698972404003,3.642256760597229,472.1823576211929,89.12252377532423
4,492,2352.3817237138746,5303.418811673671,2587.40664447546,5474.379345703125
5,530,1412.2820406675337,4876.017476600036,1529.7945010483263,4961.497743614763
6,532,1412.2820406675337,4790.537209585309,1529.7945010483263,4876.017476600036
7,533,1177.2571199059485,4961.497743614763,1412.2820406675337,5132.458277644217
8,537,1294.769580286741,4790.537209585309,1412.2820406675337,4876.017476600036
9,541,1059.7446595251558,4790.537209585309,1177.2571199059485,4876.017476600036
10,608,1412.2820406675337,4619.576675555855,1647.306961429119,4790.537209585309
11,612,1177.2571199059485,4705.056942570582,1294.769580286741,4790.537209585309
12,623,942.2321991443633,4448.616141526401,1177.2571199059485,4619.576675555855
13,624,1412.2820406675337,4106.695073467493,1882.3318821907042,4448.616141526401
14,625,1177.2571199059485,4277.655607496947,1412.2820406675337,4448.616141526401
15,626,1059.7446595251558,4363.135874511674,1177.2571199059485,4448.616141526401
16,627,942.2321991443633,4363.135874511674,1059.7446595251558,4448.616141526401
17,630,1177.2571199059485,4106.695073467493,1412.2820406675337,4277.655607496947
18,631,942.2321991443633,4106.695073467493,1177.2571199059485,4277.655607496947
19,632,707.2072783827781,4619.576675555855,942.2321991443633,4790.537209585309
20,637,707.2072783827781,4448.616141526401,942.2321991443633,4619.576675555855
21,658,707.2072783827781,4277.655607496947,942.2321991443633,4448.616141526401
22,662,472.1823576211929,4277.655607496947,589.6948180019855,4363.135874511674
23,663,707.2072783827781,4106.695073467493,942.2321991443633,4277.655607496947
24,665,472.1823576211929,4192.175340482219,589.6948180019855,4277.655607496947
25,667,472.1823576211929,4106.695073467493,589.6948180019855,4192.175340482219
26,677,237.15743685960769,4192.175340482219,354.6698972404003,4277.655607496947
27,811,1177.2571199059485,3764.774005408585,1412.2820406675337,3935.734539438039
28,813,942.2321991443633,3850.2542724233117,1059.7446595251558,3935.734539438039
29,817,1412.2820406675337,3593.8134713791305,1647.306961429119,3764.774005408585
30,825,1412.2820406675337,3422.8529373496767,1529.7945010483263,3508.3332043644036
31,827,942.2321991443633,3593.8134713791305,1177.2571199059485,3764.774005408585
32,831,1177.2571199059485,3422.8529373496767,1294.769580286741,3508.3332043644036
33,833,942.2321991443633,3508.3332043644036,1059.7446595251558,3593.8134713791305
34,836,707.2072783827781,3935.734539438039,942.2321991443633,4106.695073467493
35,846,237.15743685960769,3935.734539438039,472.1823576211929,4106.695073467493
36,847,119.64497647881507,4021.214806452766,237.15743685960769,4106.695073467493
37,848,2.1325160980224607,4021.214806452766,119.64497647881507,4106.695073467493
38,849,119.64497647881507,3935.734539438039,237.15743685960769,4021.214806452766
39,852,237.15743685960769,3850.2542724233117,354.6698972404003,3935.734539438039
40,857,119.64497647881507,3764.774005408585,237.15743685960769,3850.2542724233117
41,859,707.2072783827781,3593.8134713791305,942.2321991443633,3764.774005408585
42,862,589.6948180019855,3593.8134713791305,707.2072783827781,3679.293738393858
43,864,707.2072783827781,3422.8529373496767,942.2321991443633,3593.8134713791305
44,868,472.1823576211929,3422.8529373496767,589.6948180019855,3508.3332043644036
45,869,237.15743685960769,3593.8134713791305,472.1823576211929,3764.774005408585
46,874,237.15743685960769,3422.8529373496767,472.1823576211929,3593.8134713791305
47,878,2.1325160980224607,3422.8529373496767,119.64497647881507,3508.3332043644036
48,893,1177.2571199059485,3337.37267033495,1294.769580286741,3422.8529373496767
49,903,1177.2571199059485,3080.931869290769,1294.769580286741,3166.412136305496
50,915,1412.2820406675337,2909.9713352613153,1529.7945010483263,2995.451602276042
51,927,1059.7446595251558,2909.9713352613153,1177.2571199059485,2995.451602276042
52,936,942.2321991443633,2739.010801231861,1059.7446595251558,2824.491068246588
53,937,707.2072783827781,3251.892403320223,942.2321991443633,3422.8529373496767
54,943,707.2072783827781,3166.412136305496,824.7197387635707,3251.892403320223
55,946,589.6948180019855,3166.412136305496,707.2072783827781,3251.892403320223
56,950,237.15743685960769,3251.892403320223,472.1823576211929,3422.8529373496767
57,952,2.1325160980224607,3337.37267033495,119.64497647881507,3422.8529373496767
58,953,119.64497647881507,3251.892403320223,237.15743685960769,3337.37267033495
59,954,2.1325160980224607,3251.892403320223,119.64497647881507,3337.37267033495
60,955,354.6698972404003,3166.412136305496,472.1823576211929,3251.892403320223
61,957,354.6698972404003,3080.931869290769,472.1823576211929,3166.412136305496
62,958,237.15743685960769,3080.931869290769,354.6698972404003,3166.412136305496
63,959,2.1325160980224607,3080.931869290769,237.15743685960769,3251.892403320223
64,962,824.7197387635707,2909.9713352613153,942.2321991443633,2995.451602276042
65,963,707.2072783827781,2909.9713352613153,824.7197387635707,2995.451602276042
66,965,472.1823576211929,2995.451602276042,589.6948180019855,3080.931869290769
67,970,824.7197387635707,2739.010801231861,942.2321991443633,2824.491068246588
68,972,589.6948180019855,2824.491068246588,707.2072783827781,2909.9713352613153
69,975,472.1823576211929,2739.010801231861,589.6948180019855,2824.491068246588
70,976,237.15743685960769,2909.9713352613153,472.1823576211929,3080.931869290769
71,981,237.15743685960769,2739.010801231861,472.1823576211929,2909.9713352613153
72,982,2.1325160980224607,2739.010801231861,237.15743685960769,2909.9713352613153
73,1128,3762.531248283386,1371.3265289962292,4232.5810898065565,1713.2475970551372
74,1172,7052.880138945579,3.642256760597229,7287.905059707165,174.60279079005122
75,1331,3527.506327521801,2055.1686651140453,3762.531248283386,2226.129199143499
76,1367,2117.3568029522894,2226.129199143499,2352.3817237138746,2397.089733172953
77,1369,2117.3568029522894,2055.1686651140453,2352.3817237138746,2226.129199143499
78,1370,1882.3318821907042,2055.1686651140453,2117.3568029522894,2226.129199143499
79,1379,3409.993867141008,1713.2475970551372,3527.506327521801,1798.7278640698642
80,1392,2939.9440256178377,1713.2475970551372,3057.4564859986303,1798.7278640698642
81,1410,3174.968946379423,1627.7673300404103,3292.4814067602156,1713.2475970551372
82,1414,2822.431565237045,1542.2870630256832,3057.4564859986303,1713.2475970551372
83,1416,3057.4564859986303,1456.806796010956,3174.968946379423,1542.2870630256832
84,1422,2822.431565237045,1371.3265289962292,2939.9440256178377,1456.806796010956
85,1423,2587.40664447546,1884.2081310845913,2822.431565237045,2055.1686651140453
86,1425,2587.40664447546,1713.2475970551372,2822.431565237045,1884.2081310845913
87,1426,2352.3817237138746,1713.2475970551372,2587.40664447546,1884.2081310845913
88,1427,2117.3568029522894,1884.2081310845913,2352.3817237138746,2055.1686651140453
89,1428,1882.3318821907042,1884.2081310845913,2117.3568029522894,2055.1686651140453
90,1430,2117.3568029522894,1798.7278640698642,2234.869263333082,1884.2081310845913
91,1437,2587.40664447546,1542.2870630256832,2822.431565237045,1713.2475970551372
92,1438,2469.8941840946673,1627.7673300404103,2587.40664447546,1713.2475970551372
93,1440,2469.8941840946673,1542.2870630256832,2587.40664447546,1627.7673300404103
94,1443,2587.40664447546,1456.806796010956,2704.9191048562525,1542.2870630256832
95,1447,2352.3817237138746,1456.806796010956,2469.8941840946673,1542.2870630256832
96,1452,2234.869263333082,1542.2870630256832,2352.3817237138746,1627.7673300404103
97,1453,2117.3568029522894,1542.2870630256832,2234.869263333082,1627.7673300404103
98,1457,1882.3318821907042,1542.2870630256832,1999.8443425714968,1627.7673300404103
99,1458,2117.3568029522894,1371.3265289962292,2352.3817237138746,1542.2870630256832
100,1477,1177.2571199059485,2653.530534217134,1294.769580286741,2739.010801231861
101,1506,1529.7945010483263,2055.1686651140453,1647.306961429119,2140.6489321287722
102,1509,1177.2571199059485,2311.609466158226,1294.769580286741,2397.089733172953
103,1516,1294.769580286741,2140.6489321287722,1412.2820406675337,2226.129199143499
104,1518,1294.769580286741,2055.1686651140453,1412.2820406675337,2140.6489321287722
105,1534,824.7197387635707,2397.089733172953,942.2321991443633,2482.57000018768
106,1538,589.6948180019855,2397.089733172953,707.2072783827781,2482.57000018768
107,1541,237.15743685960769,2653.530534217134,354.6698972404003,2739.010801231861
108,1562,589.6948180019855,2226.129199143499,707.2072783827781,2311.609466158226
109,1571,472.1823576211929,2055.1686651140453,589.6948180019855,2140.6489321287722
110,1582,354.6698972404003,2055.1686651140453,472.1823576211929,2140.6489321287722
111,1586,119.64497647881507,2055.1686651140453,237.15743685960769,2140.6489321287722
112,1589,1647.306961429119,1969.6883980993184,1764.8194218099115,2055.1686651140453
113,1599,1647.306961429119,1713.2475970551372,1764.8194218099115,1798.7278640698642
114,1606,1294.769580286741,1884.2081310845913,1412.2820406675337,1969.6883980993184
115,1608,1059.7446595251558,1969.6883980993184,1177.2571199059485,2055.1686651140453
116,1626,1529.7945010483263,1542.2870630256832,1647.306961429119,1627.7673300404103
117,1629,1647.306961429119,1456.806796010956,1764.8194218099115,1542.2870630256832
118,1634,1529.7945010483263,1371.3265289962292,1647.306961429119,1456.806796010956
119,1640,1059.7446595251558,1627.7673300404103,1177.2571199059485,1713.2475970551372
120,1641,942.2321991443633,1627.7673300404103,1059.7446595251558,1713.2475970551372
121,1646,1294.769580286741,1371.3265289962292,1412.2820406675337,1456.806796010956
122,1652,824.7197387635707,1969.6883980993184,942.2321991443633,2055.1686651140453
123,1665,472.1823576211929,1798.7278640698642,589.6948180019855,1884.2081310845913
124,1668,354.6698972404003,1969.6883980993184,472.1823576211929,2055.1686651140453
125,1669,237.15743685960769,1969.6883980993184,354.6698972404003,2055.1686651140453
126,1670,354.6698972404003,1884.2081310845913,472.1823576211929,1969.6883980993184
127,1676,354.6698972404003,1798.7278640698642,472.1823576211929,1884.2081310845913
128,1678,354.6698972404003,1713.2475970551372,472.1823576211929,1798.7278640698642
129,1684,707.2072783827781,1542.2870630256832,942.2321991443633,1713.2475970551372
130,1685,472.1823576211929,1542.2870630256832,707.2072783827781,1713.2475970551372
131,1690,589.6948180019855,1456.806796010956,707.2072783827781,1542.2870630256832
132,1692,589.6948180019855,1371.3265289962292,707.2072783827781,1456.806796010956
133,1696,354.6698972404003,1542.2870630256832,472.1823576211929,1627.7673300404103
134,1702,354.6698972404003,1456.806796010956,472.1823576211929,1542.2870630256832
135,1711,3527.506327521801,1285.8462619815023,3645.0187879025934,1371.3265289962292
136,1715,3292.4814067602156,1285.8462619815023,3409.993867141008,1371.3265289962292
137,1721,3527.506327521801,1029.405460937321,3645.0187879025934,1114.885727952048
138,1725,3292.4814067602156,1029.405460937321,3409.993867141008,1114.885727952048
139,1742,3527.506327521801,858.4449269078672,3762.531248283386,1029.405460937321
140,1753,2822.431565237045,858.4449269078672,2939.9440256178377,943.9251939225942
141,1754,3057.4564859986303,687.4843928784132,3292.4814067602156,858.4449269078672
142,1755,2939.9440256178377,772.9646598931402,3057.4564859986303,858.4449269078672
143,1760,2587.40664447546,1285.8462619815023,2704.9191048562525,1371.3265289962292
144,1768,2587.40664447546,1114.885727952048,2704.9191048562525,1200.3659949667751
145,1784,2117.3568029522894,1114.885727952048,2234.869263333082,1200.3659949667751
146,1795,2469.8941840946673,943.9251939225942,2587.40664447546,1029.405460937321
147,1797,2469.8941840946673,858.4449269078672,2587.40664447546,943.9251939225942
148,1801,2704.9191048562525,687.4843928784132,2822.431565237045,772.9646598931402
149,1812,2234.869263333082,772.9646598931402,2352.3817237138746,858.4449269078672
150,1817,1882.3318821907042,772.9646598931402,1999.8443425714968,858.4449269078672
151,1822,2822.431565237045,516.5238588489592,3057.4564859986303,687.4843928784132
152,1827,2587.40664447546,516.5238588489592,2822.431565237045,687.4843928784132
153,1830,2469.8941840946673,516.5238588489592,2587.40664447546,602.0041258636862
154,1832,2587.40664447546,345.5633248195052,2822.431565237045,516.5238588489592
155,1840,2117.3568029522894,516.5238588489592,2234.869263333082,602.0041258636862
156,1849,1882.3318821907042,345.5633248195052,2117.3568029522894,516.5238588489592
157,1865,1647.306961429119,1285.8462619815023,1764.8194218099115,1371.3265289962292
158,1867,1647.306961429119,1200.3659949667751,1764.8194218099115,1285.8462619815023
159,1868,1412.2820406675337,1200.3659949667751,1647.306961429119,1371.3265289962292
160,1869,1764.8194218099115,1114.885727952048,1882.3318821907042,1200.3659949667751
161,1872,1647.306961429119,1029.405460937321,1764.8194218099115,1114.885727952048
162,1877,1294.769580286741,1285.8462619815023,1412.2820406675337,1371.3265289962292
163,1881,942.2321991443633,1200.3659949667751,1177.2571199059485,1371.3265289962292
164,1882,1177.2571199059485,1029.405460937321,1412.2820406675337,1200.3659949667751
165,1884,1647.306961429119,858.4449269078672,1882.3318821907042,1029.405460937321
166,1885,1412.2820406675337,858.4449269078672,1647.306961429119,1029.405460937321
167,1888,1764.8194218099115,687.4843928784132,1882.3318821907042,772.9646598931402
