Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,16,1,13,<=6,4,18,0.09117931586265565,24.3597,94.4222,3.88,50,0,0.0,1,0.0182,1,0.0142,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,16,1,13,<=6,4,20,0.10202015512943269,22.7316,89.7048,3.95,50,0,0.0,1,0.0241,1,0.0194,xenium_human_lymph_node_5k_seed4
Contiguous Random,17,0,21,<=6,4,189,0.1645727050971985,19.7827,89.2934,4.51,50,0,0.0,0,0.0,1,0.0091,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,17,0,21,<=6,4,2,0.002821921420097351,21.5322,88.8969,4.13,50,1,0.0204,1,0.0302,1,0.0127,xenium_human_lymph_node_5k_seed4
Contiguous Random,18,3,31,<=6,6,7,0.02167209331722264,26.5124,116.9081,4.41,50,1,0.0614,1,0.0306,1,0.0086,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,18,3,31,<=6,6,5,0.06902921239894755,27.0832,110.9837,4.1,50,1,0.0455,1,0.0157,1,0.0106,xenium_human_lymph_node_5k_seed4
Contiguous Random,19,9,40,<=6,4,32,0.11113434577941894,23.2987,90.0349,3.86,50,0,0.0,1,0.0312,1,0.0451,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,19,9,40,<=6,4,13,0.03087420810699462,22.9164,89.0988,3.89,50,1,0.125,1,0.0842,1,0.0154,xenium_human_lymph_node_5k_seed4
Contiguous Random,20,6,32,<=6,5,1,3.6751691424585786e-06,19.5932,104.816,5.35,50,1,0.3333,1,0.4286,1,0.3182,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,20,6,32,<=6,5,8,0.059438165985376545,23.5623,101.8807,4.32,50,1,0.1111,1,0.0561,1,0.0153,xenium_human_lymph_node_5k_seed4
Contiguous Random,21,0,22,<=6,5,22,0.10774848568734263,24.7601,101.1794,4.09,50,0,0.0,1,0.0633,1,0.0136,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,21,0,22,<=6,5,38,0.08175188995335647,20.9298,99.1388,4.74,50,1,0.0667,1,0.0486,1,0.011,xenium_human_lymph_node_5k_seed4
Contiguous Random,22,3,12,<=6,5,1,2.0774371574106e-06,23.8383,105.5979,4.43,50,1,0.1636,1,0.085,1,0.013,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,22,3,12,<=6,5,1,-4.641851952869036e-06,28.6593,101.3692,3.54,50,1,0.2,1,0.0742,1,0.0142,xenium_human_lymph_node_5k_seed4
Contiguous Random,23,2,16,<=6,5,2,0.0016499511754254903,19.4388,98.9725,5.09,50,1,0.0417,1,0.0388,1,0.0119,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,23,2,16,<=6,5,6,0.06747248940582251,26.8872,100.0406,3.72,50,1,0.0833,1,0.0493,1,0.0135,xenium_human_lymph_node_5k_seed4
Contiguous Random,24,5,24,<=6,6,1,-1.219980072020288e-06,34.5964,114.8894,3.32,50,1,0.1636,1,0.0618,1,0.0094,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,24,5,24,<=6,6,5,0.05821703097895109,28.4157,109.7614,3.86,50,1,0.0769,1,0.0155,1,0.0087,xenium_human_lymph_node_5k_seed4
Contiguous Random,25,9,10,<=6,4,245,0.21882573950767514,18.5542,89.3251,4.81,50,0,0.0,0,0.0,1,0.0098,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,25,9,10,<=6,4,433,0.2164884547185898,21.2286,89.0486,4.19,50,0,0.0,0,0.0,1,0.0046,xenium_human_lymph_node_5k_seed4
Contiguous Random,26,2,12,<=6,6,5,0.027720337824962527,24.7887,114.6919,4.63,50,1,0.0526,1,0.0833,1,0.0276,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,26,2,12,<=6,6,1,3.51206390086789e-06,27.9519,111.1839,3.98,50,1,0.6667,1,0.2308,1,0.0462,xenium_human_lymph_node_5k_seed4
Contiguous Random,27,5,24,<=6,5,1,-2.419011232823731e-06,23.5177,99.8238,4.24,50,1,0.1556,1,0.0902,1,0.0131,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,27,5,24,<=6,5,1,-4.822657402758779e-06,30.7426,101.2861,3.29,50,1,0.2222,1,0.1818,1,0.0192,xenium_human_lymph_node_5k_seed4
Contiguous Random,28,5,28,<=6,4,2,0.02807077448844908,24.4225,95.4217,3.91,50,1,0.2857,1,0.1458,1,0.0389,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,28,5,28,<=6,4,12,0.04585112451076506,22.1625,90.4998,4.08,50,1,0.0556,1,0.0289,1,0.0139,xenium_human_lymph_node_5k_seed4
Contiguous Random,29,2,34,<=6,5,3,0.029544360429788363,20.977,101.086,4.82,50,1,0.1667,1,0.0735,1,0.0122,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,29,2,34,<=6,5,1,4.994848329359369e-06,24.4742,100.1824,4.09,50,1,0.1176,1,0.0488,1,0.011,xenium_human_lymph_node_5k_seed4
Contiguous Random,30,9,28,<=6,5,6,0.03880980590411898,28.8027,100.5323,3.49,50,1,0.0566,1,0.0259,1,0.0127,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,30,9,28,<=6,5,13,0.1112109476862444,27.7177,99.7631,3.6,50,0,0.0,1,0.0351,1,0.0138,xenium_human_lymph_node_5k_seed4
Contiguous Random,31,6,15,<=6,5,19,0.12591634145867664,24.891,99.9357,4.01,50,0,0.0,1,0.0732,1,0.0165,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,31,6,15,<=6,5,1,2.32406747013858e-07,24.4503,99.6372,4.08,50,1,0.5,1,0.5,1,0.2105,xenium_human_lymph_node_5k_seed4
Contiguous Random,32,9,43,<=6,6,14,0.13768704679754062,24.4297,115.6147,4.73,50,0,0.0,0,0.0,1,0.0856,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,32,9,43,<=6,6,5,0.024816625337723608,30.7489,109.688,3.57,50,1,0.1429,1,0.1667,1,0.0362,xenium_human_lymph_node_5k_seed4
Contiguous Random,33,8,37,<=6,5,3,0.15429896019735168,24.4411,99.1074,4.05,50,0,0.0,1,0.3333,1,0.25,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,33,8,37,<=6,5,3,0.15429896019735168,24.1657,100.7362,4.17,50,0,0.0,1,0.3333,1,0.25,xenium_human_lymph_node_5k_seed4
Contiguous Random,34,8,38,<=6,6,11,0.036724230583211115,24.1532,114.7152,4.75,50,1,0.0561,1,0.0191,1,0.0074,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,34,8,38,<=6,6,161,0.08565259687186985,19.4647,109.8763,5.64,50,1,0.0096,1,0.0071,1,0.0081,xenium_human_lymph_node_5k_seed4
Contiguous Random,35,7,19,<=6,6,1,3.7988586247261757e-06,27.8583,110.8871,3.98,50,1,0.0667,1,0.0474,1,0.0128,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,35,7,19,<=6,6,15,0.037654899489413696,30.9113,111.5791,3.61,50,1,0.0891,1,0.0311,1,0.0092,xenium_human_lymph_node_5k_seed4
Contiguous Random,36,8,20,<=6,4,8,0.0635241652107239,23.0376,95.1883,4.13,50,1,0.0909,1,0.0667,1,0.0232,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,36,8,20,<=6,4,1,2.713298797585306e-07,20.8458,90.0023,4.32,50,1,0.1,1,0.0469,1,0.0261,xenium_human_lymph_node_5k_seed4
Contiguous Random,37,7,2,<=6,6,10,0.06700926450288092,28.8817,112.2541,3.89,50,1,0.0833,1,0.08,1,0.019,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,37,7,2,<=6,6,1,-3.0946756472971515e-06,29.2685,110.5605,3.78,50,1,0.1667,1,0.0802,1,0.0157,xenium_human_lymph_node_5k_seed4
Contiguous Random,38,2,21,<=6,5,2,0.010307399434770187,29.6258,105.9719,3.58,50,1,0.0312,1,0.0376,1,0.0118,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,38,2,21,<=6,5,6,0.02782254032632886,26.9231,100.3965,3.73,50,1,0.0185,1,0.0376,1,0.0156,xenium_human_lymph_node_5k_seed4
Contiguous Random,39,9,32,<=6,5,4,0.054861608291840586,23.9783,101.5798,4.24,50,1,0.0714,1,0.0465,1,0.0123,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,39,9,32,<=6,5,12,0.02386131692404997,25.0681,101.8528,4.06,50,1,0.1447,1,0.0531,1,0.0134,xenium_human_lymph_node_5k_seed4
Contiguous Random,40,7,20,<=6,4,19,0.07922266171455383,21.5452,90.5753,4.2,50,0,0.0,1,0.0263,1,0.0118,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,40,7,20,<=6,4,6,0.08112806821823121,16.9848,89.5686,5.27,50,0,0.0,1,0.1455,1,0.0327,xenium_human_lymph_node_5k_seed4
Contiguous Random,41,5,42,<=6,5,2,0.013793645644985253,25.1387,99.7232,3.97,50,1,0.2703,1,0.0783,1,0.0127,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,41,5,42,<=6,5,10,0.03157327114071323,24.2252,103.164,4.26,50,1,0.1324,1,0.05,1,0.01,xenium_human_lymph_node_5k_seed4
Contiguous Random,42,0,21,<=6,4,49,0.0960569459438324,20.5595,89.8393,4.37,50,0,0.0,1,0.011,1,0.0095,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,42,0,21,<=6,4,1,4.396429061886975e-06,18.1399,89.5296,4.94,50,1,0.0833,1,0.089,1,0.0176,xenium_human_lymph_node_5k_seed4
Contiguous Random,43,3,16,<=6,4,12,0.11728459201812746,20.8722,90.4657,4.33,50,0,0.0,1,0.0244,1,0.0091,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,43,3,16,<=6,4,62,0.10896447927951813,26.0136,89.6239,3.45,50,0,0.0,1,0.016,1,0.0146,xenium_human_lymph_node_5k_seed4
Contiguous Random,44,4,12,<=6,5,2,0.009213825065768178,25.7136,102.1325,3.97,50,1,0.3261,1,0.128,1,0.015,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,44,4,12,<=6,5,3,0.021362000793516134,26.9583,102.4024,3.8,50,1,0.1667,1,0.1429,1,0.0213,xenium_human_lymph_node_5k_seed4
Contiguous Random,45,9,21,<=6,5,2,0.022683354636676256,22.1821,101.767,4.59,50,1,0.2143,1,0.0604,1,0.0125,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,45,9,21,<=6,5,2,0.022683354636676256,21.9064,103.6235,4.73,50,1,0.2143,1,0.0604,1,0.0125,xenium_human_lymph_node_5k_seed4
Contiguous Random,46,9,22,<=6,5,6,0.04404978236361079,22.1089,101.3429,4.58,50,1,0.0667,1,0.031,1,0.0127,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,46,9,22,<=6,5,4,0.020387667640763246,24.4926,100.8665,4.12,50,1,0.0455,1,0.051,1,0.0142,xenium_human_lymph_node_5k_seed4
Contiguous Random,47,3,18,<=6,6,1,-1.161011107253529e-07,25.9253,109.201,4.21,50,1,0.2188,1,0.0894,1,0.0189,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,47,3,18,<=6,6,1,4.6981278150060035e-06,24.7481,108.283,4.38,50,1,0.3125,1,0.2273,1,0.0478,xenium_human_lymph_node_5k_seed4
Contiguous Random,48,1,36,<=6,6,4,0.030894277743365006,30.1354,110.1758,3.66,50,1,0.2222,1,0.0909,1,0.0155,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,48,1,36,<=6,6,17,0.04803015595039056,26.2537,110.2033,4.2,50,1,0.0571,1,0.0401,1,0.014,xenium_human_lymph_node_5k_seed4
Contiguous Random,49,3,31,<=6,4,27,0.09346986316680911,21.7776,89.9017,4.13,50,0,0.0,1,0.0333,1,0.0265,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,49,3,31,<=6,4,1,-3.7875938415643517e-06,20.8913,90.4357,4.33,50,1,0.05,1,0.057,1,0.0175,xenium_human_lymph_node_5k_seed4
Contiguous Random,50,7,40,7-12,7,22,0.05512473770415971,30.1008,122.8462,4.08,50,1,0.0374,1,0.0154,1,0.0079,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,50,7,40,7-12,7,11,0.09517066380382333,26.8726,124.2034,4.62,50,1,0.0714,1,0.0314,1,0.0082,xenium_human_lymph_node_5k_seed4
Contiguous Random,51,6,5,7-12,7,1,1.8386290966398988e-06,22.5967,122.4665,5.42,50,1,0.8,1,0.7273,1,0.75,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,51,6,5,7-12,7,1,1.4194822175461752e-06,20.1332,120.2011,5.97,50,1,0.6667,1,0.8182,1,0.4783,xenium_human_lymph_node_5k_seed4
Contiguous Random,52,0,38,7-12,11,6,0.04503362152419094,44.9342,180.486,4.02,50,1,0.0164,1,0.0132,1,0.0076,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,52,0,38,7-12,11,3,0.011583980289398443,47.6702,177.2918,3.72,50,1,0.0676,1,0.0199,1,0.0076,xenium_human_lymph_node_5k_seed4
Contiguous Random,53,3,24,7-12,11,3,0.026392974153863213,44.3184,178.3385,4.02,50,1,0.0267,1,0.0125,1,0.0075,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,53,3,24,7-12,11,1,2.3455152309281857e-07,44.7737,178.0384,3.98,50,1,0.0368,1,0.0114,1,0.0075,xenium_human_lymph_node_5k_seed4
Contiguous Random,54,9,45,7-12,12,5,0.02445017539811356,46.962,197.6576,4.21,50,1,0.1024,1,0.0282,1,0.0082,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,54,9,45,7-12,12,19,0.075002955679629,45.621,194.9926,4.27,50,1,0.131,1,0.0404,1,0.0086,xenium_human_lymph_node_5k_seed4
Contiguous Random,55,7,10,7-12,8,1,-5.2289134910843416e-08,35.9298,136.5133,3.8,50,1,0.1429,1,0.0694,1,0.0089,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,55,7,10,7-12,8,5,0.06288408816007324,33.9471,134.8168,3.97,50,1,0.0588,1,0.1041,1,0.0098,xenium_human_lymph_node_5k_seed4
Contiguous Random,56,2,31,7-12,11,1,2.6089374618454286e-06,48.193,179.6174,3.73,50,1,0.1795,1,0.0465,1,0.0075,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,56,2,31,7-12,11,14,0.1083202515062488,47.5337,183.0031,3.85,50,1,0.1724,1,0.0646,1,0.0078,xenium_human_lymph_node_5k_seed4
Contiguous Random,57,5,7,7-12,7,21,0.09229700443467165,30.4784,120.8734,3.97,50,1,0.069,1,0.0525,1,0.0091,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,57,5,7,7-12,7,4,0.11021838964068603,38.1449,124.4724,3.26,50,0,0.0,1,0.0909,1,0.0112,xenium_human_lymph_node_5k_seed4
Contiguous Random,58,5,20,7-12,9,4,0.029013974151611333,40.4408,146.2426,3.62,50,1,0.0464,1,0.0253,1,0.0084,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,58,5,20,7-12,9,16,0.043136476033528603,38.9111,148.905,3.83,50,1,0.0541,1,0.0214,1,0.0082,xenium_human_lymph_node_5k_seed4
Contiguous Random,59,7,25,7-12,11,54,0.11841943994989912,45.2341,180.7162,4.0,50,1,0.0161,1,0.0228,1,0.0077,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,59,7,25,7-12,11,106,0.13362545351626431,45.4873,179.0091,3.94,50,0,0.0,1,0.012,1,0.0079,xenium_human_lymph_node_5k_seed4
Contiguous Random,60,1,31,7-12,8,1,6.3247391213216986e-09,35.3036,131.6538,3.73,50,1,0.4286,1,0.0745,1,0.0093,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,60,1,31,7-12,8,3,0.02541468787269202,36.3294,133.4312,3.67,50,1,0.0667,1,0.031,1,0.0081,xenium_human_lymph_node_5k_seed4
Contiguous Random,61,1,13,7-12,7,1,-4.0676106199954987e-07,38.0616,124.213,3.26,50,1,0.4,1,0.0855,1,0.0092,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,61,1,13,7-12,7,1,3.0324227817679628e-06,36.8936,121.1846,3.28,50,1,0.1818,1,0.1186,1,0.0094,xenium_human_lymph_node_5k_seed4
Contiguous Random,62,9,38,7-12,11,34,0.0538623104399652,57.5748,172.9537,3.0,50,1,0.0289,1,0.0144,1,0.0076,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,62,9,38,7-12,11,6,0.02537800589260064,45.7874,174.6133,3.81,50,1,0.0782,1,0.0214,1,0.0078,xenium_human_lymph_node_5k_seed4
Contiguous Random,63,4,3,7-12,11,10,0.03638512267998906,43.2906,180.4534,4.17,50,1,0.0518,1,0.0199,1,0.0076,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,63,4,3,7-12,11,5,0.02006392225682624,41.8814,183.8765,4.39,50,1,0.0667,1,0.0189,1,0.0076,xenium_human_lymph_node_5k_seed4
Contiguous Random,64,1,37,7-12,10,1,-4.3909899195004876e-06,44.6062,161.3878,3.62,50,1,0.625,1,0.1591,1,0.0116,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,64,1,37,7-12,10,6,0.031501806601666515,37.5708,163.033,4.34,50,1,0.06,1,0.0281,1,0.0091,xenium_human_lymph_node_5k_seed4
Contiguous Random,65,6,1,7-12,10,1,3.838517291132604e-06,39.6231,158.9071,4.01,50,1,0.2,1,0.0671,1,0.0127,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,65,6,1,7-12,10,2,0.0069992902835793736,36.3789,158.0212,4.34,50,1,0.1765,1,0.0488,1,0.0106,xenium_human_lymph_node_5k_seed4
Contiguous Random,66,5,17,7-12,7,28,0.12921404825118582,31.0522,122.869,3.96,50,0,0.0,1,0.035,1,0.0118,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,66,5,17,7-12,7,7,0.09320408750227988,33.4088,124.6259,3.73,50,0,0.0,1,0.0357,1,0.0149,xenium_human_lymph_node_5k_seed4
Contiguous Random,67,2,6,7-12,11,2,0.03130753480501092,42.6734,175.4563,4.11,50,1,0.1313,1,0.0402,1,0.0097,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,67,2,6,7-12,11,1,-2.070818481803016e-06,39.1462,173.8913,4.44,50,1,0.1149,1,0.0463,1,0.0146,xenium_human_lymph_node_5k_seed4
Contiguous Random,68,6,28,7-12,12,1,-1.1481474269103842e-06,48.776,193.6906,3.97,50,1,0.0676,1,0.0183,1,0.0074,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,68,6,28,7-12,12,1,-1.1481474269103842e-06,48.1877,190.0356,3.94,50,1,0.0676,1,0.0183,1,0.0074,xenium_human_lymph_node_5k_seed4
Contiguous Random,69,5,28,7-12,7,13,0.0413263054289465,29.57,121.9919,4.13,50,1,0.0941,1,0.0335,1,0.0099,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,69,5,28,7-12,7,2,0.02670310460787806,31.9357,121.1536,3.79,50,1,0.1667,1,0.118,1,0.0227,xenium_human_lymph_node_5k_seed4
Contiguous Random,70,0,36,7-12,12,32,0.0663826183728462,49.8169,195.2774,3.92,50,1,0.0105,1,0.0138,1,0.0077,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,70,0,36,7-12,12,24,0.09655852846070234,51.6161,195.3728,3.79,50,1,0.0952,1,0.024,1,0.0078,xenium_human_lymph_node_5k_seed4
Contiguous Random,71,3,40,7-12,12,28,0.08158724256087657,38.0069,190.5006,5.01,50,1,0.0286,1,0.0238,1,0.0136,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,71,3,40,7-12,12,14,0.06897186103350839,43.3527,189.0463,4.36,50,1,0.0417,1,0.037,1,0.0135,xenium_human_lymph_node_5k_seed4
Contiguous Random,72,9,24,7-12,11,104,0.09093699355457407,49.7185,180.0244,3.62,50,1,0.0229,1,0.0143,1,0.0077,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,72,9,24,7-12,11,3,0.001438589192457651,51.7093,176.9559,3.42,50,1,0.0133,1,0.0148,1,0.0076,xenium_human_lymph_node_5k_seed4
Contiguous Random,73,6,37,7-12,9,1,-3.570620218829035e-06,40.0618,147.8778,3.69,50,1,0.2273,1,0.0646,1,0.0094,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,73,6,37,7-12,9,1,-3.570620218829035e-06,39.905,149.2638,3.74,50,1,0.2273,1,0.0646,1,0.0094,xenium_human_lymph_node_5k_seed4
Contiguous Random,74,0,44,7-12,9,1,2.28163401289061e-06,33.5752,149.5942,4.46,50,1,0.0909,1,0.0636,1,0.0117,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,74,0,44,7-12,9,15,0.05403016751607259,31.2879,146.7391,4.69,50,1,0.0833,1,0.04,1,0.0096,xenium_human_lymph_node_5k_seed4
Contiguous Random,75,2,18,7-12,12,27,0.08192173266657932,53.4645,194.0467,3.63,50,1,0.0228,1,0.0124,1,0.0076,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,75,2,18,7-12,12,36,0.0779335502360684,52.9679,193.6019,3.66,50,1,0.0183,1,0.0098,1,0.0076,xenium_human_lymph_node_5k_seed4
Contiguous Random,76,8,36,7-12,7,1,-1.0146653562914665e-06,32.5653,121.3254,3.73,50,1,1.0,1,0.6,1,0.0641,xenium_human_lymph_node_5k_seed4
Non-Contiguous Random,76,8,36,7-12,7,2,0.028281619988065665,31.1719,120.8228,3.88,50,1,0.381,1,0.1289,1,0.012,xenium_human_lymph_node_5k_seed4
