query_idx,query_tile_id,Dataset,spindle_time_ms,bf_time_ms,speedup,exact_best_dist,spindle_best_dist,spindle_best_rank,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0,true_best_niche,direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s
0,8,cross_modal_brca_x2v_seed4,27.8046,1461.6972,52.57,137.4684,137.4684,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,4,all_niche,global,1,156,165,8.78
1,9,cross_modal_brca_x2v_seed4,25.0382,1512.7476,60.42,137.1702,137.1702,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,4,all_niche,global,1,156,165,8.78
2,14,cross_modal_brca_x2v_seed4,24.5352,1487.4721,60.63,139.8804,139.8804,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,4,all_niche,global,1,156,165,8.78
3,19,cross_modal_brca_x2v_seed4,24.7522,1493.2213,60.33,137.363,137.363,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,4,all_niche,global,1,156,165,8.78
4,21,cross_modal_brca_x2v_seed4,24.964,1500.7551,60.12,135.8283,135.8283,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,4,all_niche,global,1,156,165,8.78
5,22,cross_modal_brca_x2v_seed4,24.6958,1489.7185,60.32,140.3707,140.3707,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,4,all_niche,global,1,156,165,8.78
6,27,cross_modal_brca_x2v_seed4,24.9235,1509.6288,60.57,132.9422,132.9422,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,4,all_niche,global,1,156,165,8.78
7,29,cross_modal_brca_x2v_seed4,25.4686,1512.3459,59.38,132.8438,132.8438,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,4,all_niche,global,1,156,165,8.78
8,33,cross_modal_brca_x2v_seed4,24.8366,1508.5523,60.74,134.359,134.359,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,4,all_niche,global,1,156,165,8.78
9,35,cross_modal_brca_x2v_seed4,24.7731,1499.429,60.53,132.3223,132.3223,1,1,1.0,1,1.0,1,1.0,1,1.0,0,x2v,4,all_niche,global,1,156,165,8.78
