query_idx,query_tile_id,Dataset,spindle_time_ms,bf_time_ms,speedup,exact_best_dist,spindle_best_dist,spindle_best_rank,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0,true_best_niche,direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s
0,2,cross_modal_brca_v2x_seed4,19.1684,1605.5789,83.76,14.5469,14.5469,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
1,3,cross_modal_brca_v2x_seed4,15.93,1543.6996,96.91,14.2592,14.2592,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
2,4,cross_modal_brca_v2x_seed4,14.1946,1634.6832,115.16,13.4399,13.4399,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
3,7,cross_modal_brca_v2x_seed4,15.71,1575.7964,100.31,14.499,14.499,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,4,all_niche,global,3,165,156,2.29
4,8,cross_modal_brca_v2x_seed4,15.0546,1461.4863,97.08,15.3342,15.3342,1,1,1.0,1,1.0,1,1.0,1,0.9,1,v2x,4,all_niche,global,3,165,156,2.29
5,9,cross_modal_brca_v2x_seed4,15.7911,1593.9207,100.94,14.1013,14.1013,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
6,12,cross_modal_brca_v2x_seed4,15.5515,1586.0457,101.99,13.999,13.999,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
7,13,cross_modal_brca_v2x_seed4,15.3996,1571.0733,102.02,14.5004,14.5004,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,4,all_niche,global,3,165,156,2.29
8,16,cross_modal_brca_v2x_seed4,15.0339,1626.7645,108.21,14.805,14.805,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
9,20,cross_modal_brca_v2x_seed4,15.0306,1455.5335,96.84,15.1901,15.1901,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,4,all_niche,global,3,165,156,2.29
10,24,cross_modal_brca_v2x_seed4,13.2492,1629.6007,123.0,14.3755,14.3755,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
11,27,cross_modal_brca_v2x_seed4,14.7961,1641.1838,110.92,14.7431,14.7431,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
12,29,cross_modal_brca_v2x_seed4,15.1286,1604.4447,106.05,14.4571,14.4571,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
13,30,cross_modal_brca_v2x_seed4,14.9458,1616.8819,108.18,14.3696,14.3696,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
14,34,cross_modal_brca_v2x_seed4,15.2695,1615.211,105.78,13.5147,13.5147,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,4,all_niche,global,3,165,156,2.29
15,37,cross_modal_brca_v2x_seed4,15.0162,1620.128,107.89,14.1608,14.1608,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
16,42,cross_modal_brca_v2x_seed4,14.8978,1456.8498,97.79,15.1065,15.1065,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
17,46,cross_modal_brca_v2x_seed4,15.1861,1592.9723,104.9,14.4885,14.4885,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
18,47,cross_modal_brca_v2x_seed4,12.3515,1617.1412,130.93,17.1326,17.6815,5,0,0.0,0,0.0,1,0.2,1,0.2222,1,v2x,4,all_niche,global,3,165,156,2.29
19,54,cross_modal_brca_v2x_seed4,12.7842,1527.3624,119.47,15.9232,15.9232,1,1,1.0,1,1.0,1,0.75,1,0.6667,1,v2x,4,all_niche,global,3,165,156,2.29
20,59,cross_modal_brca_v2x_seed4,14.7575,1457.4756,98.76,14.6876,14.6876,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
21,60,cross_modal_brca_v2x_seed4,14.7725,1452.4872,98.32,14.3536,14.3536,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
22,64,cross_modal_brca_v2x_seed4,12.5932,1623.362,128.91,14.6751,14.6751,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
23,67,cross_modal_brca_v2x_seed4,11.6036,1633.3726,140.76,16.5848,18.6786,9,0,0.0,0,0.0,0,0.0,0,0.0,1,v2x,4,all_niche,global,3,165,156,2.29
24,68,cross_modal_brca_v2x_seed4,15.2545,1562.759,102.45,14.3977,14.3977,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
25,75,cross_modal_brca_v2x_seed4,14.8373,1646.3557,110.96,14.2379,14.2379,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
26,77,cross_modal_brca_v2x_seed4,12.0476,1582.847,131.38,17.6994,17.8117,2,1,0.5,1,0.5,1,0.3333,1,0.2857,1,v2x,4,all_niche,global,3,165,156,2.29
27,82,cross_modal_brca_v2x_seed4,14.7906,1626.8145,109.99,14.7454,14.7454,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
28,83,cross_modal_brca_v2x_seed4,14.3552,1650.3297,114.96,14.8672,14.8672,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
29,85,cross_modal_brca_v2x_seed4,14.7397,1630.2805,110.6,14.4989,14.4989,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
30,87,cross_modal_brca_v2x_seed4,14.3781,1606.2269,111.71,14.5776,14.5776,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,4,all_niche,global,3,165,156,2.29
31,89,cross_modal_brca_v2x_seed4,15.6982,1600.4445,101.95,13.6587,13.6587,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,4,all_niche,global,3,165,156,2.29
32,91,cross_modal_brca_v2x_seed4,14.4327,1608.1648,111.43,14.5075,14.5075,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,4,all_niche,global,3,165,156,2.29
33,92,cross_modal_brca_v2x_seed4,15.0231,1640.3165,109.19,14.4112,14.4112,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
