Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,0,11,<=6,4,2,0.17404815062046053,6.6002,20.6341,3.13,50,1,0.5,1,0.4737,1,0.1711,xenium_human_breast_cancer_seed2
Non-Contiguous Random,0,0,11,<=6,4,6,0.21984734252929689,4.4115,20.1664,4.57,50,0,0.0,1,0.0833,1,0.0962,xenium_human_breast_cancer_seed2
Contiguous Random,1,2,5,<=6,6,38,0.16745220867453092,5.2064,23.896,4.59,50,1,0.0395,1,0.059,1,0.0533,xenium_human_breast_cancer_seed2
Non-Contiguous Random,1,2,5,<=6,6,1,-4.151672924335159e-07,7.9664,23.4905,2.95,50,1,0.0667,1,0.1006,1,0.0606,xenium_human_breast_cancer_seed2
Contiguous Random,2,1,3,<=6,4,1,-1.5916442871093464e-06,4.4464,19.7625,4.44,50,1,0.7778,1,0.6667,1,0.6034,xenium_human_breast_cancer_seed2
Non-Contiguous Random,2,1,3,<=6,4,1,3.4472465515189565e-06,4.8835,20.2443,4.15,50,1,1.0,1,1.0,1,1.0,xenium_human_breast_cancer_seed2
Contiguous Random,3,2,12,<=6,4,1,-3.2425498962540544e-06,4.1669,20.3741,4.89,50,1,0.1786,1,0.1818,1,0.0613,xenium_human_breast_cancer_seed2
Non-Contiguous Random,3,2,12,<=6,4,1,-3.291487693790618e-06,4.0421,20.4426,5.06,50,1,0.0877,1,0.0846,1,0.0457,xenium_human_breast_cancer_seed2
Contiguous Random,4,1,12,<=6,4,4,0.03400821774005891,4.106,20.5584,5.01,50,1,0.0952,1,0.0513,1,0.0377,xenium_human_breast_cancer_seed2
Non-Contiguous Random,4,1,12,<=6,4,6,0.10804453868865965,4.4328,20.3651,4.59,50,1,0.0526,1,0.0382,1,0.0458,xenium_human_breast_cancer_seed2
Contiguous Random,5,2,12,<=6,4,4,0.011035753326416015,3.3809,20.5722,6.08,50,1,0.2472,1,0.1641,1,0.0648,xenium_human_breast_cancer_seed2
