Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,0,5,<=6,4,1,-3.300743103062942e-06,2.7376,9.1906,3.36,50,1,1.0,1,0.3333,1,0.5294,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,0,0,5,<=6,4,1,-2.6448535919154637e-06,2.5451,8.7977,3.46,50,1,1.0,1,0.7143,1,0.8571,xenium_human_skin_melanoma_seed2
Contiguous Random,1,2,15,<=6,6,26,0.1521263261557535,2.9046,11.4944,3.96,50,0,0.0,1,0.0462,1,0.0472,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,1,2,15,<=6,6,6,0.0737681257878931,2.3956,10.6344,4.44,50,1,0.1111,1,0.0526,1,0.0308,xenium_human_skin_melanoma_seed2
Contiguous Random,2,2,2,<=6,4,1,-2.0383644103727505e-06,2.3043,8.736,3.79,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,2,2,2,<=6,4,1,-3.6536175012577554e-06,3.075,8.8178,2.87,50,1,1.0,1,0.9333,1,0.9429,xenium_human_skin_melanoma_seed2
Contiguous Random,3,2,15,<=6,5,42,0.3983871742513573,2.8369,9.9881,3.52,50,0,0.0,0,0.0,1,0.0116,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,3,2,15,<=6,5,22,0.6026883400645432,2.5878,9.8999,3.83,50,0,0.0,0,0.0,0,0.0,xenium_human_skin_melanoma_seed2
Contiguous Random,4,1,1,<=6,6,1,-2.220208956710268e-06,2.5385,9.3036,3.67,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,4,1,1,<=6,6,1,-1.654413287317802e-06,3.5525,9.3762,2.64,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed2
Contiguous Random,5,1,8,<=6,5,1,-2.6370636148076443e-06,3.0974,9.9051,3.2,50,1,1.0,1,0.875,1,0.913,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,5,1,8,<=6,5,1,1.5742033123711252e-06,2.7,9.8519,3.65,50,1,1.0,1,0.5,1,0.4146,xenium_human_skin_melanoma_seed2
Contiguous Random,6,0,14,<=6,4,1,1.43356323228927e-07,2.5917,9.4048,3.63,50,1,0.5,1,0.1765,1,0.1618,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,6,0,14,<=6,4,15,0.32226643044471737,2.3337,9.3028,3.99,50,0,0.0,0,0.0,1,0.0897,xenium_human_skin_melanoma_seed2
Contiguous Random,7,1,16,<=6,4,5,0.2957848288297653,1.5443,9.2635,6.0,50,0,0.0,0,0.0,1,0.0952,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,7,1,16,<=6,4,15,0.1519337614822388,1.672,9.2699,5.54,50,0,0.0,1,0.1087,1,0.0815,xenium_human_skin_melanoma_seed2
Contiguous Random,8,0,11,<=6,6,5,0.048954774147903446,3.1206,10.764,3.45,50,1,0.0714,1,0.0465,1,0.0759,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,8,0,11,<=6,6,5,0.15103640058874945,5.5024,10.7197,1.95,50,0,0.0,1,0.1389,1,0.097,xenium_human_skin_melanoma_seed2
Contiguous Random,9,2,14,<=6,5,45,0.2608122399484414,2.9548,9.9625,3.37,50,0,0.0,1,0.0543,1,0.105,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,9,2,14,<=6,5,7,0.0726372460528088,2.7165,10.1039,3.72,50,1,0.1852,1,0.2066,1,0.1071,xenium_human_skin_melanoma_seed2
Contiguous Random,10,0,10,<=6,5,2,0.053113815796776986,2.9308,10.1054,3.45,50,1,0.5,1,0.4,1,0.2826,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,10,0,10,<=6,5,40,0.5385188044803927,3.2288,10.0797,3.12,50,0,0.0,0,0.0,1,0.1,xenium_human_skin_melanoma_seed2
Contiguous Random,11,1,15,<=6,4,43,0.2546610005235672,1.8425,9.3708,5.09,50,0,0.0,1,0.0291,1,0.0701,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,11,1,15,<=6,4,2,0.026798749961853052,3.7636,9.3031,2.47,50,1,0.2632,1,0.1626,1,0.0806,xenium_human_skin_melanoma_seed2
Contiguous Random,12,1,6,<=6,5,1,4.414861367596501e-06,2.8212,9.4498,3.35,50,1,0.5,1,0.5652,1,0.3947,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,12,1,6,<=6,5,1,2.1821481004380416e-06,2.5343,9.5685,3.78,50,1,1.0,1,0.4444,1,0.3659,xenium_human_skin_melanoma_seed2
Contiguous Random,13,1,4,<=6,4,1,-2.5276947021486695e-06,2.323,9.0111,3.88,50,1,1.0,1,0.96,1,0.9655,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,13,1,4,<=6,4,1,-4.836616516123993e-06,2.6499,9.0088,3.4,50,1,0.9,1,0.9412,1,0.7692,xenium_human_skin_melanoma_seed2
Contiguous Random,14,1,3,<=6,5,2,0.14784474606960382,2.4388,9.1761,3.76,50,1,0.5,1,0.5714,1,0.7667,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,14,1,3,<=6,5,1,-3.0817892437556837e-06,2.7186,9.2441,3.4,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed2
Contiguous Random,15,1,15,<=6,4,16,0.4531557457351685,2.1932,9.3166,4.25,50,0,0.0,0,0.0,1,0.1351,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,15,1,15,<=6,4,1,1.6851997375333383e-06,2.6276,9.2318,3.51,50,1,1.0,1,1.0,1,0.4242,xenium_human_skin_melanoma_seed2
Contiguous Random,16,2,11,<=6,4,1,3.1696510314760395e-06,3.1388,9.2196,2.94,50,1,1.0,1,0.8947,1,0.402,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,16,2,11,<=6,4,4,0.04511268616676328,3.6759,9.2073,2.5,50,1,0.1429,1,0.1467,1,0.0959,xenium_human_skin_melanoma_seed2
Contiguous Random,17,2,1,<=6,5,1,5.569136957150889e-09,3.7149,8.834,2.38,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,17,2,1,<=6,5,1,1.1714382390226596e-06,2.9566,9.1956,3.11,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed2
Contiguous Random,18,1,1,<=6,4,1,3.933067321777728e-06,2.4573,8.5446,3.48,50,1,0.9474,1,0.8718,1,0.7833,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,18,1,1,<=6,4,1,-4.61895197629951e-06,2.3871,8.9412,3.75,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed2
Contiguous Random,19,2,12,<=6,6,1,2.2150090223105323e-06,2.3557,10.3825,4.41,50,1,1.0,1,0.9474,1,0.4302,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,19,2,12,<=6,6,1,-3.039258081427576e-06,3.0538,10.4552,3.42,50,1,0.75,1,0.5909,1,0.7414,xenium_human_skin_melanoma_seed2
Contiguous Random,20,0,5,<=6,4,1,-4.022960662819486e-06,2.5694,8.8618,3.45,50,1,0.8333,1,0.76,1,0.5455,xenium_human_skin_melanoma_seed2
Non-Contiguous Random,20,0,5,<=6,4,2,0.02437888687133788,2.4765,8.7292,3.52,50,1,0.75,1,0.7368,1,0.6825,xenium_human_skin_melanoma_seed2
Contiguous Random,21,0,11,<=6,6,1,7.039069305214696e-08,3.1552,10.5041,3.33,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed2
