# Panel E -- Xenium Cell Coordinates
# 
# Scatter-plot background layer: spatial (x, y) coordinates of a representative
# sample of Xenium single cells from the human breast-cancer dataset.
# 
# Columns:
#   x -- Spatial x-coordinate of the cell centroid (microns)
#   y -- Spatial y-coordinate of the cell centroid (microns)
# 
# Source CSV : results/cross_modal_search/spatial_coords_sample.csv (Xenium rows)
# Generated by: benchmarks/cross_modal_search.py
#
x,y
568.127880859375,6218.217749023437
1110.6202514648437,6666.954248046874
4483.506787109375,115.52638244628906
1435.7788696289062,1372.5165405273438
3224.0140991210938,1504.4585998535156
1660.5338317871094,1564.797808837891
2767.7566772460937,2234.154443359375
3481.9930419921875,700.1470336914062
3047.1603515625,446.0190826416015
2493.533520507812,1698.0034545898436
3117.828845214844,6845.899584960937
1246.56318359375,5284.538818359375
577.6180603027343,2471.4638183593747
3448.188940429688,1954.280737304688
4257.55537109375,600.3315917968749
4773.077050781249,551.0584655761719
1345.1328857421877,5452.057299804687
3128.093176269532,4311.309985351562
3877.28330078125,5353.684326171875
3726.4697265625,3015.7697021484373
5239.988525390625,3367.5285888671874
1214.5206115722656,1063.895050048828
2824.415734863281,1680.43837890625
3364.335485839844,6020.962548828124
4397.280346679688,5821.955053710937
4204.606762695313,5176.203662109375
4717.988500976562,6565.107397460937
556.2463500976562,2661.396691894531
4405.389379882812,5751.540356445313
2261.7817260742186,1158.5783264160157
3313.883544921875,5331.075903320312
3202.595178222656,1506.836358642578
1392.7730407714844,869.5492736816406
3986.533203125,5711.289038085937
974.59638671875,3231.9079345703126
1615.892022705078,1767.1323608398436
1702.0326538085938,144.9486183166504
1795.3533569335937,172.193196105957
4764.391528320312,2818.6483520507813
3018.68369140625,779.2517150878906
1770.272546386719,2309.409533691406
2334.163708496093,728.7556243896485
2718.9694580078126,1564.2090759277344
3448.421362304688,1979.737365722656
4737.723193359375,1323.4246826171875
729.3576385498046,1767.0491455078125
565.6468811035156,2093.240380859375
4460.976806640625,5902.852392578125
4439.502685546875,3166.7314453125
3831.922021484375,617.1151489257812
2958.797082519531,1413.189123535156
338.1382125854492,959.5001708984374
3571.0658203125,5621.755151367187
3594.21669921875,2694.4169921875
1018.4141357421876,618.3986053466797
2186.7046875,3643.4424072265615
2802.0853881835938,3715.352075195312
2343.35537109375,5819.209155273437
4523.636499023437,6028.3826171875
836.8788513183594,287.50445861816405
2147.9614135742186,275.8971649169921
2818.2677612304688,3835.394653320313
2516.722998046875,5717.7337646484375
584.6277587890625,5454.4827880859375
3814.822827148437,5671.04560546875
4310.30517578125,798.865786743164
4517.650805664062,2829.6012329101563
