# Panel F -- Pathway Score Comparison (All Five Gene-List Niches)
# 
# Horizontal grouped bar chart: Tissue Background score vs. SPINDLE Top-10
# enrichment score for each of the five gene-signature queries on breast-cancer.
# Scores are Scanpy sc.score_genes() values.
# 
# Columns:
#   niche_key              -- Internal key matching the benchmark CSV index
#   niche_label            -- Multi-line label used on the chart y-axis
#   background_score       -- Mean sc.score_genes() over all tissue cells
#   enrichment_score_at_10 -- Mean sc.score_genes() inside top-10 SPINDLE tiles
# 
# Source CSV : results/gene_signature_search/benchmark_metrics.csv
# Generated by: benchmarks/gene_signature_search.py  (dataset: breast_cancer)
# 
# NOTE: If benchmark_metrics.csv is missing or all |background_score| < 0.1,
# paper-reported fallback values are used instead.
#
niche_key,niche_label,background_score,enrichment_score_at_10
Luminal_Tumor_Core,"Invasive Tumour
& DCIS Core",2.231312110923549,5.579357718751546
Basal_Myoepithelial,"Myoepithelial
& Basal Layer",-0.0173266562412336,0.993737218813906
Proliferation_Signature,"Proliferating
Tumour Cells",0.0286495295994372,0.2868908382066277
Endothelial_Vascular,"Vasculature &
Endothelial",0.0105700562582604,0.1913542926239419
Macrophage_Myeloid,"Macrophage &
Dendritic Cell",0.0071135786031594,-0.0670882936507936
