# Panel H -- Cross-Modal Retrieval Metrics
# 
# Bar chart of Recall@eps=0.1 and Overlap@eps=0.5 per query direction in the
# Xenium <-> Visium cross-modal search experiment (human breast-cancer dataset),
# mean +/- s.d. across seeds (all-niche search, block-diagonalized ground truth).
# 
# Columns:
#   direction              -- Internal key ("x2v"=Xenium->Visium, "v2x"=Visium->Xenium)
#   direction_label        -- Human-readable label used on the chart axis
#   n_seeds                -- Number of seeds aggregated
#   <metric>_pct / _sd_pct -- Mean / s.d. across seeds (%), metric in
#                             recall_at_eps_{0.1,0.5}, overlap_at_eps_{0.5,1.0}
#   mean_speedup / sd_speedup -- Speedup vs. whole-matrix brute force
# 
# Source CSV : results/cross_modal_search/summary.csv
# Generated by: benchmarks/cross_modal_search.py + benchmarks/multiseed_cross_modal_search.py
#
direction,direction_label,n_seeds,recall_at_eps_0.1_pct,recall_at_eps_0.1_sd_pct,recall_at_eps_0.5_pct,recall_at_eps_0.5_sd_pct,overlap_at_eps_0.5_pct,overlap_at_eps_0.5_sd_pct,overlap_at_eps_1.0_pct,overlap_at_eps_1.0_sd_pct,mean_speedup,sd_speedup
x2v,Xenium to Visium,5,100.0,0.0,100.0,0.0,100.0,0.0,98.7818,1.2628122742514,69.40590751841097,7.601389787538608
v2x,Visium to Xenium,5,95.59999999999998,3.28633534503099,96.39999999999999,2.60768096208106,94.10092,3.29928495465305,93.14732,3.9665822910914,106.0959212388402,8.258620698262463
