Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,14,18,<=6,5,3,0.0847804384400472,23.139,144.1373,6.23,50,1,0.2727,1,0.2917,1,0.226,xenium_human_brain_cancer_seed0
Non-Contiguous Random,0,14,18,<=6,5,14,0.06056859503306944,14.2786,146.9199,10.29,50,1,0.0174,1,0.0129,1,0.0055,xenium_human_brain_cancer_seed0
Contiguous Random,1,7,21,<=6,5,1,4.133854610122167e-06,24.2059,148.3092,6.13,50,1,0.1739,1,0.0624,1,0.0081,xenium_human_brain_cancer_seed0
Non-Contiguous Random,1,7,21,<=6,5,2,0.02626817743964177,29.5049,127.4858,4.32,50,1,0.0896,1,0.0543,1,0.0088,xenium_human_brain_cancer_seed0
Contiguous Random,2,9,20,<=6,4,5,0.030735630445480333,20.6091,108.0519,5.24,50,1,0.0769,1,0.0347,1,0.0097,xenium_human_brain_cancer_seed0
Non-Contiguous Random,2,9,20,<=6,4,1,-4.253742694852736e-06,23.3215,107.2865,4.6,50,1,0.5,1,0.0652,1,0.0234,xenium_human_brain_cancer_seed0
Contiguous Random,3,11,23,<=6,4,270,0.14895636120796202,22.7843,108.2931,4.75,50,1,0.0101,1,0.013,1,0.0061,xenium_human_brain_cancer_seed0
Non-Contiguous Random,3,11,23,<=6,4,22,0.15338021347522734,25.0631,107.9458,4.31,50,0,0.0,1,0.0231,1,0.0064,xenium_human_brain_cancer_seed0
Contiguous Random,4,1,13,<=6,6,13,0.2759863657409356,21.7044,115.6726,5.33,50,0,0.0,1,0.2083,1,0.2946,xenium_human_brain_cancer_seed0
Non-Contiguous Random,4,1,13,<=6,6,1,2.730617034461119e-06,20.6222,113.8075,5.52,50,1,0.4348,1,0.3608,1,0.2604,xenium_human_brain_cancer_seed0
Contiguous Random,5,8,11,<=6,5,6,0.03649,17.9312,135.7393,7.57,50,1,0.3239,1,0.2886,1,0.1856,xenium_human_brain_cancer_seed0
Non-Contiguous Random,5,8,11,<=6,5,2,0.009075148072887836,19.2159,105.6867,5.5,50,1,0.2389,1,0.1559,1,0.1319,xenium_human_brain_cancer_seed0
Contiguous Random,6,15,18,<=6,4,29,0.15248403385400772,18.8372,105.8451,5.62,50,0,0.0,1,0.0299,1,0.0312,xenium_human_brain_cancer_seed0
Non-Contiguous Random,6,15,18,<=6,4,1544,0.7467963066959382,21.8082,112.3747,5.15,50,0,0.0,0,0.0,0,0.0,xenium_human_brain_cancer_seed0
Contiguous Random,7,9,14,<=6,6,1,-4.978976501267968e-06,22.3341,116.7737,5.23,50,1,0.6154,1,0.5667,1,0.4941,xenium_human_brain_cancer_seed0
Non-Contiguous Random,7,9,14,<=6,6,1,1.26576824061031e-06,23.4623,117.1564,4.99,50,1,0.5588,1,0.5455,1,0.4273,xenium_human_brain_cancer_seed0
Contiguous Random,8,1,8,<=6,6,2,0.08021498180373966,20.1976,109.0645,5.4,50,1,0.5714,1,0.5,1,0.213,xenium_human_brain_cancer_seed0
Non-Contiguous Random,8,1,8,<=6,6,2,0.015197391795162787,20.4921,145.8889,7.12,50,1,0.5294,1,0.4,1,0.2836,xenium_human_brain_cancer_seed0
Contiguous Random,9,1,22,<=6,5,19,0.08901434329661553,22.0681,134.5135,6.1,50,1,0.0429,1,0.0205,1,0.0068,xenium_human_brain_cancer_seed0
Non-Contiguous Random,9,1,22,<=6,5,34,0.07809819426096992,21.864,124.5096,5.69,50,1,0.0129,1,0.0135,1,0.0057,xenium_human_brain_cancer_seed0
Contiguous Random,10,13,18,<=6,5,451,0.18972324764695175,27.4493,118.967,4.33,50,0,0.0,1,0.0026,1,0.0051,xenium_human_brain_cancer_seed0
Non-Contiguous Random,10,13,18,<=6,5,1369,0.317859484614817,24.1043,119.7661,4.97,50,0,0.0,1,0.0011,1,0.0051,xenium_human_brain_cancer_seed0
Contiguous Random,11,10,15,<=6,6,6,0.07863258775386367,25.6451,123.1104,4.8,50,1,0.125,1,0.0861,1,0.0225,xenium_human_brain_cancer_seed0
Non-Contiguous Random,11,10,15,<=6,6,1,-8.887531139367688e-07,24.032,120.8415,5.03,50,1,0.6667,1,0.5,1,0.1399,xenium_human_brain_cancer_seed0
Contiguous Random,12,15,14,<=6,6,7,0.06068500522911213,28.9053,125.2653,4.33,50,1,0.1311,1,0.0414,1,0.0148,xenium_human_brain_cancer_seed0
Non-Contiguous Random,12,15,14,<=6,6,1,-3.416744135731342e-06,27.2862,130.8147,4.79,50,1,0.0769,1,0.0542,1,0.0285,xenium_human_brain_cancer_seed0
Contiguous Random,13,3,15,<=6,5,2,0.06217,25.7679,112.2532,4.36,50,1,0.625,1,0.32,1,0.187,xenium_human_brain_cancer_seed0
Non-Contiguous Random,13,3,15,<=6,5,8,0.2043239572426616,19.6806,113.3,5.76,50,0,0.0,1,0.1154,1,0.0529,xenium_human_brain_cancer_seed0
Contiguous Random,14,5,3,<=6,6,1,-2.2313116646993647e-06,20.6081,106.6442,5.17,50,1,1.0,1,1.0,1,1.0,xenium_human_brain_cancer_seed0
Non-Contiguous Random,14,5,3,<=6,6,1,0.0,22.6898,133.7714,5.9,50,1,0.6087,1,0.5647,1,0.4808,xenium_human_brain_cancer_seed0
Contiguous Random,15,2,25,<=6,4,190,0.1606614227962494,23.2364,108.2454,4.66,50,0,0.0,1,0.0031,1,0.0055,xenium_human_brain_cancer_seed0
Non-Contiguous Random,15,2,25,<=6,4,72,0.11496498818874357,17.5007,113.052,6.46,50,1,0.013,1,0.0115,1,0.0066,xenium_human_brain_cancer_seed0
Contiguous Random,16,7,14,<=6,6,1,-2.5638925503501664e-06,25.7379,117.2676,4.56,50,1,1.0,1,0.9412,1,0.7895,xenium_human_brain_cancer_seed0
Non-Contiguous Random,16,7,14,<=6,6,1,-4.522984340227243e-06,25.4756,117.7794,4.62,50,1,1.0,1,1.0,1,1.0,xenium_human_brain_cancer_seed0
Contiguous Random,17,4,4,<=6,4,1,0.0,17.6526,97.9019,5.55,50,1,0.0646,1,0.0625,1,0.0629,xenium_human_brain_cancer_seed0
Non-Contiguous Random,17,4,4,<=6,4,1,0.0,18.107,97.267,5.37,50,1,0.0108,1,0.0108,1,0.0108,xenium_human_brain_cancer_seed0
Contiguous Random,18,9,14,<=6,5,13,0.39828417250262926,20.2167,110.7939,5.48,50,0,0.0,0,0.0,1,0.1311,xenium_human_brain_cancer_seed0
