dataset,target_cells,actual_cells,real_base_cells,synthesis_method,seed,num_tiles,build_time_s,index_size_mb
xenium_human_breast_cancer,500000,500000,159226,bootstrap_replicate_jitter,0,5929,105.59,61.06
