Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,1,20,<=6,4,2,0.0839380399131775,5.8694,27.5033,4.69,50,1,0.6,1,0.4167,1,0.2326,xenium_human_lymph_node_seed4
Non-Contiguous Random,0,1,20,<=6,4,2,0.08619835807800291,9.1188,27.1663,2.98,50,1,0.5,1,0.6,1,0.3426,xenium_human_lymph_node_seed4
Contiguous Random,1,0,8,<=6,4,28,0.24843536285877227,5.3272,26.5099,4.98,50,0,0.0,1,0.0652,1,0.0449,xenium_human_lymph_node_seed4
Non-Contiguous Random,1,0,8,<=6,4,9,0.19476013563156128,5.0698,26.468,5.22,50,0,0.0,1,0.0909,1,0.0714,xenium_human_lymph_node_seed4
Contiguous Random,2,1,10,<=6,4,1,-7.045984268261307e-07,6.0107,26.4188,4.4,50,1,0.4286,1,0.36,1,0.1018,xenium_human_lymph_node_seed4
Non-Contiguous Random,2,1,10,<=6,4,46,0.1088915219640732,4.5789,26.4139,5.77,50,1,0.0154,1,0.0436,1,0.0372,xenium_human_lymph_node_seed4
Contiguous Random,3,5,9,<=6,4,4,0.07855610337734223,7.5637,26.4084,3.49,50,1,0.2222,1,0.2333,1,0.1128,xenium_human_lymph_node_seed4
Non-Contiguous Random,3,5,9,<=6,4,3,0.02300120448589324,7.3672,26.3749,3.58,50,1,0.2222,1,0.1406,1,0.1127,xenium_human_lymph_node_seed4
Contiguous Random,4,5,7,<=6,6,1,-4.8684016631384e-06,8.8796,30.2128,3.4,50,1,1.0,1,1.0,1,0.8974,xenium_human_lymph_node_seed4
Non-Contiguous Random,4,5,7,<=6,6,1,-4.5460516883699675e-06,8.6284,30.3348,3.52,50,1,0.8,1,0.52,1,0.2139,xenium_human_lymph_node_seed4
Contiguous Random,5,5,13,<=6,6,1,2.2090000752483796e-06,8.1678,31.0897,3.81,50,1,1.0,1,1.0,1,1.0,xenium_human_lymph_node_seed4
Non-Contiguous Random,5,5,13,<=6,6,1,1.7198157037934259e-06,7.3599,31.0601,4.22,50,1,0.6667,1,0.234,1,0.0928,xenium_human_lymph_node_seed4
Contiguous Random,6,2,10,<=6,6,1,1.9589609538961383e-06,5.2637,31.2221,5.93,50,1,0.7059,1,0.6667,1,0.4464,xenium_human_lymph_node_seed4
Non-Contiguous Random,6,2,10,<=6,6,1,-6.800144072838243e-07,9.1851,30.6474,3.34,50,1,1.0,1,1.0,1,1.0,xenium_human_lymph_node_seed4
Contiguous Random,7,5,11,<=6,6,7,0.09533707357613047,8.4337,30.6337,3.63,50,1,0.3,1,0.15,1,0.0492,xenium_human_lymph_node_seed4
Non-Contiguous Random,7,5,11,<=6,6,20,0.22405643030769046,7.826,30.4182,3.89,50,0,0.0,1,0.0741,1,0.0543,xenium_human_lymph_node_seed4
Contiguous Random,8,4,14,<=6,6,3,0.06811388769349819,7.1183,31.627,4.44,50,1,0.25,1,0.1562,1,0.0655,xenium_human_lymph_node_seed4
Non-Contiguous Random,8,4,14,<=6,6,28,0.17067365610089852,8.0444,31.2734,3.89,50,1,0.0333,1,0.0329,1,0.0308,xenium_human_lymph_node_seed4
