Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Non-Contiguous Random,7,2,2,<=6,6,1,-1.2838546060711664e-06,3.7951,9.6339,2.54,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,8,0,10,<=6,4,1,-3.3994674683013315e-06,3.5696,9.3054,2.61,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,8,0,10,<=6,4,1,-1.8899726867971367e-06,2.1826,9.3285,4.27,50,1,1.0,1,1.0,1,0.6842,xenium_human_skin_melanoma_seed4
Contiguous Random,9,3,3,<=6,6,1,-9.516446604074247e-07,3.0123,10.0017,3.32,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,9,3,3,<=6,6,1,-2.616926467302605e-06,3.929,10.1023,2.57,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,10,2,15,<=6,4,12,0.08692878820419314,4.5805,9.4402,2.06,50,1,0.2381,1,0.1722,1,0.0861,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,10,2,15,<=6,4,3,0.04953391288757325,5.1915,9.8285,1.89,50,1,0.2381,1,0.2409,1,0.0924,xenium_human_skin_melanoma_seed4
Contiguous Random,11,2,18,<=6,5,6,0.12015157724247172,2.8387,10.1348,3.57,50,1,0.2,1,0.122,1,0.1006,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,11,2,18,<=6,5,18,0.0911864817454775,3.0088,9.9795,3.32,50,1,0.06,1,0.0656,1,0.0775,xenium_human_skin_melanoma_seed4
Contiguous Random,12,2,4,<=6,4,1,-2.794098854064231e-06,3.1342,8.9168,2.84,50,1,1.0,1,0.6667,1,0.3469,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,12,2,4,<=6,4,1,-4.467921257023111e-06,3.0814,8.9516,2.91,50,1,0.1111,1,0.4194,1,0.3468,xenium_human_skin_melanoma_seed4
Contiguous Random,13,3,17,<=6,5,1,-2.54092324786237e-06,3.5808,9.5415,2.66,50,1,1.0,1,1.0,1,0.9286,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,13,3,17,<=6,5,1,-2.7763524482471436e-06,3.4864,9.7646,2.8,50,1,0.6667,1,0.7143,1,0.6,xenium_human_skin_melanoma_seed4
Contiguous Random,14,2,0,<=6,4,1,-3.9946365356438585e-06,2.4735,8.3668,3.38,50,1,0.8824,1,0.8974,1,0.6,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,14,2,0,<=6,4,1,0.0,2.8613,8.3459,2.92,50,1,0.1155,1,0.1155,1,0.1155,xenium_human_skin_melanoma_seed4
Contiguous Random,15,0,10,<=6,6,3,0.01843029702471577,2.5388,10.9738,4.32,50,1,0.1765,1,0.1509,1,0.0955,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,15,0,10,<=6,6,1,3.7258900779102433e-06,4.1854,11.3456,2.71,50,1,0.8696,1,0.6481,1,0.3034,xenium_human_skin_melanoma_seed4
Contiguous Random,16,1,19,<=6,5,2,0.13108829932576727,3.3958,10.1982,3.0,50,1,0.4,1,0.35,1,0.3038,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,16,1,19,<=6,5,36,0.45341537895354245,3.0849,10.0774,3.27,50,0,0.0,0,0.0,1,0.1471,xenium_human_skin_melanoma_seed4
Contiguous Random,17,1,15,<=6,4,1,4.219865799015565e-07,3.0679,9.1269,2.97,50,1,0.7778,1,0.5862,1,0.3158,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,17,1,15,<=6,4,13,0.13782394666194914,3.2723,9.3626,2.86,50,1,0.1333,1,0.2267,1,0.1708,xenium_human_skin_melanoma_seed4
Contiguous Random,18,2,9,<=6,4,2,0.0002918500280380265,2.2804,9.2832,4.07,50,1,0.0556,1,0.0864,1,0.0676,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,18,2,9,<=6,4,26,0.2628466571617126,2.8273,9.3759,3.32,50,0,0.0,1,0.04,1,0.0487,xenium_human_skin_melanoma_seed4
Contiguous Random,19,2,0,<=6,5,1,1.955965244104796e-06,3.3077,8.9382,2.7,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,19,2,0,<=6,5,1,0.0,3.3109,8.9473,2.7,50,1,0.1701,1,0.1701,1,0.1701,xenium_human_skin_melanoma_seed4
Contiguous Random,20,1,9,<=6,5,1,1.4895919224211518e-06,2.7926,10.0998,3.62,50,1,1.0,1,0.9032,1,0.4579,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,20,1,9,<=6,5,1,-4.141914085875609e-06,2.7334,10.0313,3.67,50,1,0.4,1,0.3667,1,0.3204,xenium_human_skin_melanoma_seed4
Contiguous Random,21,3,5,<=6,6,1,-3.860367902008832e-06,4.1424,10.6994,2.58,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,21,3,5,<=6,6,1,-3.46138027432219e-06,3.842,10.4147,2.71,50,1,1.0,1,1.0,1,0.9,xenium_human_skin_melanoma_seed4
Contiguous Random,22,3,10,<=6,4,7,0.07149047870635988,2.95,9.284,3.15,50,1,0.1429,1,0.2174,1,0.1628,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,22,3,10,<=6,4,3,0.24404081681728362,4.3018,9.2409,2.15,50,0,0.0,1,0.3333,1,0.8125,xenium_human_skin_melanoma_seed4
Contiguous Random,23,1,8,<=6,5,1,1.1035931373193364e-06,3.5788,10.1637,2.84,50,1,1.0,1,1.0,1,0.75,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,23,1,8,<=6,5,1,3.454666369862025e-06,3.9882,10.0344,2.52,50,1,1.0,1,1.0,1,0.95,xenium_human_skin_melanoma_seed4
Contiguous Random,24,1,14,<=6,5,23,0.18950251418631564,2.625,10.0753,3.84,50,0,0.0,1,0.1159,1,0.0787,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,24,1,14,<=6,5,16,0.2007776982262025,4.0296,10.0443,2.49,50,0,0.0,1,0.1481,1,0.1165,xenium_human_skin_melanoma_seed4
Contiguous Random,25,0,4,<=6,4,1,-4.7988033294726895e-06,2.8972,8.7214,3.01,50,1,1.0,1,0.9333,1,0.9286,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,25,0,4,<=6,4,1,-3.501892087420799e-08,2.392,8.7338,3.65,50,1,1.0,1,1.0,1,0.76,xenium_human_skin_melanoma_seed4
Contiguous Random,26,1,16,<=6,5,1,3.4598215944425803e-06,2.907,10.0825,3.47,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,26,1,16,<=6,5,1,2.336357891374874e-06,3.4608,10.093,2.92,50,1,1.0,1,1.0,1,0.9474,xenium_human_skin_melanoma_seed4
Contiguous Random,27,0,14,<=6,6,31,0.30510829557844177,3.6605,11.1074,3.03,50,0,0.0,0,0.0,1,0.0751,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,27,0,14,<=6,6,1,-2.800703476468769e-06,3.9775,10.9656,2.76,50,1,0.6667,1,0.2143,1,0.1553,xenium_human_skin_melanoma_seed4
Contiguous Random,28,0,11,<=6,5,1,3.710629616626715e-06,3.1368,10.1545,3.24,50,1,0.3,1,0.2381,1,0.1118,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,28,0,11,<=6,5,4,0.05173860620684967,3.9849,9.9982,2.51,50,1,0.1923,1,0.2667,1,0.1452,xenium_human_skin_melanoma_seed4
Contiguous Random,29,2,0,<=6,5,1,4.340592376732549e-06,2.9131,8.7537,3.0,50,1,1.0,1,1.0,1,0.9231,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,29,2,0,<=6,5,1,-1.0795159532950294e-07,3.5354,8.685,2.46,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,30,1,10,<=6,6,1,-2.556374342765899e-06,4.2572,10.852,2.55,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,30,1,10,<=6,6,1,-4.054407673814708e-06,5.7324,10.8901,1.9,50,1,1.0,1,1.0,1,0.9412,xenium_human_skin_melanoma_seed4
Contiguous Random,31,1,7,<=6,6,3,0.1471202503614899,3.8651,10.9782,2.84,50,1,0.5,1,0.3448,1,0.2268,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,31,1,7,<=6,6,2,0.19721970771465935,3.2608,10.7725,3.3,50,1,0.5,1,0.1905,1,0.1364,xenium_human_skin_melanoma_seed4
Contiguous Random,32,0,7,<=6,5,1,4.748144599830972e-06,3.8078,9.7173,2.55,50,1,0.8,1,0.7143,1,0.4405,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,32,0,7,<=6,5,1,-1.4954159055502458e-07,3.7304,9.8249,2.63,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,33,2,14,<=6,6,7,0.08709365949838332,5.6653,10.8601,1.92,50,1,0.2708,1,0.1584,1,0.0899,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,33,2,14,<=6,6,3,0.04462537555878732,4.3012,10.8325,2.52,50,1,0.4615,1,0.38,1,0.1523,xenium_human_skin_melanoma_seed4
Contiguous Random,34,0,1,<=6,4,1,0.0,2.7882,8.4884,3.04,50,1,1.0,1,1.0,1,0.7966,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,34,0,1,<=6,4,1,-3.190245628365007e-06,2.6511,8.5295,3.22,50,1,1.0,1,0.95,1,0.6935,xenium_human_skin_melanoma_seed4
Contiguous Random,35,1,11,<=6,5,2,0.00017833650701415404,2.5636,10.1472,3.96,50,1,0.1111,1,0.1019,1,0.0701,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,35,1,11,<=6,5,10,0.12360529360366501,2.9743,10.2352,3.44,50,1,0.1905,1,0.1066,1,0.0704,xenium_human_skin_melanoma_seed4
Contiguous Random,36,3,10,<=6,5,2,0.12254103810198552,3.5569,10.1425,2.85,50,1,0.5,1,0.6667,1,0.3218,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,36,3,10,<=6,5,1,2.128141973867237e-06,3.4655,9.958,2.87,50,1,0.8333,1,0.5294,1,0.3804,xenium_human_skin_melanoma_seed4
Contiguous Random,37,1,0,<=6,5,1,2.5090837649233144e-06,3.6121,8.6236,2.39,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,37,1,0,<=6,5,1,-1.0149035056215838e-06,3.5011,8.6632,2.47,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,38,2,1,<=6,4,1,3.079717308282666e-06,2.5856,8.4633,3.27,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,38,2,1,<=6,4,1,3.0551576614412657e-06,2.216,8.5228,3.85,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,39,2,11,<=6,5,1,1.7005523171853554e-06,3.2665,9.8952,3.03,50,1,0.8333,1,0.6364,1,0.5692,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,39,2,11,<=6,5,27,0.19266443033294023,3.6435,9.9954,2.74,50,0,0.0,1,0.0968,1,0.1038,xenium_human_skin_melanoma_seed4
Contiguous Random,40,2,19,<=6,5,1,-3.6223932505241585e-06,2.5809,10.2452,3.97,50,1,0.25,1,0.3,1,0.1244,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,40,2,19,<=6,5,7,0.1238050391174072,3.0544,10.2638,3.36,50,0,0.0,1,0.1176,1,0.1443,xenium_human_skin_melanoma_seed4
Contiguous Random,41,2,17,<=6,5,3,0.14211762295539265,3.6377,10.2088,2.81,50,1,0.25,1,0.0952,1,0.0955,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,41,2,17,<=6,5,2,0.025448740821255755,3.6473,10.0819,2.76,50,1,0.5,1,0.3617,1,0.1213,xenium_human_skin_melanoma_seed4
Contiguous Random,42,1,2,<=6,4,2,0.011102500982284547,2.7052,8.5896,3.18,50,1,0.6,1,0.7778,1,0.9286,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,42,1,2,<=6,4,1,2.1609115600645934e-06,2.3859,8.6983,3.65,50,1,1.0,1,1.0,1,0.875,xenium_human_skin_melanoma_seed4
Contiguous Random,43,3,12,<=6,5,1,-1.2138185006005386e-06,2.9629,10.3701,3.5,50,1,1.0,1,0.6296,1,0.3667,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,43,3,12,<=6,5,1,-2.522464732979124e-06,3.1117,10.234,3.29,50,1,0.5714,1,0.5455,1,0.2683,xenium_human_skin_melanoma_seed4
Contiguous Random,44,0,15,<=6,5,4,0.08146916128993642,2.6092,10.067,3.86,50,1,0.25,1,0.2,1,0.1852,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,44,0,15,<=6,5,14,0.24845383862010706,3.1374,9.9902,3.18,50,0,0.0,0,0.0,1,0.2,xenium_human_skin_melanoma_seed4
Contiguous Random,45,3,9,<=6,4,1,2.6727199554654746e-06,3.8089,9.3578,2.46,50,1,1.0,1,1.0,1,0.9706,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,45,3,9,<=6,4,12,0.17225938060760493,3.2741,9.5895,2.93,50,0,0.0,1,0.1111,1,0.0821,xenium_human_skin_melanoma_seed4
Contiguous Random,46,1,6,<=6,4,3,0.04819535020828247,2.6741,9.122,3.41,50,1,0.4,1,0.4375,1,0.1795,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,46,1,6,<=6,4,2,0.009561513166427615,3.3742,9.0699,2.69,50,1,0.2857,1,0.3158,1,0.17,xenium_human_skin_melanoma_seed4
Contiguous Random,47,3,15,<=6,5,1,-3.993640892846484e-06,2.558,10.0897,3.94,50,1,1.0,1,0.75,1,0.5714,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,47,3,15,<=6,5,1,1.6514102849640722e-06,2.6121,10.006,3.83,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,48,2,9,<=6,5,32,0.25110944865846796,2.6884,10.0706,3.75,50,0,0.0,1,0.0439,1,0.0654,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,48,2,9,<=6,5,5,0.06986183775794924,2.5596,10.031,3.92,50,1,0.1818,1,0.11,1,0.0856,xenium_human_skin_melanoma_seed4
Contiguous Random,49,1,1,<=6,4,1,2.841796874999969e-06,2.4579,8.5512,3.48,50,1,0.8824,1,0.8333,1,0.5823,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,49,1,1,<=6,4,1,0.0,2.6986,8.7696,3.25,50,1,0.392,1,0.392,1,0.392,xenium_human_skin_melanoma_seed4
Contiguous Random,50,0,11,7-12,9,1,-9.234619140485734e-07,4.1729,14.6788,3.52,50,1,1.0,1,1.0,1,0.9412,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,50,0,11,7-12,9,1,-2.933909098334908e-06,3.9213,14.1595,3.61,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,51,2,10,7-12,12,3,0.03378971948569509,5.5861,19.2144,3.44,50,1,0.0893,1,0.1979,1,0.0867,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,51,2,10,7-12,12,6,0.02634569759730132,6.6901,18.6022,2.78,50,1,0.2603,1,0.1809,1,0.0862,xenium_human_skin_melanoma_seed4
Contiguous Random,52,0,2,7-12,11,1,3.267679175245064e-06,5.7194,13.2013,2.31,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,52,0,2,7-12,11,1,-3.3820038094489746e-06,5.6362,12.9164,2.29,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,53,3,4,7-12,8,1,-2.3331209781929374e-06,5.8854,12.0533,2.05,50,1,0.5789,1,0.4559,1,0.2722,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,53,3,4,7-12,8,1,-1.6679144128617374e-06,5.4651,12.0664,2.21,50,1,0.7778,1,0.4815,1,0.2579,xenium_human_skin_melanoma_seed4
Contiguous Random,54,2,14,7-12,12,3,0.07632764279458037,7.98,17.9121,2.24,50,1,0.0385,1,0.1696,1,0.0742,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,54,2,14,7-12,12,5,0.03646114883391338,7.9785,18.1293,2.27,50,1,0.175,1,0.1502,1,0.0749,xenium_human_skin_melanoma_seed4
Contiguous Random,55,2,10,7-12,9,3,0.04741106376647952,4.7119,14.2546,3.03,50,1,0.0857,1,0.1707,1,0.1037,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,55,2,10,7-12,9,9,0.11561533145904546,5.4755,13.9436,2.55,50,1,0.0769,1,0.1678,1,0.0986,xenium_human_skin_melanoma_seed4
Contiguous Random,56,3,10,7-12,12,2,0.08285540281474191,6.6513,17.7192,2.66,50,1,0.1667,1,0.1837,1,0.087,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,56,3,10,7-12,12,7,0.18724046534158312,6.2884,17.3036,2.75,50,1,0.1111,1,0.1707,1,0.1271,xenium_human_skin_melanoma_seed4
Contiguous Random,57,1,19,7-12,9,3,0.036184018681844066,3.9787,13.6727,3.44,50,1,0.2188,1,0.165,1,0.0938,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,57,1,19,7-12,9,1,-4.36948140469795e-06,5.0273,13.6572,2.72,50,1,0.7143,1,0.3086,1,0.1131,xenium_human_skin_melanoma_seed4
Contiguous Random,58,1,6,7-12,9,1,-1.5953063969842418e-07,4.468,12.6909,2.84,50,1,0.8333,1,0.9,1,0.9474,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,58,1,6,7-12,9,1,2.144025166850305e-06,5.3183,12.5581,2.36,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,59,3,8,7-12,8,1,-2.50091043590972e-06,3.7975,12.3929,3.26,50,1,1.0,1,1.0,1,0.963,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,59,3,8,7-12,8,1,-1.0551972986494462e-06,4.6068,12.3319,2.68,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,60,2,2,7-12,11,1,-5.87803109519669e-07,4.9565,13.281,2.68,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,60,2,2,7-12,11,1,3.765120663690169e-06,4.8422,13.2496,2.74,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,61,1,3,7-12,8,1,-2.104892934617908e-06,3.9582,10.9057,2.76,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,61,1,3,7-12,8,1,2.229294674943594e-06,4.6009,10.7933,2.35,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,62,0,15,7-12,7,2,0.04762011046397885,4.6112,12.3939,2.69,50,1,0.6667,1,0.45,1,0.4368,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,62,0,15,7-12,7,32,0.1948330079564864,3.2913,11.6304,3.53,50,0,0.0,1,0.0484,1,0.0722,xenium_human_skin_melanoma_seed4
Contiguous Random,63,1,2,7-12,12,1,3.992214508308223e-06,5.3006,14.0904,2.66,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,63,1,2,7-12,12,1,3.2450739846368037e-06,5.1861,14.2117,2.74,50,1,1.0,1,1.0,1,0.913,xenium_human_skin_melanoma_seed4
Contiguous Random,64,2,9,7-12,11,1,3.30317860885998e-06,4.658,16.2793,3.49,50,1,0.3636,1,0.1632,1,0.0724,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,64,2,9,7-12,11,11,0.2137697723295331,4.9419,16.7364,3.39,50,1,0.0714,1,0.1361,1,0.075,xenium_human_skin_melanoma_seed4
Contiguous Random,65,1,4,7-12,10,1,-2.3800516297800556e-06,4.7026,12.7344,2.71,50,1,1.0,1,1.0,1,0.975,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,65,1,4,7-12,10,1,3.8930988854879445e-07,5.3693,12.5946,2.35,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,66,3,4,7-12,7,1,-1.450594314111875e-07,4.7955,11.3173,2.36,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,66,3,4,7-12,7,1,4.5314233487747657e-07,4.5008,11.3936,2.53,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,67,2,11,7-12,12,1,-4.3636955112669185e-06,5.2773,17.4006,3.3,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,67,2,11,7-12,12,1,2.6680561149294846e-07,5.7565,17.2907,3.0,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,68,2,8,7-12,11,1,4.612259840053312e-06,6.5107,16.113,2.47,50,1,1.0,1,0.8889,1,0.4948,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,68,2,8,7-12,11,1,7.459413615684696e-07,5.6387,16.0638,2.85,50,1,0.8889,1,0.7812,1,0.4752,xenium_human_skin_melanoma_seed4
Contiguous Random,69,1,15,7-12,8,1,-2.951935670070238e-06,4.5693,12.6401,2.77,50,1,0.4706,1,0.3143,1,0.1718,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,69,1,15,7-12,8,1,4.558769571560983e-06,4.4834,12.5665,2.8,50,1,0.7667,1,0.3689,1,0.1337,xenium_human_skin_melanoma_seed4
Contiguous Random,70,2,6,7-12,12,1,-3.990773144835202e-06,5.4053,15.8624,2.93,50,1,1.0,1,1.0,1,0.9167,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,70,2,6,7-12,12,1,4.408542747746935e-06,5.7338,15.9765,2.79,50,1,1.0,1,1.0,1,0.9429,xenium_human_skin_melanoma_seed4
Contiguous Random,71,3,6,7-12,7,1,-3.464505622940983e-06,5.4113,12.1098,2.24,50,1,0.1296,1,0.1575,1,0.0799,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,71,3,6,7-12,7,2,0.023317843232060986,5.876,11.6987,1.99,50,1,0.24,1,0.2667,1,0.1199,xenium_human_skin_melanoma_seed4
Contiguous Random,72,0,9,7-12,12,1,-2.21659462007473e-06,6.0904,18.2173,2.99,50,1,0.2222,1,0.1692,1,0.0935,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,72,0,9,7-12,12,2,0.02362498905793997,6.0128,17.8035,2.96,50,1,0.7368,1,0.7619,1,0.7447,xenium_human_skin_melanoma_seed4
Contiguous Random,73,3,4,7-12,7,1,-5.554554096676156e-07,5.0628,11.3892,2.25,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,73,3,4,7-12,7,1,6.509953687228176e-08,4.7212,11.3802,2.41,50,1,1.0,1,1.0,1,0.6875,xenium_human_skin_melanoma_seed4
Contiguous Random,74,3,8,7-12,11,1,-2.3574147878235863e-06,4.6099,15.7034,3.41,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,74,3,8,7-12,11,1,6.346379104460453e-07,5.9463,15.9835,2.69,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Contiguous Random,75,2,18,7-12,12,7,0.08180647246200512,3.9184,17.6573,4.51,50,1,0.1096,1,0.1027,1,0.0919,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,75,2,18,7-12,12,3,0.11577316982383234,4.8594,17.8612,3.68,50,1,0.25,1,0.1783,1,0.1022,xenium_human_skin_melanoma_seed4
Contiguous Random,76,0,11,7-12,9,1,-2.827313741127213e-06,4.4802,13.8697,3.1,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,76,0,11,7-12,9,1,-2.1476364135963877e-06,3.8049,13.5288,3.56,50,1,0.6923,1,0.6119,1,0.3106,xenium_human_skin_melanoma_seed4
Contiguous Random,77,1,10,7-12,9,1,3.267135620155237e-06,6.5426,13.9238,2.13,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
Non-Contiguous Random,77,1,10,7-12,9,1,-3.7501271565876237e-06,5.804,13.7608,2.37,50,1,1.0,1,1.0,1,1.0,xenium_human_skin_melanoma_seed4
