Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,3,19,<=6,4,55,0.14122226201534271,7.9238,26.5645,3.35,50,0,0.0,1,0.0318,1,0.0288,xenium_human_lymph_node_seed3
Non-Contiguous Random,0,3,19,<=6,4,17,0.09401651158332824,7.3443,26.4573,3.6,50,1,0.0278,1,0.025,1,0.0305,xenium_human_lymph_node_seed3
Contiguous Random,1,4,2,<=6,5,1,-1.6465263900922178e-07,6.1124,26.5641,4.35,50,1,1.0,1,0.9091,1,0.92,xenium_human_lymph_node_seed3
Non-Contiguous Random,1,4,2,<=6,5,1,-1.9529722459221688e-06,6.1093,27.0068,4.42,50,1,0.5909,1,0.5091,1,0.3623,xenium_human_lymph_node_seed3
Contiguous Random,2,1,11,<=6,5,6,0.04829816694102984,6.1965,28.2977,4.57,50,1,0.2667,1,0.2338,1,0.181,xenium_human_lymph_node_seed3
Non-Contiguous Random,2,1,11,<=6,5,1,1.1876411958322564e-06,8.4664,27.8866,3.29,50,1,0.6667,1,0.5,1,0.3721,xenium_human_lymph_node_seed3
Contiguous Random,3,3,13,<=6,5,2,0.033320237327638336,8.6067,28.3806,3.3,50,1,0.1148,1,0.0603,1,0.0329,xenium_human_lymph_node_seed3
Non-Contiguous Random,3,3,13,<=6,5,1,1.0923501295168059e-06,9.5111,28.2881,2.97,50,1,0.35,1,0.1619,1,0.0376,xenium_human_lymph_node_seed3
Contiguous Random,4,1,7,<=6,4,4,0.05503841521263125,5.7533,26.2169,4.56,50,1,0.5,1,0.4474,1,0.3282,xenium_human_lymph_node_seed3
Non-Contiguous Random,4,1,7,<=6,4,3,0.18876602363824846,6.8797,26.389,3.84,50,0,0.0,1,0.3571,1,0.2548,xenium_human_lymph_node_seed3
Contiguous Random,5,4,16,<=6,5,1,4.585383600264059e-06,6.5144,28.2934,4.34,50,1,0.093,1,0.0875,1,0.0345,xenium_human_lymph_node_seed3
Non-Contiguous Random,5,4,16,<=6,5,1,-6.368914171606121e-07,8.5527,28.237,3.3,50,1,0.75,1,0.6667,1,0.5233,xenium_human_lymph_node_seed3
