Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,1,12,<=6,4,1,0.0,4.3763,22.8048,5.21,50,1,0.4828,1,0.5075,1,0.5,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,0,1,12,<=6,4,7,0.1411536158657074,4.958,21.9675,4.43,50,1,0.125,1,0.12,1,0.2581,xenium_human_pancreatic_cancer_seed4
Contiguous Random,1,0,8,<=6,4,1,-1.5514373780112223e-07,3.798,21.3735,5.63,50,1,0.3333,1,0.2982,1,0.2663,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,1,0,8,<=6,4,2,0.025680869927406313,3.616,21.4722,5.94,50,1,0.4545,1,0.4878,1,0.3265,xenium_human_pancreatic_cancer_seed4
Contiguous Random,2,1,2,<=6,4,1,0.0,3.2156,20.8599,6.49,50,1,0.2815,1,0.2565,1,0.2577,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,2,1,2,<=6,4,1,0.0,3.7345,20.5584,5.5,50,1,0.0605,1,0.0605,1,0.0605,xenium_human_pancreatic_cancer_seed4
Contiguous Random,3,0,13,<=6,4,7,0.09935001025199891,3.2167,22.7501,7.07,50,1,0.0769,1,0.0733,1,0.0442,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,3,0,13,<=6,4,16,0.37225515956878663,7.3541,22.8243,3.1,50,0,0.0,0,0.0,1,0.0646,xenium_human_pancreatic_cancer_seed4
Contiguous Random,4,1,7,<=6,6,1,-4.5948348809110584e-07,5.691,25.4895,4.48,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,4,1,7,<=6,6,1,4.898307788742118e-06,4.8247,24.8622,5.15,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed4
Contiguous Random,5,2,27,<=6,5,1,1.3356691150878675e-06,5.3,24.8008,4.68,50,1,0.2917,1,0.2727,1,0.0815,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,5,2,27,<=6,5,1,2.8965263568214716e-07,8.3451,24.8711,2.98,50,1,0.8462,1,0.5273,1,0.2212,xenium_human_pancreatic_cancer_seed4
Contiguous Random,6,1,17,<=6,6,57,0.18963121858384324,6.9884,26.9489,3.86,50,1,0.0154,1,0.0248,1,0.0286,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,6,1,17,<=6,6,55,0.23676474354270227,7.4085,27.2127,3.67,50,0,0.0,1,0.0504,1,0.0362,xenium_human_pancreatic_cancer_seed4
Contiguous Random,7,0,0,<=6,5,1,0.0,4.0054,21.5206,5.37,50,1,0.0409,1,0.0409,1,0.0409,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,7,0,0,<=6,5,1,0.0,4.2987,21.4609,4.99,50,1,0.0469,1,0.0469,1,0.0469,xenium_human_pancreatic_cancer_seed4
Contiguous Random,8,2,1,<=6,5,2,0.1474781476829316,4.0353,21.8248,5.41,50,1,0.5,1,0.6,1,0.7551,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,8,2,1,<=6,5,1,1.5713520254770352e-06,4.0607,21.8181,5.37,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed4
Contiguous Random,9,1,3,<=6,4,2,0.00534,3.2906,20.9524,6.37,50,1,0.4857,1,0.3148,1,0.2809,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,9,1,3,<=6,4,2,0.00534,4.0121,21.0074,5.24,50,1,0.4872,1,0.3364,1,0.2793,xenium_human_pancreatic_cancer_seed4
Contiguous Random,10,2,15,<=6,6,12,0.15471556953351784,6.9286,26.245,3.79,50,1,0.0556,1,0.0748,1,0.057,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,10,2,15,<=6,6,84,2.21539070334412,5.5788,25.4327,4.56,50,0,0.0,0,0.0,0,0.0,xenium_human_pancreatic_cancer_seed4
Contiguous Random,11,0,25,<=6,6,1,4.844773014711645e-06,5.0776,25.1097,4.95,50,1,0.6,1,0.7,1,0.6462,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,11,0,25,<=6,6,3,0.09057697059361225,5.1483,25.5876,4.97,50,1,0.3333,1,0.5882,1,0.48,xenium_human_pancreatic_cancer_seed4
Contiguous Random,12,2,27,<=6,6,25,0.13655401359873443,5.061,26.9457,5.32,50,1,0.0392,1,0.0198,1,0.0269,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,12,2,27,<=6,6,24,0.3408299494257261,6.9216,26.7585,3.87,50,0,0.0,1,0.027,1,0.0131,xenium_human_pancreatic_cancer_seed4
Contiguous Random,13,2,22,<=6,5,17,0.14921864478104724,4.9657,24.9287,5.02,50,0,0.0,1,0.1957,1,0.0791,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,13,2,22,<=6,5,1,-4.200805053811152e-07,6.7827,24.5495,3.62,50,1,0.4444,1,0.3714,1,0.1527,xenium_human_pancreatic_cancer_seed4
Contiguous Random,14,1,3,<=6,4,1,0.0,3.2852,20.8113,6.33,50,1,0.1092,1,0.1092,1,0.1092,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,14,1,3,<=6,4,1,0.0,3.3175,20.8014,6.27,50,1,0.0967,1,0.0967,1,0.0967,xenium_human_pancreatic_cancer_seed4
Contiguous Random,15,1,11,<=6,4,1,-2.5828933715825453e-06,3.65,21.8651,5.99,50,1,1.0,1,0.9714,1,0.9783,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,15,1,11,<=6,4,1,-1.988430023192045e-06,4.3131,21.7301,5.04,50,1,1.0,1,0.9231,1,0.3061,xenium_human_pancreatic_cancer_seed4
Contiguous Random,16,0,10,<=6,6,1,1.37084857337183e-07,5.3048,24.3693,4.59,50,1,0.9524,1,0.9667,1,0.9773,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,16,0,10,<=6,6,1,4.477846091255344e-06,5.003,24.9005,4.98,50,1,1.0,1,1.0,1,0.6829,xenium_human_pancreatic_cancer_seed4
Contiguous Random,17,1,15,<=6,4,6,0.03468379388809206,4.7337,22.6914,4.79,50,1,0.2424,1,0.1901,1,0.0573,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,17,1,15,<=6,4,5,0.126482287569046,5.7801,22.7071,3.93,50,1,0.1,1,0.197,1,0.0584,xenium_human_pancreatic_cancer_seed4
Contiguous Random,18,1,26,<=6,6,11,0.05558911217595075,10.6467,26.6347,2.5,50,1,0.087,1,0.0645,1,0.0902,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,18,1,26,<=6,6,5,0.22642487460607186,4.7951,26.9718,5.62,50,0,0.0,0,0.0,1,0.0606,xenium_human_pancreatic_cancer_seed4
Contiguous Random,19,0,24,<=6,6,21,0.0664330620309026,9.4931,26.9933,2.84,50,1,0.1159,1,0.081,1,0.0327,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,19,0,24,<=6,6,297,0.38772821600068774,7.4234,27.0575,3.64,50,0,0.0,0,0.0,1,0.0141,xenium_human_pancreatic_cancer_seed4
Contiguous Random,20,1,22,<=6,5,69,0.27670636602999266,4.1374,25.1288,6.07,50,0,0.0,1,0.0383,1,0.0289,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,20,1,22,<=6,5,50,0.1843431037807266,5.0855,25.0422,4.92,50,0,0.0,1,0.0318,1,0.0306,xenium_human_pancreatic_cancer_seed4
Contiguous Random,21,1,20,<=6,4,2,0.1093036074447632,6.8371,22.9599,3.36,50,1,0.4,1,0.3542,1,0.0544,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,21,1,20,<=6,4,15,0.16768108667373655,6.788,25.9108,3.82,50,0,0.0,1,0.0504,1,0.031,xenium_human_pancreatic_cancer_seed4
Contiguous Random,22,1,11,<=6,5,1,3.2154543523899015e-06,4.4474,23.6188,5.31,50,1,0.9091,1,0.7241,1,0.4842,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,22,1,11,<=6,5,3,0.1301543679661573,3.7764,23.7295,6.28,50,1,0.25,1,0.3,1,0.2541,xenium_human_pancreatic_cancer_seed4
Contiguous Random,23,1,0,<=6,5,1,0.0,3.4025,21.1746,6.22,50,1,0.5119,1,0.4742,1,0.4717,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,23,1,0,<=6,5,1,0.0,5.5095,21.2271,3.85,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed4
Contiguous Random,24,0,5,<=6,6,1,1.249737449283972e-06,4.3968,23.2864,5.3,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,24,0,5,<=6,6,1,-3.4097629546259167e-06,5.9355,23.2522,3.92,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed4
Contiguous Random,25,0,4,<=6,5,1,0.0,4.6991,21.9479,4.67,50,1,0.5,1,0.587,1,0.575,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,25,0,4,<=6,5,1,0.0,5.2318,22.1482,4.23,50,1,0.9677,1,0.9302,1,0.8772,xenium_human_pancreatic_cancer_seed4
Contiguous Random,26,0,25,<=6,6,1,0.0,4.6953,24.5729,5.23,50,1,0.75,1,0.8919,1,0.7353,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,26,0,25,<=6,6,1,-4.773216267794922e-06,4.6718,25.417,5.44,50,1,0.3636,1,0.2683,1,0.3577,xenium_human_pancreatic_cancer_seed4
Contiguous Random,27,2,0,<=6,4,1,0.0,4.7086,20.5686,4.37,50,1,0.0355,1,0.0355,1,0.0355,xenium_human_pancreatic_cancer_seed4
Non-Contiguous Random,27,2,0,<=6,4,1,0.0,3.7227,20.7062,5.56,50,1,0.0665,1,0.0665,1,0.0665,xenium_human_pancreatic_cancer_seed4
