Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,3,18,<=6,4,8,0.08531431579351426,3.6994,16.4309,4.44,50,1,0.1111,1,0.2083,1,0.1758,xenium_human_lung_cancer_seed3
Non-Contiguous Random,0,3,18,<=6,4,1,8.936786651814188e-07,3.7925,16.654,4.39,50,1,0.4167,1,0.3333,1,0.1707,xenium_human_lung_cancer_seed3
Contiguous Random,1,3,17,<=6,5,1,0.0,3.6707,18.2755,4.98,50,1,1.0,1,1.0,1,1.0,xenium_human_lung_cancer_seed3
Non-Contiguous Random,1,3,17,<=6,5,1,-4.9763304991179425e-06,3.6219,18.5706,5.13,50,1,1.0,1,1.0,1,1.0,xenium_human_lung_cancer_seed3
Contiguous Random,2,3,13,<=6,5,1,4.328217945825941e-06,3.9194,18.4112,4.7,50,1,1.0,1,1.0,1,1.0,xenium_human_lung_cancer_seed3
Non-Contiguous Random,2,3,13,<=6,5,1,-3.376545182121049e-06,7.6038,18.3719,2.42,50,1,0.8,1,0.7692,1,0.8372,xenium_human_lung_cancer_seed3
Contiguous Random,3,3,13,<=6,6,1,-3.6349750286435167e-06,6.2289,21.0409,3.38,50,1,0.8333,1,0.5517,1,0.4182,xenium_human_lung_cancer_seed3
Non-Contiguous Random,3,3,13,<=6,6,1,1.9765156140105766e-06,5.3436,20.4479,3.83,50,1,1.0,1,1.0,1,0.9394,xenium_human_lung_cancer_seed3
Contiguous Random,4,1,0,<=6,4,1,0.0,3.0577,15.5133,5.07,50,1,0.7647,1,0.7959,1,0.8065,xenium_human_lung_cancer_seed3
Non-Contiguous Random,4,1,0,<=6,4,2,0.00319,2.667,15.3542,5.76,50,1,0.3678,1,0.3435,1,0.3525,xenium_human_lung_cancer_seed3
Contiguous Random,5,3,18,<=6,4,1,4.956245419629468e-08,3.7003,17.1841,4.64,50,1,0.5,1,0.0667,1,0.1088,xenium_human_lung_cancer_seed3
