Case,Tile,Niche,Block_Index,Length_Bin,Query_Length,rank,dist_gap,spindle_time_ms,brute_force_time_ms,speedup,retrieved,recall_at_eps_0.05,overlap_at_eps_0.05,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,Dataset
Contiguous Random,0,3,17,<=6,5,7,0.10540919590363301,5.5368,28.1171,5.08,50,1,0.0323,1,0.0569,1,0.0467,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,0,3,17,<=6,5,12,0.17101614668999343,9.4715,26.7109,2.82,50,1,0.0833,1,0.0784,1,0.0619,xenium_human_pancreatic_cancer_seed0
Contiguous Random,1,1,23,<=6,5,1,-4.8189046029101235e-06,7.5118,25.8587,3.44,50,1,0.3529,1,0.2466,1,0.0579,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,1,1,23,<=6,5,1,-2.4719977919640534e-06,5.056,25.9521,5.13,50,1,0.6667,1,0.6364,1,0.3563,xenium_human_pancreatic_cancer_seed0
Contiguous Random,2,0,27,<=6,6,27,0.16891677958264195,5.7226,30.9054,5.4,50,1,0.0294,1,0.0133,1,0.0323,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,2,0,27,<=6,6,1,-3.9381427796580937e-07,8.048,28.9336,3.6,50,1,0.4,1,0.0845,1,0.0399,xenium_human_pancreatic_cancer_seed0
Contiguous Random,3,3,10,<=6,6,1,2.7272074878958996e-06,7.1928,27.1188,3.77,50,1,1.0,1,1.0,1,0.7353,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,3,3,10,<=6,6,1,4.024338360553159e-06,5.3912,26.6048,4.93,50,1,0.5,1,0.5357,1,0.2874,xenium_human_pancreatic_cancer_seed0
Contiguous Random,4,1,14,<=6,6,11,0.23051207804689278,5.8807,28.0149,4.76,50,0,0.0,1,0.1333,1,0.1114,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,4,1,14,<=6,6,11,0.2433542552837164,5.8272,28.0667,4.82,50,0,0.0,1,0.0455,1,0.089,xenium_human_pancreatic_cancer_seed0
Contiguous Random,5,1,12,<=6,5,6,0.04544901695979109,5.101,25.1943,4.94,50,1,0.2381,1,0.1765,1,0.2017,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,5,1,12,<=6,5,3,0.03499335168242662,5.197,26.3755,5.08,50,1,0.4286,1,0.3409,1,0.1905,xenium_human_pancreatic_cancer_seed0
Contiguous Random,6,2,10,<=6,6,1,1.7902977728634362e-06,5.5403,26.9268,4.86,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,6,2,10,<=6,6,1,4.738397944181738e-06,5.9255,26.0598,4.4,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed0
Contiguous Random,7,0,8,<=6,6,1,-4.087902063437676e-06,6.3402,27.2113,4.29,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,7,0,8,<=6,6,1,1.991060324182947e-06,7.3869,25.5488,3.46,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed0
Contiguous Random,8,0,11,<=6,5,2,0.1331997194926644,5.9214,25.0322,4.23,50,1,0.75,1,0.5,1,0.3684,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,8,0,11,<=6,5,1,-2.73712534176046e-06,6.186,25.1843,4.07,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed0
Contiguous Random,9,3,10,<=6,5,2,0.0523304279849256,4.9087,24.4008,4.97,50,1,0.8,1,0.8571,1,0.4381,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,9,3,10,<=6,5,1,3.6587975377200266e-06,7.822,24.9062,3.18,50,1,0.3333,1,0.6429,1,0.3186,xenium_human_pancreatic_cancer_seed0
Contiguous Random,10,2,22,<=6,6,2,0.09405369706232952,5.8023,28.3504,4.89,50,1,0.1429,1,0.1698,1,0.0717,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,10,2,22,<=6,6,1,-4.730186512480472e-06,6.9829,28.7105,4.11,50,1,0.4444,1,0.3611,1,0.0733,xenium_human_pancreatic_cancer_seed0
Contiguous Random,11,1,12,<=6,5,6,0.07071228766617271,5.3152,25.7204,4.84,50,1,0.1667,1,0.1884,1,0.1549,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,11,1,12,<=6,5,3,0.003545850618777324,6.6057,24.9761,3.78,50,1,0.25,1,0.2899,1,0.1348,xenium_human_pancreatic_cancer_seed0
Contiguous Random,12,3,25,<=6,4,1,-3.145847320529249e-06,5.8138,25.3874,4.37,50,1,0.1429,1,0.0928,1,0.0374,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,12,3,25,<=6,4,2,0.046248380398750316,6.0443,24.0369,3.98,50,1,0.1905,1,0.0863,1,0.0331,xenium_human_pancreatic_cancer_seed0
Contiguous Random,13,3,6,<=6,4,2,0.0289593398475647,4.4405,22.9602,5.17,50,1,0.8,1,0.5833,1,0.4697,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,13,3,6,<=6,4,2,0.04359334562301642,5.3645,22.5657,4.21,50,1,0.8571,1,0.7895,1,0.3967,xenium_human_pancreatic_cancer_seed0
Contiguous Random,14,3,9,<=6,4,9,0.03556194466590884,5.2628,23.9581,4.55,50,1,0.122,1,0.1511,1,0.0892,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,14,3,9,<=6,4,2,0.06178073414802554,5.4444,23.9042,4.39,50,1,0.0833,1,0.1728,1,0.1326,xenium_human_pancreatic_cancer_seed0
Contiguous Random,15,1,7,<=6,6,1,1.6482431356990013e-06,8.5969,25.7205,2.99,50,1,1.0,1,0.8571,1,0.8837,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,15,1,7,<=6,6,1,9.296111316836608e-08,6.1663,27.6521,4.48,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed0
Contiguous Random,16,2,22,<=6,6,1,6.113349770298093e-07,5.9285,28.26,4.77,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,16,2,22,<=6,6,3,0.030867166412259117,5.1788,28.9099,5.58,50,1,0.0612,1,0.0395,1,0.0404,xenium_human_pancreatic_cancer_seed0
Contiguous Random,17,3,4,<=6,5,1,0.0,4.8639,23.3184,4.79,50,1,0.5231,1,0.5556,1,0.5326,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,17,3,4,<=6,5,1,0.0,5.0327,23.0126,4.57,50,1,0.1337,1,0.1337,1,0.1337,xenium_human_pancreatic_cancer_seed0
Contiguous Random,18,0,14,<=6,6,1,-7.407805714398918e-07,6.2412,28.2702,4.53,50,1,0.5,1,0.3333,1,0.1579,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,18,0,14,<=6,6,1,4.216857169059285e-06,6.23,27.5788,4.43,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed0
Contiguous Random,19,0,2,<=6,4,1,0.0,5.2304,22.909,4.38,50,1,0.85,1,0.8529,1,0.8,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,19,0,2,<=6,4,1,-1.4689028263112358e-06,4.7432,21.9406,4.63,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed0
Contiguous Random,20,1,19,<=6,4,5,0.09065524590492247,5.4276,24.4471,4.5,50,1,0.1429,1,0.2917,1,0.2091,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,20,1,19,<=6,4,37,0.24013000017166142,5.2284,24.0001,4.59,50,0,0.0,0,0.0,1,0.0341,xenium_human_pancreatic_cancer_seed0
Contiguous Random,21,0,12,<=6,4,7,4.33455103430748,5.3856,23.2703,4.32,50,0,0.0,0,0.0,0,0.0,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,21,0,12,<=6,4,1,-4.649200439466039e-06,5.2786,22.999,4.36,50,1,0.6,1,0.5714,1,0.5345,xenium_human_pancreatic_cancer_seed0
Contiguous Random,22,3,1,<=6,6,1,3.6957369934365047e-06,5.6215,24.0029,4.27,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,22,3,1,<=6,6,1,-4.905771444962959e-06,5.8836,23.3073,3.96,50,1,1.0,1,1.0,1,1.0,xenium_human_pancreatic_cancer_seed0
Contiguous Random,23,0,15,<=6,4,1,3.107461929330313e-06,6.4401,24.3938,3.79,50,1,0.25,1,0.0952,1,0.037,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,23,0,15,<=6,4,3,0.07921424048423767,4.2785,24.2107,5.66,50,1,0.0909,1,0.0989,1,0.0446,xenium_human_pancreatic_cancer_seed0
Contiguous Random,24,0,15,<=6,6,2,0.030183075207097065,7.029,28.5153,4.06,50,1,0.2143,1,0.1111,1,0.0551,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,24,0,15,<=6,6,1,1.6862691480379333e-06,5.6415,29.0481,5.15,50,1,0.2083,1,0.1159,1,0.0339,xenium_human_pancreatic_cancer_seed0
Contiguous Random,25,2,24,<=6,4,37,0.1561237365150452,5.4145,24.0223,4.44,50,1,0.027,1,0.0784,1,0.0376,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,25,2,24,<=6,4,48,0.11208349372386933,7.2157,24.458,3.39,50,1,0.0236,1,0.0531,1,0.0326,xenium_human_pancreatic_cancer_seed0
Contiguous Random,26,2,8,<=6,4,4,0.0594477354288101,5.864,23.2679,3.97,50,1,0.1905,1,0.2432,1,0.0952,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,26,2,8,<=6,4,1,-3.058471679687723e-06,6.2479,22.8086,3.65,50,1,0.2449,1,0.1519,1,0.1119,xenium_human_pancreatic_cancer_seed0
Contiguous Random,27,2,1,<=6,6,1,1.1779161900619603e-06,6.0547,23.9037,3.95,50,1,1.0,1,0.66,1,0.5476,xenium_human_pancreatic_cancer_seed0
Non-Contiguous Random,27,2,1,<=6,6,5,0.0096,5.514,24.1617,4.38,50,1,0.1582,1,0.1368,1,0.1059,xenium_human_pancreatic_cancer_seed0
